variant,seed,steps_ran,survivors,found,found_pct,cov_pct,stair_pct,completed,deadline,found_deadline,found_deadline_pct,cov_deadline,t_first_found,t_half_found,t_all_found,t_cov90,t_stair50,deaths,hazard_deaths,stranded_end,blackout_total,blackout_max,relay_duty_ticks,battery_used,step_mean_ms,step_p90_ms,wall_s
B6-NOSUB,52,600,45,45,100.0,94.14,98.56,1,250,34,75.56,72.25,3,136,600,525,150,3,3,0,326,170,3878,32040.2,226.88,391.98,136.1
B6-NOSUB,53,1500,45,44,97.78,96.47,100.0,0,250,37,82.22,71.23,1,142,-1,475,125,12,7,0,200,56,6394,44816.9,834.08,1551.16,1251.2
B6-NOSUB,54,1292,45,45,100.0,95.14,99.89,1,250,38,84.44,63.94,1,109,1292,750,125,14,10,0,24,16,7516,43165.1,435.48,853.86,562.7
B6-NOSUB,55,1358,45,45,100.0,96.2,99.7,1,250,31,68.89,64.34,1,189,1358,675,125,12,7,0,88,26,9106,47249.7,493.45,884.54,670.2
B6-NOSUB,56,1295,45,45,100.0,97.44,99.3,1,250,35,77.78,70.35,8,100,1295,600,100,8,5,0,102,78,9218,45689.8,605.81,1271.74,784.6
B6-NOSUB,57,1500,45,44,97.78,96.64,100.0,0,250,30,66.67,63.97,1,105,-1,775,125,14,6,0,132,49,9027,47122.0,442.95,735.81,664.5
B6-NOSUB,58,1500,45,43,95.56,97.09,99.61,0,250,29,64.44,63.73,1,198,-1,750,125,12,8,0,41,9,8183,45724.3,727.64,1333.93,1091.5
B6-NOSUB,59,747,45,45,100.0,94.92,98.71,1,250,36,80.0,74.76,11,130,747,500,125,3,3,0,191,68,4263,34555.2,289.63,557.62,216.4
B6-NOSUB,60,1500,45,44,97.78,97.5,100.0,0,250,32,71.11,76.89,18,82,-1,450,75,10,10,0,10,7,5885,43907.3,1000.59,1640.81,1500.9
B6-NOSUB,61,634,45,45,100.0,96.29,98.99,1,250,35,77.78,74.74,5,147,634,425,175,8,8,0,57,22,3747,28771.9,264.49,449.15,167.7
B6-NOSUB,62,438,45,45,100.0,92.73,98.91,1,250,41,91.11,76.89,4,100,438,400,75,0,0,0,166,55,2563,22808.3,240.96,386.17,105.6
B6-NOSUB,63,399,45,45,100.0,80.58,99.39,1,250,41,91.11,69.19,1,107,399,-1,100,2,2,1,313,69,2897,21553.1,234.35,344.46,93.5
B6-NOSUB,64,1196,45,45,100.0,99.08,99.58,1,250,35,77.78,68.73,4,81,1196,600,100,7,4,0,185,39,6605,46422.9,566.92,1250.97,678.1
B6-NOSUB,65,1500,45,44,97.78,99.02,99.76,0,250,31,68.89,69.47,1,145,-1,500,150,10,6,0,436,369,9691,47920.9,689.22,1259.66,1033.9
B6-NOSUB,66,923,45,45,100.0,97.68,99.47,1,250,36,80.0,71.75,1,113,923,500,125,7,6,0,35,31,5206,36216.0,316.26,610.97,291.9
B6-NOSUB,67,585,45,45,100.0,95.68,98.65,1,250,34,75.56,76.35,1,105,585,450,125,2,2,0,150,57,3186,30108.2,210.88,391.35,123.4
B6-NOSUB,68,482,45,45,100.0,91.25,98.71,1,250,35,77.78,71.75,1,97,482,475,100,5,5,1,777,140,3606,25574.5,220.15,357.75,106.1
B6-NOSUB,69,1500,45,44,97.78,97.99,99.71,0,250,35,77.78,79.12,1,154,-1,375,150,1,1,0,1,1,4473,39343.7,1519.59,2394.52,2279.4
B6-NOSUB,70,1500,45,43,95.56,97.25,100.0,0,250,35,77.78,70.91,1,115,-1,575,125,8,5,0,23,8,8553,45907.5,881.85,1647.87,1322.8
B7-NOGAME,51,1500,45,44,97.78,97.23,100.0,0,250,36,80.0,73.47,6,79,-1,525,100,7,1,1,1159,234,9094,50185.4,1063.78,1976.28,1595.7
B7-NOGAME,52,1500,45,44,97.78,98.21,100.0,0,250,37,82.22,70.28,6,133,-1,475,75,8,5,0,5,1,7981,44291.9,1064.94,1969.87,1597.5
B7-NOGAME,53,1500,45,44,97.78,96.5,100.0,0,250,34,75.56,65.92,1,104,-1,600,100,7,4,0,69,12,7984,44293.1,914.78,1796.53,1372.2
B7-NOGAME,54,467,45,45,100.0,87.05,97.51,1,250,35,77.78,66.37,1,143,467,-1,125,2,2,0,16,8,2610,21122.8,205.77,289.84,96.1
B7-NOGAME,55,658,45,45,100.0,93.66,100.0,1,250,39,86.67,67.58,1,92,658,550,100,1,1,0,2,1,5760,34530.3,233.27,381.82,153.5
B7-NOGAME,56,1500,45,44,97.78,97.45,100.0,0,250,33,73.33,69.72,9,93,-1,475,125,4,0,0,0,0,8968,49449.3,1201.93,2350.38,1803.0
B7-NOGAME,57,1500,45,44,97.78,97.33,100.0,0,250,34,75.56,62.12,1,176,-1,550,100,7,1,0,12,7,9856,44908.8,1103.16,2106.04,1654.8
B7-NOGAME,58,1500,45,43,95.56,96.47,100.0,0,250,31,68.89,59.44,1,179,-1,675,150,8,1,0,2,1,10892,48421.1,848.01,1685.3,1272.1
B7-NOGAME,59,519,45,45,100.0,88.94,99.7,1,250,34,75.56,69.34,10,71,519,-1,75,1,1,0,20,7,4372,26670.1,172.15,329.07,89.4
B7-NOGAME,60,1500,45,43,95.56,97.77,100.0,0,250,37,82.22,70.34,21,71,-1,550,50,10,6,0,1,1,9133,47586.5,907.58,1637.66,1361.4
B7-NOGAME,61,829,45,45,100.0,99.49,100.0,1,250,39,86.67,73.3,3,69,829,450,75,3,3,0,1,1,4531,36110.3,397.02,1138.08,329.2
B7-NOGAME,62,534,45,45,100.0,92.25,97.36,1,250,40,88.89,68.64,5,82,534,500,75,0,0,0,0,0,3602,26967.8,209.89,332.39,112.1
B7-NOGAME,63,560,45,45,100.0,89.54,99.69,1,250,38,84.44,65.89,1,61,560,-1,75,1,1,3,388,72,4090,29479.4,237.97,417.46,133.3
B7-NOGAME,64,1500,45,43,95.56,99.0,100.0,0,250,34,75.56,69.08,5,131,-1,575,150,10,2,0,78,32,10130,52089.2,618.03,1203.63,927.1
B7-NOGAME,65,1018,45,45,100.0,98.76,99.4,1,250,37,82.22,68.23,1,113,1018,550,100,5,4,0,2,1,7497,40857.7,511.62,1479.55,520.9
B7-NOGAME,66,438,45,45,100.0,91.82,99.68,1,250,39,86.67,74.79,1,123,438,425,125,0,0,0,1,1,2537,22534.4,195.39,287.72,85.6
B7-NOGAME,67,583,45,45,100.0,92.61,99.03,1,250,42,93.33,68.02,1,67,583,525,75,2,2,0,6,3,3802,31461.7,165.55,321.26,96.5
B7-NOGAME,68,527,45,45,100.0,90.87,99.4,1,250,36,80.0,69.75,1,106,527,525,100,1,1,2,250,69,4423,28919.0,182.22,333.14,96.0
B7-NOGAME,69,1500,45,44,97.78,98.52,100.0,0,250,35,77.78,75.75,1,83,-1,375,75,3,1,0,1,1,7013,46591.0,1344.22,2224.35,2016.4
B7-NOGAME,70,1026,45,45,100.0,97.3,100.0,1,250,37,82.22,68.5,1,88,1026,575,100,0,0,0,5,1,8509,43636.9,656.14,1902.9,673.2
X-NEITHER,51,1500,45,44,97.78,97.31,100.0,0,250,35,77.78,75.27,3,133,-1,500,175,4,1,0,711,78,9529,41613.7,1305.63,2145.66,1958.5
X-NEITHER,52,1500,45,44,97.78,98.69,100.0,0,250,31,68.89,71.87,7,134,-1,425,150,4,4,0,4,1,8212,42706.5,1177.95,2031.97,1767.0
X-NEITHER,53,1500,45,44,97.78,97.47,100.0,0,250,35,77.78,72.91,1,142,-1,475,150,5,5,1,1711,187,8469,41704.5,1143.86,1847.29,1715.8
X-NEITHER,54,455,45,45,100.0,92.24,97.51,1,250,33,73.33,71.66,1,152,455,425,225,1,1,0,0,0,2688,20635.6,237.04,343.45,107.9
X-NEITHER,55,617,45,45,100.0,94.38,98.4,1,250,31,68.89,69.87,1,129,617,525,225,2,2,0,0,0,5673,26480.2,306.2,550.51,188.9
X-NEITHER,56,971,45,45,100.0,97.52,100.0,1,250,28,62.22,74.41,5,205,971,400,225,1,1,0,94,94,7283,34903.0,862.77,1968.78,837.8
X-NEITHER,57,1500,45,44,97.78,97.57,100.0,0,250,32,71.11,65.82,1,149,-1,450,100,3,3,0,3,1,9095,39758.7,1179.89,2081.94,1769.9
X-NEITHER,58,1500,45,43,95.56,96.59,100.0,0,250,32,71.11,66.97,1,163,-1,500,175,6,5,0,7,4,10333,39441.4,1097.87,1782.52,1646.9
X-NEITHER,59,512,45,45,100.0,92.47,99.5,1,250,36,80.0,70.7,13,149,512,450,200,4,4,0,104,52,4433,24865.6,164.79,243.35,84.4
X-NEITHER,60,1500,45,44,97.78,98.22,100.0,0,250,31,68.89,72.38,15,139,-1,475,100,9,6,0,0,0,8022,39620.7,1003.78,1734.18,1505.7
X-NEITHER,61,552,45,45,100.0,97.05,99.12,1,250,35,77.78,75.01,8,126,552,350,150,9,9,0,0,0,3038,24543.9,137.88,201.77,76.1
X-NEITHER,62,436,45,45,100.0,89.09,99.36,1,250,33,73.33,71.99,4,167,436,-1,200,0,0,0,1,1,3136,21885.0,235.93,369.38,102.9
X-NEITHER,63,360,45,45,100.0,86.35,99.49,1,250,41,91.11,73.17,1,91,360,-1,100,1,1,0,87,17,2560,17880.9,225.14,339.74,81.1
X-NEITHER,64,1500,45,44,97.78,99.42,100.0,0,250,32,71.11,73.43,3,183,-1,400,225,4,1,0,1,1,8904,44119.3,1185.42,2186.62,1778.2
X-NEITHER,65,715,45,45,100.0,98.48,99.52,1,250,26,57.78,69.76,1,168,715,425,350,8,8,0,1,1,5263,25269.7,343.2,626.59,245.4
X-NEITHER,66,1040,45,45,100.0,99.52,100.0,1,250,26,57.78,75.22,1,195,1040,400,300,3,3,0,73,21,6350,34395.8,846.67,1776.54,880.6
X-NEITHER,67,603,45,45,100.0,97.62,99.71,1,250,33,73.33,76.48,1,120,603,350,150,2,2,0,0,0,3894,27498.5,397.47,770.14,239.7
X-NEITHER,68,622,45,45,100.0,97.58,90.45,1,250,25,55.56,66.75,1,224,622,475,425,6,6,0,2,1,5173,23984.6,206.88,309.11,128.7
X-NEITHER,69,1500,45,44,97.78,98.21,100.0,0,250,34,75.56,80.79,1,161,-1,350,225,3,3,0,2,1,6137,35997.0,1495.63,2325.68,2243.5
X-NEITHER,70,1500,45,44,97.78,97.85,100.0,0,250,33,73.33,72.89,1,124,-1,400,150,3,3,0,161,62,8202,37528.3,1333.78,2218.35,2000.7
