n_requested,n_actual,grid,cells_per_robot,n_seeds,final_cov,final_found_frac_mean,completed_frac,deaths,hazard_deaths,battery_deaths,peak_relays,t_all_found,step_mean_ms,step_p90_ms,ground_mean_ms,ground_p90_ms,astar_sum_mean_ms,astar_max_mean_ms,dist_mean_ms,dist_p90_ms,role_ms,alloc_ms,relay_cover_ms,explorer_move_ms,relay_move_ms,astar_explorer_ms,astar_relay_ms,other_ms,ground_ms_per_robot,step_ms_per_robot,explorer_move_ms_per_robot,relay_move_ms_per_robot
10,10,90,810.0,31,93.464,0.853,0.323,1.839,0.0,1.839,5.581,208.871,24.631,37.668,10.908,15.456,13.723,3.558,14.466,19.992,1.781,0.373,0.119,16.019,0.638,13.478,0.245,5.701,1.091,2.463,1.602,0.064
20,20,126,793.8,31,91.83,0.978,0.742,3.226,0.0,3.226,6.323,328.71,54.0,89.276,31.098,44.542,22.902,7.261,38.36,54.834,3.283,2.267,0.436,28.189,2.105,21.745,1.157,17.721,1.555,2.7,1.409,0.105
30,30,156,811.2,31,96.253,0.983,0.677,8.097,0.0,8.097,6.516,426.903,96.422,188.335,52.312,86.822,44.11,10.434,62.746,101.124,4.599,6.545,0.505,55.321,1.91,43.245,0.865,27.543,1.744,3.214,1.844,0.064
40,40,180,810.0,31,96.965,0.993,0.839,9.742,0.0,9.742,7.0,519.29,136.165,257.11,84.83,154.404,51.335,13.623,98.454,172.767,6.147,15.379,0.706,64.839,4.277,48.74,2.595,44.817,2.121,3.404,1.621,0.107
50,50,200,800.0,31,95.844,0.992,0.903,6.935,0.0,6.935,6.935,458.452,210.013,429.978,116.318,205.464,93.695,17.627,133.944,228.137,7.993,18.049,0.778,112.829,6.651,89.22,4.476,63.714,2.326,4.2,2.257,0.133
60,60,220,806.7,31,97.395,0.989,0.903,8.677,0.0,8.677,6.935,480.774,305.285,599.015,150.369,256.613,154.916,22.488,172.857,283.375,9.702,22.401,0.884,184.156,7.685,149.564,5.352,80.458,2.506,5.088,3.069,0.128
70,70,238,809.2,31,97.37,0.996,0.871,9.968,0.0,9.968,6.839,437.065,334.954,682.717,181.714,311.182,153.239,24.459,206.174,342.868,11.522,24.997,0.933,189.873,9.925,146.107,7.133,97.703,2.596,4.785,2.712,0.142
80,80,254,806.5,31,98.15,0.993,0.806,13.29,0.0,13.29,6.871,441.516,463.93,934.499,214.065,352.279,249.865,28.86,242.925,393.26,13.823,27.859,0.892,301.69,8.706,243.916,5.949,110.961,2.676,5.799,3.771,0.109
90,90,268,798.0,31,98.338,0.987,0.742,15.161,0.0,15.161,6.581,394.097,547.802,1176.271,252.507,442.72,295.295,32.494,285.002,481.073,16.682,35.514,0.889,357.665,6.437,291.346,3.949,130.616,2.806,6.087,3.974,0.072
100,100,284,806.6,31,97.555,0.996,0.742,18.194,0.0,18.194,6.935,396.258,598.936,1323.661,298.912,524.384,300.024,36.004,334.915,573.032,20.473,42.178,0.901,371.262,11.843,291.823,8.201,152.279,2.989,5.989,3.713,0.118

config
framework,L (belief-safe K)
sizes,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 1000]"
seeds,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60]"
steps,1500
cluster_cap,
grid_policy,density-held (~800 cells/robot)
type_mix,Legged26/Drone34/Boat16/Rover24 %
survivor_density,0.001125 per cell
pythonhashseed,unset
skipped_sizes,"N=1000(grid=894,exceeds_sim_memory_ceiling)"
generated,2026-07-12 11:29:54
