variant,seed,steps_ran,survivors,found,found_pct,cov_pct,stair_pct,completed,deadline,found_deadline,found_deadline_pct,cov_deadline,t_first_found,t_half_found,t_all_found,t_cov90,t_stair50,deaths,hazard_deaths,stranded_end,blackout_total,blackout_max,relay_duty_ticks,battery_used,step_mean_ms,step_p90_ms,wall_s
B3-NOMF,32,939,45,45,100.0,98.59,99.61,1,250,37,82.22,70.39,1,121,939,450,125,7,7,0,10,2,6160,38372.8,469.52,988.2,440.9
B3-NOMF,33,1500,45,44,97.78,98.78,100.0,0,250,39,86.67,66.92,15,97,-1,550,75,13,8,0,436,128,7599,44153.1,617.38,1170.99,926.1
B3-NOMF,34,1500,45,44,97.78,96.44,99.82,0,250,35,77.78,69.77,1,110,-1,650,75,8,4,0,193,66,7157,47459.8,775.44,1740.71,1163.2
B3-NOMF,35,1064,45,45,100.0,94.7,99.46,1,250,35,77.78,64.75,1,109,1064,775,75,8,6,0,62,24,6423,41271.3,427.18,765.52,454.6
B3-NOMF,36,517,45,45,100.0,92.54,94.57,1,250,29,64.44,71.39,1,169,517,475,200,5,5,0,247,31,2178,23516.3,217.25,307.95,112.3
B3-NOMF,37,918,45,45,100.0,97.87,99.24,1,250,32,71.11,71.1,1,143,918,450,125,6,5,0,12,11,6387,38872.9,435.55,1071.73,399.9
B3-NOMF,38,603,45,45,100.0,97.67,99.68,1,250,38,84.44,74.76,1,82,603,400,100,2,2,0,78,16,3694,30404.7,216.33,381.07,130.5
B3-NOMF,39,1500,45,44,97.78,99.04,100.0,0,250,32,71.11,75.8,3,89,-1,500,100,10,6,0,34,15,7911,50343.5,640.28,1200.78,960.5
B3-NOMF,40,1500,45,44,97.78,97.5,99.6,0,250,32,71.11,62.68,1,139,-1,675,100,11,7,0,175,54,9269,42260.5,600.42,1226.21,900.7
B3-NOMF,41,1500,45,41,91.11,95.6,99.28,0,250,31,68.89,66.57,15,110,-1,775,100,15,10,0,410,105,9809,42671.2,422.64,588.46,634.0
B3-NOMF,42,1500,45,44,97.78,99.33,100.0,0,250,33,73.33,70.27,1,112,-1,450,125,6,2,0,227,168,8557,47796.0,893.48,1812.29,1340.3
B3-NOMF,43,703,45,45,100.0,96.97,100.0,1,250,35,77.78,72.58,20,108,703,450,125,2,2,0,42,27,3683,33720.9,327.43,662.92,230.2
B3-NOMF,44,684,45,45,100.0,93.31,99.77,1,250,35,77.78,70.94,12,166,684,500,125,6,6,0,519,179,4675,32088.0,249.28,453.02,170.5
B3-NOMF,45,1338,45,45,100.0,98.99,100.0,1,250,31,68.89,66.65,6,96,1338,500,100,7,3,0,35,16,8847,44426.5,687.94,1317.39,920.5
B3-NOMF,46,748,45,45,100.0,95.23,99.86,1,250,36,80.0,72.03,1,115,748,525,100,5,5,0,145,24,4037,33241.6,368.59,806.44,275.7
B3-NOMF,47,810,45,45,100.0,93.19,100.0,1,250,37,82.22,64.35,1,131,810,675,125,6,6,0,38,34,5460,33323.8,332.17,566.57,269.1
B3-NOMF,48,1500,45,44,97.78,99.17,100.0,0,250,33,73.33,66.9,1,135,-1,550,125,10,5,1,131,77,7191,48622.9,654.29,1131.43,981.5
B3-NOMF,49,1500,45,42,93.33,97.39,98.9,0,250,37,82.22,67.9,10,116,-1,625,125,13,9,0,68,67,7262,43443.0,618.14,1264.7,927.3
B3-NOMF,50,984,45,45,100.0,99.06,99.45,1,250,34,75.56,69.23,1,91,984,475,75,6,5,0,219,60,6522,44418.9,335.05,629.31,329.7
A6-NOSWEEP,31,640,45,45,100.0,97.7,97.75,1,250,38,84.44,76.32,7,114,640,425,150,1,1,0,222,215,3506,32723.1,294.99,724.64,188.8
A6-NOSWEEP,32,874,45,45,100.0,98.79,99.76,1,250,37,82.22,71.79,1,119,874,475,125,6,5,0,2,2,6138,37463.8,357.4,756.9,312.4
A6-NOSWEEP,33,1500,45,44,97.78,98.78,100.0,0,250,37,82.22,68.2,15,97,-1,475,75,11,7,0,508,157,6634,40821.1,629.74,1055.57,944.7
A6-NOSWEEP,34,1500,45,44,97.78,96.32,100.0,0,250,36,80.0,69.75,1,96,-1,550,75,1,1,0,159,75,5611,43652.2,1120.3,2103.12,1680.5
A6-NOSWEEP,35,1500,45,44,97.78,94.99,100.0,0,250,37,82.22,66.13,1,109,-1,700,75,7,6,0,300,92,8308,45912.7,676.16,1156.34,1014.3
A6-NOSWEEP,36,657,45,45,100.0,96.53,99.88,1,250,34,75.56,69.68,1,170,657,475,150,6,6,0,158,22,2647,27313.2,256.21,477.32,168.4
A6-NOSWEEP,37,704,45,45,100.0,96.93,99.75,1,250,34,75.56,68.94,1,143,704,475,125,6,6,0,29,17,5035,34366.1,215.63,384.17,151.8
A6-NOSWEEP,38,579,45,45,100.0,96.28,99.68,1,250,37,82.22,75.58,1,82,579,450,100,2,2,0,65,16,3635,28496.0,201.85,347.17,116.9
A6-NOSWEEP,39,1500,45,44,97.78,99.17,100.0,0,250,32,71.11,72.44,3,90,-1,525,100,8,5,0,186,69,7278,48095.3,720.83,1390.59,1081.3
A6-NOSWEEP,40,1500,45,44,97.78,96.75,99.6,0,250,32,71.11,65.66,1,139,-1,725,100,12,9,0,66,31,8146,42348.3,446.82,913.3,670.3
A6-NOSWEEP,41,1500,45,43,95.56,95.67,99.82,0,250,28,62.22,65.45,15,123,-1,800,100,14,7,0,453,83,10663,41775.3,437.83,694.24,656.8
A6-NOSWEEP,42,902,45,45,100.0,98.89,100.0,1,250,39,86.67,70.97,1,108,902,450,125,0,0,0,234,168,6645,40413.1,493.45,1284.76,445.1
A6-NOSWEEP,43,1500,45,44,97.78,98.42,100.0,0,250,37,82.22,74.16,20,118,-1,475,125,8,6,0,107,60,5587,42824.8,920.48,1646.42,1380.8
A6-NOSWEEP,44,1500,45,44,97.78,98.19,100.0,0,250,34,75.56,69.27,12,150,-1,500,125,9,8,0,520,179,8911,42132.5,730.53,1259.95,1095.9
A6-NOSWEEP,45,1214,45,45,100.0,97.69,99.53,1,250,37,82.22,67.33,6,108,1214,600,100,5,4,1,201,101,8493,41147.5,568.57,1180.01,690.3
A6-NOSWEEP,46,800,45,45,100.0,96.71,99.44,1,250,33,73.33,74.27,1,128,800,425,100,3,3,0,147,24,4189,34942.9,493.16,1244.06,394.6
A6-NOSWEEP,47,1500,45,44,97.78,95.26,99.18,0,250,34,75.56,63.85,1,131,-1,850,125,16,14,0,52,34,8724,41185.0,526.76,809.35,790.2
A6-NOSWEEP,48,790,45,45,100.0,94.36,92.83,1,250,36,80.0,67.57,1,140,790,575,125,6,6,0,80,77,3735,32472.4,268.26,513.38,212.0
A6-NOSWEEP,49,1500,45,43,95.56,97.28,100.0,0,250,36,80.0,68.69,10,116,-1,575,125,12,9,1,444,359,8071,41866.2,656.91,1269.92,985.4
A6-NOSWEEP,50,872,45,45,100.0,98.52,99.17,1,250,34,75.56,71.55,1,91,872,425,75,6,6,0,183,60,5844,38056.6,332.02,663.48,289.6
B5-NOTRAV,31,1500,45,44,97.78,99.5,100.0,0,250,41,91.11,78.69,12,92,-1,375,150,9,3,1,325,177,8073,49924.5,937.74,1822.46,1406.7
B5-NOTRAV,32,1108,45,45,100.0,99.16,99.92,1,250,36,80.0,67.08,1,129,1108,450,150,3,3,0,163,64,8628,42035.9,536.08,1004.5,594.0
B5-NOTRAV,33,1395,45,45,100.0,99.1,100.0,1,250,36,80.0,69.99,15,125,1395,575,100,13,7,0,209,54,6247,44147.0,536.44,1063.83,748.4
B5-NOTRAV,34,882,45,45,100.0,95.19,100.0,1,250,37,82.22,71.4,1,98,882,475,100,0,0,0,173,105,6234,34705.1,698.72,1527.92,616.3
B5-NOTRAV,35,1500,45,43,95.56,96.45,99.82,0,250,29,64.44,63.4,1,117,-1,700,125,9,4,0,37,12,9903,51621.3,631.49,1051.66,947.3
B5-NOTRAV,36,722,45,45,100.0,98.56,97.05,1,250,32,71.11,71.58,1,144,722,450,150,4,4,0,206,42,2905,30370.8,356.16,703.81,257.2
B5-NOTRAV,37,1100,45,45,100.0,98.58,99.58,1,250,29,64.44,68.34,1,149,1100,475,150,10,10,0,14,8,7732,37952.3,481.88,981.56,530.1
B5-NOTRAV,38,473,45,45,100.0,93.11,99.24,1,250,36,80.0,72.48,1,100,473,425,125,1,1,0,351,84,2986,23118.7,183.04,300.12,86.6
B5-NOTRAV,39,1500,45,44,97.78,98.97,99.8,0,250,31,68.89,72.73,3,175,-1,550,225,13,9,0,313,218,7200,47643.5,617.16,1358.22,925.8
B5-NOTRAV,40,1500,45,44,97.78,97.67,99.6,0,250,28,62.22,68.38,1,121,-1,675,150,9,8,0,55,39,8617,39936.2,714.95,1386.24,1072.5
B5-NOTRAV,41,1500,45,44,97.78,95.0,99.91,0,250,31,68.89,62.48,16,174,-1,750,100,12,4,0,548,128,11289,46943.0,557.29,917.75,836.0
B5-NOTRAV,42,1500,45,44,97.78,99.37,99.19,0,250,35,77.78,66.94,1,132,-1,550,150,8,2,0,154,60,11272,53895.5,716.59,1460.74,1074.9
B5-NOTRAV,43,1500,45,44,97.78,98.56,100.0,0,250,30,66.67,76.6,27,153,-1,400,150,7,6,0,220,71,5760,41607.5,1124.78,1912.88,1687.2
B5-NOTRAV,44,564,45,45,100.0,93.25,96.49,1,250,38,84.44,71.93,23,90,564,500,75,3,3,0,567,178,4163,29590.6,219.13,328.31,123.6
B5-NOTRAV,45,1028,45,45,100.0,98.29,99.72,1,250,34,75.56,67.06,8,104,1028,600,125,1,1,0,78,28,7834,42069.1,437.91,945.38,450.2
B5-NOTRAV,46,766,45,45,100.0,96.41,99.86,1,250,39,86.67,76.93,1,128,766,425,150,3,3,0,188,62,4569,34169.6,455.21,1116.13,348.7
B5-NOTRAV,47,819,45,45,100.0,91.16,100.0,1,250,34,75.56,63.52,1,102,819,725,100,8,8,0,107,45,5715,31714.7,332.25,557.02,272.1
B5-NOTRAV,48,1500,45,44,97.78,98.15,100.0,0,250,31,68.89,71.86,1,141,-1,600,225,10,7,1,190,78,7811,43596.9,648.46,1113.9,972.7
B5-NOTRAV,49,1500,45,43,95.56,97.64,100.0,0,250,33,73.33,71.74,10,146,-1,475,125,11,6,0,477,58,9326,41873.6,937.69,1608.33,1406.6
B5-NOTRAV,50,1500,45,43,95.56,99.76,96.15,0,250,39,86.67,68.86,1,94,-1,500,100,15,5,0,79,63,11115,57850.9,488.83,1129.15,733.3
B6-NOSUB,31,1500,45,44,97.78,99.22,100.0,0,250,40,88.89,79.77,7,98,-1,350,175,7,4,0,17,15,5729,47909.7,1096.72,1990.27,1645.1
B6-NOSUB,32,554,45,45,100.0,96.6,99.61,1,250,39,86.67,70.67,1,112,554,425,125,5,5,0,105,63,4165,27018.4,254.01,438.35,140.7
B6-NOSUB,33,869,45,45,100.0,97.78,99.48,1,250,40,88.89,70.09,17,78,869,450,75,6,6,0,250,102,4427,34446.5,424.28,850.04,368.7
B6-NOSUB,34,1500,45,44,97.78,97.2,99.0,0,250,38,84.44,72.88,1,112,-1,450,100,7,3,0,33,11,8259,48058.8,934.92,1696.93,1402.4
B6-NOSUB,35,1500,45,44,97.78,99.15,99.82,0,250,40,88.89,68.77,1,145,-1,600,150,10,8,0,181,114,8157,43789.1,675.13,1110.66,1012.7
B6-NOSUB,36,840,45,45,100.0,98.38,99.76,1,250,27,60.0,70.16,1,178,840,500,300,10,10,0,149,22,3008,29289.1,340.19,717.1,285.8
B6-NOSUB,37,1439,45,45,100.0,98.15,99.58,1,250,38,84.44,73.33,1,127,1439,450,125,9,8,0,65,13,9223,46439.7,785.96,1492.14,1131.0
B6-NOSUB,38,599,45,45,100.0,96.8,99.57,1,250,37,82.22,75.54,1,82,599,450,100,3,3,0,65,16,3909,28583.8,215.17,412.42,128.9
B6-NOSUB,39,1500,45,44,97.78,98.85,100.0,0,250,30,66.67,71.27,3,115,-1,600,100,9,6,0,75,38,7314,47712.5,766.58,1460.64,1149.9
B6-NOSUB,40,1500,45,42,93.33,96.78,99.05,0,250,33,73.33,74.14,1,161,-1,450,175,5,4,0,2,2,7877,38042.2,892.56,1613.75,1338.9
B6-NOSUB,41,1500,45,43,95.56,96.43,100.0,0,250,34,75.56,66.68,16,118,-1,725,125,6,4,0,42,22,11022,43590.0,685.96,1121.46,1029.0
B6-NOSUB,42,1500,45,44,97.78,98.77,99.63,0,250,37,82.22,65.44,1,89,-1,475,100,5,1,0,632,179,6818,46861.0,1048.92,2025.75,1573.4
B6-NOSUB,43,1500,45,44,97.78,98.47,100.0,0,250,38,84.44,74.81,20,118,-1,400,125,10,6,0,44,27,7062,43137.8,971.49,1749.38,1457.3
B6-NOSUB,44,755,45,45,100.0,94.08,99.77,1,250,30,66.67,73.02,5,120,755,500,100,7,7,2,246,111,4506,34178.5,256.82,394.36,193.9
B6-NOSUB,45,1061,45,45,100.0,98.2,99.81,1,250,33,73.33,67.41,6,94,1061,550,100,3,3,0,95,77,8348,37143.5,450.36,1108.52,477.9
B6-NOSUB,46,647,45,45,100.0,94.94,99.16,1,250,35,77.78,76.5,1,97,647,450,100,6,6,0,119,19,3077,30569.0,263.57,436.6,170.5
B6-NOSUB,47,507,45,45,100.0,87.36,98.77,1,250,31,68.89,64.97,1,218,507,-1,200,2,2,0,135,59,3562,21977.8,240.12,351.69,121.8
B6-NOSUB,48,739,45,45,100.0,96.36,98.7,1,250,34,75.56,70.27,1,124,739,525,125,3,3,0,283,120,3695,30827.5,330.84,661.4,244.5
B6-NOSUB,49,1500,45,43,95.56,97.69,100.0,0,250,35,77.78,75.41,27,95,-1,450,100,10,9,0,6,1,7218,42860.2,791.44,1461.44,1187.2
B6-NOSUB,50,1356,45,45,100.0,99.81,97.43,1,250,28,62.22,71.33,1,118,1356,500,125,13,7,0,16,14,8259,52060.0,520.33,986.31,705.6
B7-NOGAME,31,1500,45,44,97.78,99.09,100.0,0,250,35,77.78,74.66,12,111,-1,475,75,7,2,0,96,57,8528,52896.9,999.79,2203.92,1499.7
B7-NOGAME,32,669,45,45,100.0,97.11,99.53,1,250,38,84.44,69.45,1,94,669,500,75,2,2,0,0,0,5118,31329.6,239.67,434.32,160.4
B7-NOGAME,33,1149,45,45,100.0,98.61,100.0,1,250,35,77.78,71.5,15,81,1149,475,75,5,4,0,79,13,5754,43299.7,511.03,1272.86,587.2
B7-NOGAME,34,1500,45,44,97.78,96.23,100.0,0,250,37,82.22,68.3,1,77,-1,450,75,3,0,0,1,1,8914,47193.5,1262.97,2348.89,1894.5
B7-NOGAME,35,965,45,45,100.0,98.78,100.0,1,250,34,75.56,68.04,1,90,965,550,100,3,3,0,263,58,7048,42497.8,446.53,889.49,430.9
B7-NOGAME,36,557,45,45,100.0,94.76,98.94,1,250,39,86.67,70.28,1,76,557,450,75,6,6,0,91,15,2088,26211.0,219.35,360.31,122.2
B7-NOGAME,37,767,45,45,100.0,97.04,100.0,1,250,38,84.44,70.21,1,102,767,525,100,1,1,0,4,2,6013,40730.4,291.38,662.99,223.5
B7-NOGAME,38,787,45,45,100.0,98.72,99.89,1,250,39,86.67,76.15,1,94,787,425,75,2,2,2,488,66,4305,37158.3,393.79,962.14,309.9
B7-NOGAME,39,1500,45,44,97.78,98.93,100.0,0,250,40,88.89,69.73,3,91,-1,525,100,10,3,0,3,1,8620,51622.1,841.14,1830.18,1261.8
B7-NOGAME,40,1500,45,43,95.56,96.89,100.0,0,250,36,80.0,69.12,1,117,-1,650,75,5,1,0,44,17,9621,49031.9,832.28,1737.82,1248.5
B7-NOGAME,41,1500,45,43,95.56,96.48,100.0,0,250,31,68.89,63.02,3,185,-1,600,125,11,3,0,240,237,11185,45615.3,774.41,1422.93,1161.7
B7-NOGAME,42,632,45,45,100.0,92.84,99.19,1,250,39,86.67,64.37,1,105,632,600,100,0,0,0,24,20,5691,32461.6,187.08,316.61,118.3
B7-NOGAME,43,798,45,45,100.0,98.17,99.77,1,250,33,73.33,74.95,17,128,798,425,100,3,3,0,1,1,3295,35923.9,370.34,921.01,295.6
B7-NOGAME,44,1500,45,44,97.78,97.41,100.0,0,250,33,73.33,65.68,17,86,-1,550,75,7,3,1,548,271,8899,48136.0,828.82,1435.51,1243.3
B7-NOGAME,45,542,45,45,100.0,90.37,99.44,1,250,35,77.78,67.12,5,100,542,-1,100,1,1,1,23,15,3912,27378.7,215.01,373.11,116.6
B7-NOGAME,46,1500,45,44,97.78,98.4,100.0,0,250,40,88.89,70.35,1,76,-1,575,75,15,3,0,301,81,9936,52842.4,645.24,1225.98,967.9
B7-NOGAME,47,747,45,45,100.0,92.19,100.0,1,250,35,77.78,65.92,1,82,747,600,75,2,2,0,0,0,4926,28514.9,390.81,734.65,292.0
B7-NOGAME,48,1500,45,44,97.78,99.03,100.0,0,250,35,77.78,67.59,1,119,-1,600,100,10,4,0,10,5,7900,51115.0,648.85,1287.61,973.3
B7-NOGAME,49,1500,45,43,95.56,97.6,100.0,0,250,37,82.22,70.78,19,90,-1,625,75,14,2,1,2189,201,9506,54740.0,695.49,1355.88,1043.3
B7-NOGAME,50,561,45,45,100.0,92.34,99.08,1,250,33,73.33,67.53,1,104,561,500,100,1,1,0,13,10,4738,29365.3,172.56,332.04,96.8
X-NEITHER,31,1500,45,44,97.78,99.09,100.0,0,250,41,91.11,80.36,7,109,-1,350,75,2,2,0,0,0,7022,41388.4,1402.58,2334.88,2103.9
X-NEITHER,32,549,45,45,100.0,95.3,98.51,1,250,26,57.78,71.63,1,207,549,450,250,5,5,0,1,1,4340,22199.0,205.35,333.65,112.8
X-NEITHER,33,888,45,45,100.0,98.63,100.0,1,250,36,80.0,72.32,10,164,888,425,125,3,3,0,83,13,5010,36809.1,465.11,1074.53,413.0
X-NEITHER,34,1267,45,45,100.0,97.76,100.0,1,250,33,73.33,73.01,1,121,1267,450,250,0,0,0,0,0,7814,38082.6,1239.55,2307.24,1570.6
X-NEITHER,35,818,45,45,100.0,97.21,99.73,1,250,27,60.0,70.75,1,220,818,500,250,3,3,0,1410,162,6635,34608.2,363.79,756.08,297.6
X-NEITHER,36,603,45,45,100.0,97.15,100.0,1,250,33,73.33,73.47,1,106,603,375,100,6,6,0,90,15,2324,23430.0,433.91,895.08,261.7
X-NEITHER,37,517,45,45,100.0,93.91,84.49,1,250,34,75.56,72.77,1,147,517,450,275,6,6,0,0,0,4337,22471.2,297.49,481.42,153.8
X-NEITHER,38,399,45,45,100.0,95.98,99.03,1,250,37,82.22,80.14,1,154,399,325,100,1,1,0,142,35,2455,20154.8,209.05,305.62,83.4
X-NEITHER,39,1500,45,44,97.78,98.87,100.0,0,250,28,62.22,74.3,3,147,-1,425,225,6,5,0,2,1,7728,40223.5,1017.71,1933.67,1526.6
X-NEITHER,40,637,45,45,100.0,96.0,96.58,1,250,30,66.67,68.58,1,139,637,425,200,7,7,0,1,1,5242,22611.1,233.03,446.76,148.5
X-NEITHER,41,1500,45,43,95.56,96.59,100.0,0,250,19,42.22,61.4,17,320,-1,600,375,4,2,0,2,1,10783,40656.8,1046.34,1818.92,1569.6
X-NEITHER,42,1500,45,44,97.78,98.83,100.0,0,250,29,64.44,70.75,1,138,-1,425,175,3,1,0,31,14,11530,42051.6,1147.65,2074.6,1721.5
X-NEITHER,43,1500,45,44,97.78,98.44,100.0,0,250,28,62.22,75.6,55,217,-1,400,250,2,2,0,1,1,6325,41745.1,1253.19,2087.68,1879.8
X-NEITHER,44,1500,45,44,97.78,97.24,100.0,0,250,36,80.0,72.22,11,158,-1,400,175,10,7,2,1183,318,8838,38800.2,855.25,1361.15,1282.9
X-NEITHER,45,640,45,45,100.0,97.95,94.86,1,250,30,66.67,71.3,5,156,640,425,325,3,3,0,3,1,4974,26477.3,359.79,631.48,230.3
X-NEITHER,46,1500,45,44,97.78,97.78,100.0,0,250,35,77.78,71.96,1,145,-1,450,175,8,7,0,68,1,6693,35924.8,1142.36,1896.48,1713.6
X-NEITHER,47,1500,45,44,97.78,98.05,100.0,0,250,32,71.11,64.77,1,168,-1,575,225,18,15,0,101,99,9228,35983.1,641.31,1159.31,962.0
X-NEITHER,48,1500,45,44,97.78,99.34,100.0,0,250,29,64.44,68.63,1,163,-1,525,300,8,5,3,1843,428,8093,42840.6,805.08,1434.56,1207.7
X-NEITHER,49,1500,45,43,95.56,97.62,100.0,0,250,34,75.56,75.19,19,188,-1,400,200,5,4,1,348,144,8370,39632.0,1178.32,2021.57,1767.5
X-NEITHER,50,638,45,45,100.0,99.06,100.0,1,250,34,75.56,77.29,1,151,638,375,175,3,3,0,1,1,5617,28801.6,241.74,433.46,154.3
