variant,seed,steps_ran,survivors,found,found_pct,cov_pct,stair_pct,completed,deadline,found_deadline,found_deadline_pct,cov_deadline,t_first_found,t_half_found,t_all_found,t_cov90,t_stair50,deaths,hazard_deaths,stranded_end,blackout_total,blackout_max,relay_duty_ticks,battery_used,step_mean_ms,step_p90_ms,wall_s
B1-NOCONG,46,1500,45,44,97.78,97.73,97.91,0,250,36,80.0,74.05,1,124,-1,425,125,19,13,0,184,32,4399,43221.6,793.81,1252.57,1190.8
B1-NOCONG,47,624,45,45,100.0,91.56,98.57,1,250,30,66.67,68.7,1,132,624,600,100,7,7,0,31,30,3381,34895.8,291.99,443.42,182.2
B1-NOCONG,48,1500,45,44,97.78,99.33,100.0,0,250,30,66.67,71.76,1,138,-1,500,250,21,8,2,1675,661,5339,52189.5,600.26,967.27,900.4
B1-NOCONG,49,1500,45,43,95.56,97.77,100.0,0,250,36,80.0,78.15,34,116,-1,375,100,12,4,0,17,12,4721,48264.1,1064.13,1734.78,1596.2
B1-NOCONG,50,529,45,45,100.0,97.23,99.72,1,250,36,80.0,76.33,1,115,529,400,75,6,6,0,140,35,3059,37020.8,180.31,303.27,95.4
B2-NOCAP,31,1500,45,44,97.78,98.97,100.0,0,250,37,82.22,76.0,7,99,-1,425,125,8,5,0,314,220,6887,48073.1,1006.9,1850.07,1510.4
B2-NOCAP,32,450,45,45,100.0,91.52,99.69,1,250,38,84.44,70.98,1,108,450,450,125,3,3,0,2,1,3618,22162.8,197.05,311.0,88.7
B2-NOCAP,33,1005,45,45,100.0,97.76,100.0,1,250,36,80.0,67.86,15,97,1005,525,75,12,10,0,489,92,5996,38906.3,235.02,430.55,236.2
B2-NOCAP,34,871,45,45,100.0,94.28,99.73,1,250,34,75.56,70.95,1,92,871,625,75,2,2,0,80,27,5950,38082.1,422.43,997.23,368.0
B2-NOCAP,35,1326,45,45,100.0,97.72,99.64,1,250,34,75.56,63.28,1,135,1326,625,100,7,6,0,74,28,7853,42221.1,621.76,1094.29,824.5
B2-NOCAP,36,894,45,45,100.0,97.32,99.53,1,250,28,62.22,69.68,1,138,894,600,150,7,7,0,159,22,3566,33496.9,347.45,748.77,310.6
B2-NOCAP,37,821,45,45,100.0,98.17,99.07,1,250,34,75.56,72.08,1,157,821,400,125,3,3,0,94,58,6050,36332.8,466.5,1131.88,383.0
B2-NOCAP,38,760,45,45,100.0,99.0,98.81,1,250,40,88.89,75.1,1,82,760,425,100,2,2,0,114,32,5099,36108.3,356.63,826.73,271.1
B2-NOCAP,39,1500,45,44,97.78,98.91,100.0,0,250,34,75.56,73.8,3,89,-1,475,100,8,4,0,595,249,8658,47878.2,798.74,1409.76,1198.2
B2-NOCAP,40,1500,45,43,95.56,94.31,99.52,0,250,31,68.89,62.11,1,124,-1,775,100,12,9,0,79,31,7017,38592.8,493.47,919.96,740.3
B2-NOCAP,41,1500,45,44,97.78,95.18,99.91,0,250,30,66.67,65.55,15,125,-1,650,100,7,5,0,9,5,10867,41471.8,676.39,1022.52,1014.6
B2-NOCAP,42,1500,45,44,97.78,98.93,100.0,0,250,34,75.56,69.76,1,112,-1,475,150,8,2,0,236,178,9202,46284.2,859.09,1663.75,1288.7
B2-NOCAP,43,1500,45,44,97.78,98.53,99.88,0,250,36,80.0,75.0,20,114,-1,425,125,8,8,1,901,467,7472,45242.2,1010.57,1917.88,1515.9
B2-NOCAP,44,614,45,45,100.0,94.06,99.32,1,250,34,75.56,69.31,12,166,614,475,125,3,3,0,565,179,4509,31467.1,244.28,427.37,150.0
B2-NOCAP,45,1288,45,45,100.0,98.54,99.44,1,250,35,77.78,66.08,6,94,1288,575,100,6,5,0,18,16,8221,41309.3,598.1,1285.62,770.4
B2-NOCAP,46,868,45,45,100.0,97.8,99.02,1,250,33,73.33,77.86,1,129,868,400,100,2,2,0,165,24,4526,35366.9,720.38,1580.97,625.3
B2-NOCAP,47,1500,45,44,97.78,94.69,99.9,0,250,26,57.78,64.27,1,127,-1,925,100,16,12,0,162,34,9302,44294.3,358.1,549.91,537.2
B2-NOCAP,48,907,45,45,100.0,96.7,100.0,1,250,33,73.33,69.32,1,164,907,600,175,7,7,0,114,77,5444,32795.6,393.62,703.76,357.0
B2-NOCAP,49,1500,45,43,95.56,97.77,99.84,0,250,32,71.11,68.49,10,127,-1,550,125,7,5,0,46,29,7000,40940.2,944.45,1799.89,1416.7
B2-NOCAP,50,748,45,45,100.0,97.89,99.82,1,250,37,82.22,69.58,1,99,748,500,75,6,6,0,97,75,5257,37739.1,247.06,494.83,184.8
B3-NOMF,31,1500,45,44,97.78,98.86,99.89,0,250,40,88.89,78.47,7,89,-1,400,125,5,3,2,1766,298,7583,49451.6,968.13,1981.33,1452.2
