variant,seed,steps_ran,survivors,found,found_pct,cov_pct,stair_pct,completed,deadline,found_deadline,found_deadline_pct,cov_deadline,t_first_found,t_half_found,t_all_found,t_cov90,t_stair50,deaths,hazard_deaths,stranded_end,blackout_total,blackout_max,relay_duty_ticks,battery_used,step_mean_ms,step_p90_ms,wall_s
A1-NOCLUS,15,1500,45,44,97.78,98.77,98.91,0,250,34,75.56,63.21,1,105,-1,625,75,11,4,0,239,101,8162,46945.0,593.55,1221.04,890.4
A1-NOCLUS,16,1395,45,45,100.0,99.42,98.93,1,250,29,64.44,65.44,10,152,1395,600,125,13,11,0,326,108,9356,40990.1,501.01,966.32,699.0
A1-NOCLUS,17,634,45,45,100.0,93.44,99.84,1,250,35,77.78,69.65,9,120,634,525,125,9,9,1,183,70,3971,28288.9,181.08,312.9,114.8
A1-NOCLUS,18,1500,45,41,91.11,98.89,83.45,0,250,29,64.44,65.82,1,130,-1,525,75,10,5,0,214,45,10046,46460.6,794.22,1581.11,1191.4
A1-NOCLUS,19,1500,45,44,97.78,98.05,99.67,0,250,36,80.0,71.64,4,119,-1,450,100,6,6,0,23,12,5412,38627.5,1038.48,1878.19,1557.8
A1-NOCLUS,20,1500,45,44,97.78,98.52,99.68,0,250,36,80.0,72.63,22,91,-1,450,75,11,10,1,731,400,7063,41103.1,792.39,1411.1,1188.6
A1-NOCLUS,21,1110,45,45,100.0,98.97,99.88,1,250,37,82.22,72.09,1,140,1110,525,75,7,5,0,102,19,7074,41719.0,542.49,1146.18,602.2
A1-NOCLUS,22,493,45,45,100.0,95.56,98.25,1,250,28,62.22,76.84,9,153,493,400,125,3,3,0,156,139,2740,25198.9,195.82,330.48,96.6
A1-NOCLUS,23,709,45,45,100.0,97.47,98.09,1,250,32,71.11,71.17,1,94,709,450,125,6,6,0,323,52,5243,36744.0,307.49,656.67,218.0
A1-NOCLUS,24,671,45,45,100.0,95.12,99.41,1,250,39,86.67,68.99,1,63,671,500,75,9,9,0,233,97,4369,30742.6,270.48,492.7,181.5
A1-NOCLUS,25,681,45,45,100.0,94.79,99.8,1,250,39,86.67,73.41,3,65,681,450,75,4,4,0,91,38,5073,30621.9,381.97,808.3,260.1
A1-NOCLUS,26,719,45,45,100.0,95.28,99.73,1,250,35,77.78,68.31,2,64,719,525,75,4,4,0,185,36,5318,35121.2,381.39,737.15,274.2
A1-NOCLUS,27,478,45,45,100.0,89.83,99.52,1,250,38,84.44,67.59,1,70,478,-1,75,2,2,0,127,35,3401,25470.5,199.52,336.74,95.4
A1-NOCLUS,28,530,45,45,100.0,94.48,96.76,1,250,30,66.67,75.8,1,118,530,425,150,1,1,0,66,26,3246,27150.1,300.37,513.69,159.2
A1-NOCLUS,29,1500,45,44,97.78,99.13,99.12,0,250,32,71.11,67.08,1,108,-1,550,100,11,6,0,574,336,8063,48989.6,726.26,1434.71,1089.4
A1-NOCLUS,30,1500,45,44,97.78,96.02,99.92,0,250,27,60.0,64.73,9,164,-1,600,100,13,7,0,612,551,9251,37676.1,543.24,835.05,814.9
A2-GREEDY,11,549,45,45,100.0,98.47,99.27,1,250,34,75.56,77.91,6,158,549,350,125,5,5,0,12,11,3463,26475.1,234.7,424.03,128.9
A2-GREEDY,12,585,45,45,100.0,92.0,99.64,1,250,33,73.33,73.13,1,156,585,475,150,6,6,0,1,1,4741,27868.7,321.27,551.49,188.0
A2-GREEDY,13,495,45,45,100.0,92.45,100.0,1,250,35,77.78,75.67,1,163,495,450,250,6,6,0,4,3,2738,20951.3,235.09,353.03,116.4
A2-GREEDY,14,606,45,45,100.0,98.93,98.88,1,250,32,71.11,77.92,18,129,606,350,150,4,4,0,8,7,3686,29637.9,323.16,742.69,195.9
A2-GREEDY,15,796,45,45,100.0,98.05,99.84,1,250,32,71.11,68.29,1,143,796,475,150,2,2,0,3,1,5126,34816.8,417.59,856.88,332.4
A2-GREEDY,16,1500,45,44,97.78,98.9,100.0,0,250,27,60.0,69.84,4,178,-1,475,225,16,16,0,361,284,10905,41065.3,477.15,781.04,715.8
A2-GREEDY,17,636,45,45,100.0,94.09,98.72,1,250,35,77.78,78.14,2,127,636,475,150,12,12,0,302,92,4231,26811.1,310.26,510.33,197.3
A2-GREEDY,18,1500,45,41,91.11,98.79,83.25,0,250,33,73.33,72.57,1,117,-1,500,175,7,5,0,200,50,10332,40473.4,847.02,1495.5,1270.6
A2-GREEDY,19,743,45,45,100.0,95.52,99.89,1,250,39,86.67,77.94,4,119,743,425,100,7,7,0,89,81,5140,28722.7,382.23,671.06,284.0
A2-GREEDY,20,493,45,45,100.0,95.01,99.47,1,250,35,77.78,75.05,2,142,493,400,125,8,8,0,182,149,3323,20567.5,290.96,539.16,143.5
A2-GREEDY,21,752,45,45,100.0,98.78,100.0,1,250,34,75.56,74.53,1,153,752,400,150,6,6,0,136,38,5052,29446.4,426.23,1112.21,320.5
A2-GREEDY,22,733,45,45,100.0,99.31,100.0,1,250,28,62.22,80.06,8,122,733,350,300,8,8,0,56,27,3839,29879.1,486.84,723.92,356.9
A2-GREEDY,23,1034,45,45,100.0,98.77,99.09,1,250,35,77.78,76.08,1,138,1034,400,175,12,10,0,387,134,8172,37320.2,591.19,1077.76,611.3
A2-GREEDY,24,814,45,45,100.0,97.15,99.41,1,250,32,71.11,71.85,1,71,814,500,100,11,11,0,331,63,5569,30282.8,364.33,623.69,296.6
A2-GREEDY,25,682,45,45,100.0,95.16,100.0,1,250,40,88.89,75.69,3,81,682,450,100,6,6,0,111,110,4871,30489.7,358.67,616.49,244.6
A2-GREEDY,26,527,45,45,100.0,94.41,98.9,1,250,38,84.44,73.13,2,83,527,400,100,6,6,1,147,27,4340,23804.9,354.46,746.12,186.8
A2-GREEDY,27,423,45,45,100.0,89.98,99.45,1,250,40,88.89,76.11,1,112,423,-1,125,3,3,0,95,23,3084,21111.2,233.76,360.38,98.9
A2-GREEDY,28,537,45,45,100.0,96.73,97.5,1,250,27,60.0,73.35,1,103,537,450,325,3,3,0,5,3,2568,24442.2,370.43,627.02,198.9
A2-GREEDY,29,1500,45,44,97.78,99.14,99.74,0,250,29,64.44,71.09,1,129,-1,400,275,9,7,0,9,5,7738,40808.0,951.08,1849.08,1426.7
A2-GREEDY,30,1493,45,45,100.0,97.01,99.21,1,250,33,73.33,65.75,9,174,1493,600,175,9,8,1,1286,380,10422,35932.2,551.73,862.02,823.8
A3-NODIV,11,709,45,45,100.0,99.03,100.0,1,250,41,91.11,75.07,14,82,709,400,75,7,7,0,154,153,4157,33902.2,221.22,402.74,156.9
A3-NODIV,12,430,45,45,100.0,84.26,98.29,1,250,36,80.0,66.47,1,81,430,-1,75,4,4,0,0,0,3340,22026.9,184.18,305.25,79.2
A3-NODIV,13,551,45,45,100.0,93.38,97.92,1,250,30,66.67,71.59,1,162,551,500,275,6,6,0,38,26,2819,23200.0,225.57,340.2,124.3
A3-NODIV,14,847,45,45,100.0,99.45,99.66,1,250,32,71.11,74.97,12,122,847,425,125,3,3,0,107,36,5223,41549.7,386.48,1038.76,327.4
A3-NODIV,15,1500,45,44,97.78,98.85,100.0,0,250,32,71.11,65.47,1,149,-1,600,125,10,5,0,115,92,7414,44429.8,647.41,1567.93,971.2
A3-NODIV,16,1500,45,44,97.78,99.09,99.84,0,250,35,77.78,66.62,12,189,-1,550,150,14,10,0,158,86,10108,46876.3,462.82,750.2,694.3
A3-NODIV,17,558,45,45,100.0,87.25,100.0,1,250,38,84.44,70.2,9,138,558,-1,150,8,8,0,536,364,3708,26762.9,147.65,252.07,82.4
A3-NODIV,18,1457,45,45,100.0,98.49,99.28,1,250,28,62.22,67.5,1,131,1457,600,150,11,7,1,246,106,10960,48689.9,648.34,1264.67,944.7
A3-NODIV,19,1500,45,44,97.78,97.95,99.89,0,250,34,75.56,72.58,15,181,-1,575,150,9,6,0,270,90,8441,41897.2,769.74,1596.06,1154.7
A3-NODIV,20,622,45,45,100.0,91.16,98.84,1,250,37,82.22,64.99,20,145,622,-1,100,9,9,0,0,0,3332,25908.2,188.8,317.33,117.5
A3-NODIV,21,985,45,45,100.0,97.0,99.88,1,250,32,71.11,68.65,1,152,985,550,100,13,12,0,97,19,6729,39726.0,302.96,580.62,298.5
A3-NODIV,22,628,45,45,100.0,98.0,99.87,1,250,20,44.44,77.05,9,277,628,425,275,5,5,0,58,55,3354,29285.9,319.53,621.37,200.7
A3-NODIV,23,1263,45,45,100.0,99.4,98.54,1,250,36,80.0,72.74,1,118,1263,500,275,12,10,0,32,14,9424,41429.0,482.09,1067.27,608.9
A3-NODIV,24,1048,45,45,100.0,95.11,99.29,1,250,35,77.78,65.68,1,77,1048,650,75,15,11,0,126,36,6897,42820.7,218.67,383.06,229.2
A3-NODIV,25,534,45,45,100.0,86.95,96.42,1,250,38,84.44,67.68,3,77,534,-1,150,5,5,0,138,67,4316,24675.3,196.31,311.67,104.9
A3-NODIV,26,658,45,45,100.0,92.36,99.18,1,250,35,77.78,66.98,2,113,658,600,100,1,1,0,285,122,5087,34552.0,242.98,487.48,159.9
A3-NODIV,27,602,45,45,100.0,93.9,98.65,1,250,36,80.0,71.95,1,98,602,500,125,3,3,0,97,23,4283,31460.4,250.86,412.08,151.0
A3-NODIV,28,951,45,45,100.0,97.79,100.0,1,250,29,64.44,74.33,1,147,951,450,325,4,4,0,102,34,4443,34976.1,633.26,1283.72,602.3
A3-NODIV,29,1500,45,43,95.56,98.92,98.69,0,250,34,75.56,66.8,1,106,-1,675,125,16,8,2,289,84,9957,53518.0,412.58,831.27,618.9
A3-NODIV,30,1500,45,41,91.11,97.1,85.58,0,250,26,57.78,58.64,9,119,-1,650,200,15,7,0,79,38,9034,42413.8,417.51,660.23,626.3
A4-NOL2,11,749,45,45,100.0,98.69,99.03,1,250,33,73.33,71.86,4,93,749,475,100,6,6,0,203,169,4562,33370.8,206.07,451.96,154.4
A4-NOL2,12,842,45,45,100.0,92.94,100.0,1,250,33,73.33,66.87,1,97,842,625,100,7,7,0,12,8,5896,36364.2,347.66,804.09,292.8
A4-NOL2,13,907,45,45,100.0,98.15,100.0,1,250,32,71.11,69.45,1,111,907,525,225,5,5,0,6,2,4577,34508.3,359.85,843.17,326.4
A4-NOL2,14,895,45,45,100.0,98.98,99.55,1,250,33,73.33,72.74,12,114,895,425,100,2,2,1,97,45,5335,41711.0,355.83,865.24,318.5
A4-NOL2,15,1500,45,44,97.78,99.22,99.53,0,250,25,55.56,62.52,1,207,-1,600,225,12,5,0,277,158,7988,47055.7,535.14,1360.2,802.8
A4-NOL2,16,595,45,45,100.0,90.85,99.26,1,250,32,71.11,66.67,10,137,595,575,125,4,4,0,203,61,4645,27086.0,226.13,366.77,134.6
A4-NOL2,17,525,45,45,100.0,91.14,99.68,1,250,42,93.33,68.53,8,118,525,500,150,3,3,0,23,10,3484,26741.0,187.72,311.22,98.6
A4-NOL2,18,1500,45,41,91.11,99.06,83.35,0,250,31,68.89,69.73,1,136,-1,550,225,12,3,0,109,19,10931,49687.6,729.39,1427.7,1094.1
A4-NOL2,19,1500,45,44,97.78,98.16,100.0,0,250,34,75.56,66.96,4,106,-1,550,150,7,5,0,12,7,7531,43210.5,834.55,1630.28,1251.9
A4-NOL2,20,1197,45,45,100.0,98.28,100.0,1,250,32,71.11,66.71,25,94,1197,675,75,16,11,0,67,16,6738,43199.2,333.53,738.12,399.3
A4-NOL2,21,744,45,45,100.0,95.08,98.8,1,250,39,86.67,67.35,1,126,744,575,125,6,6,0,97,19,5529,33581.2,179.09,322.65,133.3
A4-NOL2,22,488,45,45,100.0,91.29,98.92,1,250,33,73.33,75.26,8,181,488,475,175,4,4,0,102,59,2963,22545.9,167.52,275.29,81.8
A4-NOL2,23,936,45,45,100.0,98.77,99.0,1,250,36,80.0,71.08,1,130,936,475,150,4,4,1,533,60,7219,39272.8,502.61,1465.95,470.5
A4-NOL2,24,706,45,45,100.0,92.86,100.0,1,250,37,82.22,62.59,1,83,706,600,100,5,5,0,84,14,4935,32001.4,183.31,318.39,129.4
A4-NOL2,25,618,45,45,100.0,89.23,98.37,1,250,30,66.67,69.89,3,175,618,-1,200,2,2,0,1,1,4989,28995.2,221.71,383.37,137.0
A4-NOL2,26,648,45,45,100.0,93.42,99.18,1,250,37,82.22,67.69,2,126,648,550,125,2,2,0,94,15,5201,34061.4,214.08,415.93,138.7
A4-NOL2,27,482,45,45,100.0,87.38,97.47,1,250,40,88.89,68.38,1,85,482,-1,100,2,2,0,123,31,3467,24171.6,193.37,345.73,93.2
A4-NOL2,28,548,45,45,100.0,95.86,90.13,1,250,29,64.44,76.55,1,143,548,400,125,5,5,0,348,163,2792,28024.5,254.01,491.84,139.2
A4-NOL2,29,1500,45,44,97.78,99.11,99.3,0,250,32,71.11,68.2,1,99,-1,500,175,7,5,0,30,25,9060,46265.1,821.66,1530.5,1232.5
A4-NOL2,30,1368,45,45,100.0,97.06,99.61,1,250,33,73.33,64.52,9,164,1368,675,200,10,7,0,190,115,9336,41551.4,531.45,891.78,727.1
A5-NORESC,11,1500,45,44,97.78,99.84,99.76,0,250,39,86.67,70.47,4,64,-1,425,75,11,3,0,325,186,8187,54858.2,442.86,955.49,664.3
A5-NORESC,12,1283,45,45,100.0,96.06,100.0,1,250,36,80.0,61.12,1,78,1283,600,75,9,8,1,308,148,8387,42490.7,628.1,1244.92,805.9
A5-NORESC,13,622,45,45,100.0,97.14,99.68,1,250,37,82.22,70.39,1,93,622,475,150,7,7,0,3,1,3429,23398.9,290.31,568.23,180.6
A5-NORESC,14,552,45,45,100.0,96.55,99.66,1,250,31,68.89,74.31,12,149,552,400,100,1,1,2,20,9,3677,29337.6,176.88,294.05,97.7
A5-NORESC,15,1500,45,44,97.78,98.78,99.69,0,250,35,77.78,63.98,1,109,-1,725,125,10,5,0,46,19,9204,44459.1,549.31,1355.47,824.0
A5-NORESC,16,791,45,45,100.0,96.6,98.85,1,250,34,75.56,66.84,10,131,791,550,125,8,8,0,247,76,5783,34905.0,246.92,447.87,195.3
A5-NORESC,17,870,45,45,100.0,96.45,99.52,1,250,39,86.67,70.59,9,123,870,525,125,9,9,0,107,43,5454,36307.0,270.07,540.6,235.0
A5-NORESC,18,1500,45,41,91.11,98.68,83.25,0,250,29,64.44,65.87,1,131,-1,550,150,15,7,0,114,19,10424,46298.0,531.94,1059.8,798.0
A5-NORESC,19,1500,45,44,97.78,98.06,99.67,0,250,31,68.89,71.71,4,162,-1,500,125,6,5,0,96,91,7694,41139.6,927.19,1717.78,1390.8
A5-NORESC,20,784,45,45,100.0,94.8,99.79,1,250,34,75.56,67.37,20,133,784,650,100,7,7,0,4,3,4606,32135.1,236.46,409.69,185.4
A5-NORESC,21,687,45,45,100.0,95.18,99.4,1,250,38,84.44,76.32,1,107,687,450,100,5,5,0,108,19,4656,32930.8,261.6,438.84,179.7
A5-NORESC,22,760,45,45,100.0,97.62,99.19,1,250,37,82.22,74.85,9,147,760,450,175,5,5,0,12,8,4341,34303.6,370.05,792.12,281.3
A5-NORESC,23,947,45,45,100.0,98.42,98.45,1,250,40,88.89,71.38,1,88,947,450,100,8,8,0,202,181,7002,36370.7,556.16,1371.96,526.7
A5-NORESC,24,475,45,45,100.0,88.26,99.41,1,250,35,77.78,64.99,1,91,475,-1,100,6,6,0,84,14,3278,22656.3,165.46,259.94,78.6
A5-NORESC,25,911,45,45,100.0,95.74,100.0,1,250,41,91.11,70.51,2,59,911,525,75,4,4,0,325,87,5889,37650.8,461.04,1041.22,420.0
A5-NORESC,26,734,45,45,100.0,94.73,99.91,1,250,35,77.78,65.74,2,86,734,550,100,7,7,2,177,29,5294,34645.7,267.59,505.37,196.4
A5-NORESC,27,664,45,45,100.0,94.32,99.52,1,250,37,82.22,70.02,1,71,664,525,75,1,1,0,123,29,4244,33306.6,278.77,539.39,185.1
A5-NORESC,28,801,45,45,100.0,98.31,99.85,1,250,26,57.78,73.63,1,178,801,425,325,5,5,1,195,102,4682,33361.5,480.31,1103.67,384.8
A5-NORESC,29,1500,45,44,97.78,99.03,99.56,0,250,37,82.22,68.72,1,94,-1,500,125,9,6,0,101,96,8655,47700.3,802.46,1522.59,1203.8
A5-NORESC,30,1500,45,42,93.33,95.23,99.76,0,250,30,66.67,61.09,3,141,-1,875,150,13,6,2,1071,232,9435,43727.8,504.79,770.46,757.2
B1-NOCONG,11,588,45,45,100.0,98.8,99.88,1,250,37,82.22,76.02,4,76,588,375,75,6,6,0,148,145,2761,38099.9,197.6,322.38,116.2
B1-NOCONG,12,533,45,45,100.0,88.96,97.85,1,250,34,75.56,67.86,1,98,533,-1,100,8,8,0,29,18,3551,34683.9,192.08,305.27,102.4
B1-NOCONG,13,594,45,45,100.0,97.46,99.36,1,250,40,88.89,76.43,1,103,594,400,125,7,7,1,447,431,2323,33832.0,279.34,583.48,165.9
B1-NOCONG,14,488,45,45,100.0,94.36,96.07,1,250,34,75.56,77.8,5,120,488,400,100,5,5,0,60,47,2935,36994.5,166.98,280.93,81.5
B1-NOCONG,15,1500,45,44,97.78,98.76,98.99,0,250,36,80.0,72.62,1,118,-1,425,125,12,4,0,4,1,5775,47432.0,802.85,1473.5,1204.3
B1-NOCONG,16,550,45,45,100.0,94.43,97.94,1,250,32,71.11,72.47,10,140,550,475,125,10,10,0,172,79,3155,30990.2,226.2,355.66,124.4
B1-NOCONG,17,654,45,45,100.0,95.73,99.36,1,250,38,84.44,74.64,13,95,654,450,100,13,13,0,153,49,3234,36117.8,194.96,311.58,127.5
B1-NOCONG,18,1500,45,41,91.11,98.55,83.25,0,250,28,62.22,71.16,1,133,-1,475,150,17,7,0,110,19,6472,49361.5,805.92,1400.29,1208.9
B1-NOCONG,19,1500,45,44,97.78,98.03,100.0,0,250,38,84.44,70.73,4,104,-1,450,100,11,4,0,37,12,6945,46567.4,1093.85,1846.94,1640.8
B1-NOCONG,20,1500,45,44,97.78,99.41,100.0,0,250,35,77.78,69.59,18,120,-1,425,75,19,11,0,132,59,3207,45585.3,679.68,1197.56,1019.6
B1-NOCONG,21,822,45,45,100.0,98.73,98.32,1,250,35,77.78,74.55,1,120,822,450,100,9,8,0,113,19,4145,43892.8,436.77,951.05,359.1
B1-NOCONG,22,932,45,45,100.0,99.53,100.0,1,250,30,66.67,80.25,9,148,932,375,125,6,6,0,248,138,3392,39479.7,669.17,1715.23,623.7
B1-NOCONG,23,520,45,45,100.0,95.14,98.45,1,250,37,82.22,75.81,1,78,520,400,150,2,2,2,708,179,3619,37269.3,226.75,365.86,117.9
B1-NOCONG,24,1500,45,44,97.78,99.34,98.58,0,250,36,80.0,75.61,1,90,-1,400,125,18,10,0,89,14,3828,47152.3,782.2,1356.89,1173.4
B1-NOCONG,25,366,45,45,100.0,87.22,97.96,1,250,40,88.89,77.94,3,74,366,-1,100,4,4,0,25,25,2502,25729.2,225.39,344.15,82.5
B1-NOCONG,26,566,45,45,100.0,95.38,98.35,1,250,37,82.22,71.25,2,86,566,475,100,7,7,0,76,15,3511,35420.1,217.38,339.44,123.1
B1-NOCONG,27,621,45,45,100.0,94.22,99.84,1,250,40,88.89,73.8,1,82,621,475,100,5,5,0,121,29,3416,38777.0,306.23,626.6,190.2
B1-NOCONG,28,651,45,45,100.0,97.85,98.38,1,250,34,75.56,77.64,1,149,651,375,200,7,7,0,37,25,2284,37900.7,427.02,942.93,278.0
B1-NOCONG,29,1500,45,44,97.78,99.13,99.47,0,250,36,80.0,74.59,1,106,-1,425,125,14,3,0,95,92,4081,53347.7,951.45,1678.14,1427.2
B1-NOCONG,30,1500,45,42,93.33,96.97,82.11,0,250,30,66.67,65.83,3,138,-1,525,150,14,5,0,98,65,7663,45565.6,681.27,1006.41,1022.0
B2-NOCAP,11,917,45,45,100.0,99.59,99.03,1,250,39,86.67,76.64,4,66,917,375,75,2,2,0,112,112,5150,38756.4,463.16,1207.54,424.7
B2-NOCAP,12,630,45,45,100.0,91.58,99.1,1,250,37,82.22,62.24,1,105,630,575,75,8,8,0,14,8,5025,29260.9,212.91,338.41,134.2
B2-NOCAP,13,986,45,45,100.0,98.69,100.0,1,250,38,84.44,71.48,1,93,986,450,125,5,5,0,3,1,4703,35198.8,492.55,1154.61,485.7
B2-NOCAP,14,652,45,45,100.0,98.02,94.04,1,250,31,68.89,74.36,12,128,652,425,100,4,4,0,0,0,3943,31802.2,193.93,350.03,126.5
B2-NOCAP,15,1500,45,44,97.78,99.02,99.61,0,250,35,77.78,67.68,1,89,-1,575,125,8,4,0,24,20,8560,46760.4,600.94,1156.01,901.5
B2-NOCAP,16,982,45,45,100.0,97.39,99.34,1,250,32,71.11,68.68,10,149,982,575,175,10,10,0,245,71,7179,37558.0,360.81,745.47,354.3
B2-NOCAP,17,718,45,45,100.0,95.5,99.68,1,250,41,91.11,74.39,9,109,718,475,125,4,4,0,8,4,4611,34563.9,274.18,493.6,196.9
B2-NOCAP,18,1500,45,41,91.11,98.55,83.25,0,250,25,55.56,64.78,1,136,-1,650,150,11,4,0,110,19,11073,47895.0,596.84,1170.36,895.3
B2-NOCAP,19,1500,45,44,97.78,97.76,100.0,0,250,34,75.56,68.84,4,122,-1,525,100,6,4,0,103,91,7237,40807.0,897.67,1567.3,1346.5
B2-NOCAP,20,1500,45,44,97.78,98.81,100.0,0,250,37,82.22,69.03,18,92,-1,525,75,16,13,0,127,74,8001,43084.1,510.04,928.53,765.1
B2-NOCAP,21,1159,45,45,100.0,98.6,99.88,1,250,34,75.56,70.84,1,110,1159,650,100,8,5,0,95,19,7826,47623.3,333.68,810.13,386.8
B2-NOCAP,22,860,45,45,100.0,98.03,100.0,1,250,27,60.0,72.54,9,155,860,475,175,4,4,0,222,68,4935,36535.9,351.05,852.47,301.9
B2-NOCAP,23,1398,45,45,100.0,99.01,98.91,1,250,32,71.11,69.05,1,97,1398,500,150,12,3,1,593,151,10118,48739.4,657.83,1245.09,919.7
B2-NOCAP,24,985,45,45,100.0,97.15,100.0,1,250,36,80.0,64.23,1,92,985,550,100,10,8,0,175,68,6494,42092.9,340.08,666.96,335.0
B2-NOCAP,25,881,45,45,100.0,94.04,99.18,1,250,42,93.33,70.76,2,65,881,675,75,6,5,0,38,14,6347,37541.6,279.94,548.34,246.7
B2-NOCAP,26,815,45,45,100.0,95.37,100.0,1,250,36,80.0,68.44,2,86,815,625,100,3,3,0,132,18,6031,40443.7,270.89,531.1,220.8
B2-NOCAP,27,436,45,45,100.0,86.67,98.97,1,250,40,88.89,69.3,1,83,436,-1,100,1,1,0,121,29,2930,23986.7,181.39,313.75,79.1
B2-NOCAP,28,607,45,45,100.0,97.88,99.71,1,250,31,68.89,75.72,1,133,607,400,200,5,5,0,46,32,3459,27231.0,322.34,638.04,195.7
B2-NOCAP,29,1500,45,43,95.56,98.95,99.39,0,250,32,71.11,67.35,1,111,-1,600,150,13,6,0,153,102,9400,49755.0,675.38,1434.25,1013.1
B2-NOCAP,30,1376,45,45,100.0,96.53,100.0,1,250,29,64.44,63.38,3,134,1376,650,200,10,4,1,273,137,9109,42954.7,509.3,791.39,700.8
B3-NOMF,11,492,45,45,100.0,95.41,99.03,1,250,39,86.67,76.31,4,66,492,425,75,4,4,0,118,118,2995,24939.5,192.64,294.33,94.8
B3-NOMF,12,552,45,45,100.0,90.44,98.38,1,250,34,75.56,65.39,1,119,552,550,75,3,3,0,11,8,4310,27088.2,221.5,374.92,122.3
B3-NOMF,13,686,45,45,100.0,95.69,99.84,1,250,31,68.89,67.52,1,97,686,525,125,3,3,0,40,18,3529,28780.7,359.95,800.21,247.0
