seed,tick,n_active,n_changed,to_relay,from_relay,from_loiter,W_eq,W_best,welfare_gap_per_robot,efficiency,plateau_gain
43,100,12,10,3,5,0,194.08,253.891,0.282,0.718,0.0
43,200,12,8,2,2,1,95.77,145.212,0.4581,0.5419,0.0
43,300,12,7,4,0,1,89.794,99.621,0.0909,0.9091,0.0
43,450,12,8,6,1,2,-11.218,2.211,1.1227,-0.1227,0.0
43,600,12,6,4,0,2,5.061,11.514,0.3488,0.6512,0.0
43,800,8,4,0,0,0,37.939,44.021,0.1525,0.8475,0.0
43,1200,6,3,0,0,0,59.525,61.353,0.0307,0.9693,0.0
43,1600,5,4,1,2,0,-3.498,-1.116,0.5644,0.4356,0.0
43,2000,5,1,0,0,0,101.446,102.939,0.0144,0.9856,0.0
44,100,12,9,4,3,0,51.863,68.208,0.2721,0.7279,0.0
44,200,12,8,6,2,0,52.66,70.677,0.3129,0.6871,0.0
44,300,12,5,3,0,1,51.507,64.096,0.2191,0.7809,0.0
44,450,12,8,6,2,1,43.043,111.324,1.2076,-0.2076,0.0
44,600,10,8,4,1,1,-7.051,59.346,6.9243,-5.9243,0.0
44,800,9,6,2,1,0,0.309,8.998,1.0831,-0.0831,0.0
44,1200,6,2,1,0,0,16.762,17.241,0.0274,0.9726,0.0
44,1600,5,1,1,0,0,69.437,76.793,0.1008,0.8992,0.0
44,2000,5,2,1,0,0,112.868,118.63,0.051,0.949,0.0
45,100,12,8,2,3,0,101.477,153.527,0.471,0.529,0.0
45,200,12,3,1,1,0,47.809,53.583,0.1011,0.8989,0.0
45,300,12,9,4,3,0,46.079,59.201,0.2169,0.7831,0.0
45,450,12,10,5,1,1,-5.406,59.62,6.2989,-5.2989,0.0
45,600,10,4,2,1,0,49.825,57.629,0.1405,0.8595,0.0
45,800,7,3,1,0,0,5.307,8.985,0.3673,0.6327,0.0
45,1200,5,3,1,2,0,10.088,13.896,0.2866,0.7134,0.0
45,1600,4,2,0,1,0,8.894,9.821,0.0972,0.9028,0.0
45,2000,4,0,0,0,0,11.104,11.104,0.0,1.0,0.0
46,100,12,7,4,2,0,47.382,153.699,1.7846,-0.7846,0.0
46,200,12,6,2,1,0,44.558,57.674,0.2253,0.7747,0.01799
46,300,12,9,6,1,0,43.283,684.983,9.9288,-8.9288,0.0
46,450,12,7,3,2,0,-0.374,152.398,9.0466,-8.0466,0.0
46,600,11,9,3,2,1,-6.438,4.29,0.9596,0.0404,0.0
46,800,9,3,2,0,0,10.648,21.367,0.5776,0.4224,0.0
46,1200,7,5,1,3,0,13.736,24.653,0.4449,0.5551,0.0
46,1600,4,2,0,1,0,39.82,45.814,0.1483,0.8517,0.0
46,2000,4,3,0,2,0,-0.426,1.85,0.8201,0.1799,0.0
47,100,12,10,2,4,0,141.16,143.939,0.0183,0.9817,0.0
47,200,12,9,4,3,0,145.09,158.835,0.0887,0.9113,0.0
47,300,12,9,4,3,0,99.993,110.446,0.098,0.902,0.0
47,450,12,8,3,1,0,47.617,104.977,0.9534,0.0466,0.0
47,600,9,6,1,2,0,49.725,53.61,0.0701,0.9299,0.0
47,800,9,3,2,1,1,1.73,3.165,0.1909,0.8091,0.0
47,1200,6,1,0,0,0,15.563,15.586,0.0015,0.9985,0.0
47,1600,5,3,0,0,0,11.484,14.348,0.2346,0.7654,0.0
47,2000,5,0,0,0,0,21.55,21.55,0.0,1.0,0.0
48,100,12,11,4,4,0,1.856,65.376,5.2283,-4.2283,0.0
48,200,12,9,3,4,1,99.479,152.041,0.477,0.523,0.0
48,300,12,9,5,3,0,153.176,204.58,0.3265,0.6735,0.0
48,450,12,8,4,2,1,199.092,211.449,0.0597,0.9403,0.0
48,600,9,4,1,1,0,4.876,9.249,0.5488,0.4512,0.0
48,800,7,1,1,0,0,6.203,8.344,0.2181,0.7819,0.0
48,1200,6,3,1,0,0,15.146,25.911,0.5497,0.4503,0.0
48,1600,5,4,1,2,0,10.742,19.167,0.6042,0.3958,0.0
48,2000,5,1,0,0,0,9.728,11.659,0.1984,0.8016,0.0
49,100,12,9,2,5,0,44.088,58.631,0.2219,0.7781,0.0
49,200,12,9,4,2,1,142.567,253.116,0.7011,0.2989,0.0
49,300,12,8,4,1,0,45.234,151.527,1.9259,-0.9259,0.0
49,450,12,5,2,2,0,1.706,191.677,14.7424,-13.7424,0.0
49,600,10,7,3,0,1,96.544,101.155,0.0452,0.9548,0.0
49,800,6,3,0,1,0,47.694,48.993,0.025,0.975,0.0
49,1200,5,4,1,1,0,3.056,101.395,32.1782,-31.1782,0.0
49,1600,5,1,1,0,0,8.639,9.208,0.061,0.939,0.0
49,2000,5,2,1,1,0,27.812,32.944,0.1701,0.8299,0.0
50,100,12,8,2,1,0,190.294,202.421,0.0605,0.9395,0.0
50,200,12,8,4,2,0,44.562,76.387,0.5375,0.4625,0.0
50,300,12,9,5,2,0,-11.423,10.586,1.5647,-0.5647,0.0
50,450,12,10,5,1,1,98.687,206.748,0.9495,0.0505,0.0
50,600,11,8,5,2,0,-7.774,9.676,1.5187,-0.5187,0.0
50,800,9,7,4,1,0,-1.314,12.544,1.2213,-0.2213,0.01594
50,1200,7,3,2,0,0,11.498,26.53,0.7654,0.2346,0.0
50,1600,6,2,2,0,0,26.559,30.488,0.128,0.872,0.0
50,2000,6,1,0,0,0,39.175,44.552,0.1373,0.8627,0.0
51,100,12,6,3,3,0,105.996,157.782,0.4567,0.5433,0.0
51,200,12,7,2,3,0,55.492,105.691,0.7792,0.2208,0.0
51,300,12,7,5,1,0,6.558,20.132,1.2099,-0.2099,0.0
51,450,12,10,5,2,0,2.838,106.428,7.8116,-6.8116,0.0
51,600,11,6,4,1,0,5.307,16.314,1.0951,-0.0951,0.0
51,800,9,4,3,0,0,54.722,60.528,0.0968,0.9032,0.0
51,1200,7,3,1,1,0,2.218,7.1,1.0703,-0.0703,0.0
51,1600,4,1,1,0,0,9.467,53.698,4.4617,-3.4617,0.0
51,2000,4,2,0,1,0,6.11,7.326,0.1577,0.8423,0.0
52,100,12,7,2,5,0,95.23,153.185,0.5264,0.4736,0.0
52,200,12,10,3,5,1,-6.826,49.832,4.6212,-3.6212,0.0
52,300,12,7,4,0,0,-2.548,106.037,6.9823,-5.9823,0.0
52,450,12,0,0,0,0,95.679,95.679,0.0,1.0,0.0
52,600,10,5,3,2,1,0.102,57.006,4.7518,-3.7518,0.0
52,800,8,6,1,1,0,0.71,6.697,0.7618,0.2382,0.0
52,1200,4,2,1,0,0,10.628,13.65,0.2842,0.7158,0.0
52,1600,3,3,1,1,0,4.59,10.62,1.3139,-0.3139,0.0
52,2000,3,2,1,0,0,5.971,7.084,0.1683,0.8317,0.0
53,100,12,9,3,6,0,46.774,103.686,0.8885,0.1115,0.0
53,200,12,7,1,3,0,197.655,350.381,0.7187,0.2813,0.0
53,300,12,8,2,3,1,52.387,239.966,2.9431,-1.9431,0.0
53,450,12,8,1,2,0,46.816,96.039,0.9032,0.0968,0.0
53,600,10,5,1,2,0,97.011,145.337,0.4541,0.5459,0.0
53,800,9,5,1,2,0,99.086,101.229,0.0212,0.9788,0.0
53,1200,8,2,0,2,0,108.18,110.243,0.0188,0.9812,0.0
53,1600,8,5,0,2,0,58.38,62.086,0.0628,0.9372,0.0
53,2000,8,3,0,2,0,67.198,69.613,0.0359,0.9641,0.0
54,100,12,8,2,5,0,-1.187,12.464,1.0408,-0.0408,0.0
54,200,12,10,6,3,0,94.98,123.249,0.2441,0.7559,0.0
54,300,12,8,5,0,0,48.525,73.307,0.4005,0.5995,0.0
54,450,12,6,4,0,0,154.395,212.685,0.3574,0.6426,0.0
54,600,11,4,3,0,0,103.227,114.721,0.1026,0.8974,0.0
54,800,9,4,1,2,0,-2.269,4.827,0.5588,0.4412,0.0
54,1200,7,3,1,0,0,21.578,27.399,0.2698,0.7302,0.0
54,1600,7,4,1,3,0,12.736,24.114,0.5707,0.4293,0.0
54,2000,7,3,0,0,0,118.636,124.651,0.0507,0.9493,0.0
55,100,12,9,3,5,0,1.709,92.723,6.1978,-5.1978,0.0
55,200,12,9,4,1,2,1.433,53.034,4.0608,-3.0608,0.0
55,300,12,7,6,1,1,50.354,65.576,0.2484,0.7516,0.0
55,450,12,10,6,3,0,-5.106,11.789,1.5204,-0.5204,0.0
55,600,11,8,2,4,0,95.604,104.042,0.0769,0.9231,0.0
55,800,9,2,2,0,0,7.958,14.834,0.5396,0.4604,0.0
55,1200,5,2,1,0,0,23.816,30.95,0.2995,0.7005,0.0
55,1600,4,2,2,0,0,0.704,55.524,17.7934,-16.7934,0.0
55,2000,3,1,1,0,0,103.744,105.85,0.0203,0.9797,0.0
56,100,12,8,2,2,0,49.453,58.468,0.1601,0.8399,0.0
56,200,12,6,4,1,0,5.411,23.995,1.8943,-0.8943,0.0
56,300,12,11,6,3,1,47.751,158.43,1.876,-0.876,0.0
56,450,12,8,2,1,1,-2.976,50.116,3.8152,-2.8152,0.0
56,600,10,3,2,1,0,1.879,5.865,0.6161,0.3839,0.0
56,800,9,5,0,1,0,96.474,102.883,0.0582,0.9418,0.0
56,1200,6,4,1,2,0,8.632,18.486,0.7393,0.2607,0.0
56,1600,4,1,0,0,0,64.392,67.9,0.0545,0.9455,0.0
56,2000,4,1,0,0,0,29.968,30.422,0.0152,0.9848,0.0
57,100,12,6,4,2,0,56.419,118.688,0.9544,0.0456,0.0
57,200,12,8,4,2,1,56.379,165.385,1.6761,-0.6761,0.0
57,300,12,7,6,0,1,91.519,132.695,0.3748,0.6252,0.0
57,450,12,9,6,1,1,44.692,79.963,0.6025,0.3975,0.0
57,600,9,2,1,1,0,50.331,53.92,0.0628,0.9372,0.0
57,800,9,6,4,1,0,48.614,65.75,0.2977,0.7023,0.0
57,1200,5,2,0,2,0,33.425,36.782,0.0889,0.9111,0.0
57,1600,4,1,1,0,0,21.362,23.747,0.1117,0.8883,0.0
57,2000,4,1,0,0,0,64.049,71.479,0.1145,0.8855,0.0
58,100,12,6,1,4,0,2.598,8.134,0.3402,0.6598,0.0
58,200,12,10,3,4,1,144.252,159.314,0.0979,0.9021,0.0
58,300,12,10,3,2,1,45.023,100.337,0.9828,0.0172,0.00971
58,450,12,8,6,1,2,-10.008,22.419,1.7812,-0.7812,0.0
58,600,11,9,8,0,2,44.813,72.788,0.4428,0.5572,0.0
58,800,10,6,5,0,0,6.207,21.982,1.5606,-0.5606,0.0
58,1200,6,5,0,0,0,11.196,13.299,0.1878,0.8122,0.0
58,1600,5,2,2,0,0,2.971,5.08,0.7101,0.2899,0.0
58,2000,4,4,4,0,0,-1.068,1.8,2.6859,-1.6859,0.0
59,100,12,9,3,3,0,145.163,200.702,0.3561,0.6439,0.00599
59,200,12,4,2,0,0,154.228,209.451,0.3401,0.6599,0.0
59,300,12,9,4,2,0,97.607,121.133,0.2228,0.7772,0.0
59,450,12,6,2,1,1,143.718,206.513,0.385,0.615,0.0
59,600,10,7,3,2,0,149.293,202.148,0.3339,0.6661,0.0
59,800,8,3,3,0,0,50.119,56.777,0.1125,0.8875,0.0
59,1200,5,0,0,0,0,66.093,66.093,0.0,1.0,0.0
59,1600,4,0,0,0,0,16.324,16.324,0.0,1.0,0.0
59,2000,4,1,1,0,0,16.512,52.943,2.1255,-1.1255,0.0
60,100,12,6,3,2,0,10.613,22.088,0.7256,0.2744,0.0
60,200,12,7,2,4,1,96.343,149.149,0.4554,0.5446,0.0
60,300,12,8,4,2,1,46.965,59.195,0.1998,0.8002,0.0
60,450,12,6,5,1,0,-12.624,11.446,1.4516,-0.4516,0.0
60,600,10,8,2,2,1,47.415,56.798,0.1626,0.8374,0.0
60,800,9,5,2,1,0,1.3,8.661,0.8887,0.1113,0.0
60,1200,5,0,0,0,0,21.181,21.181,0.0,1.0,0.0
60,1600,5,2,2,0,0,20.96,25.711,0.2267,0.7733,0.0
60,2000,5,4,2,1,1,-0.009,1.472,0.4375,0.5625,0.0
61,100,12,11,3,6,1,-1.422,55.512,2.9011,-1.9011,0.0
61,200,12,7,4,3,0,149.582,257.734,0.6916,0.3084,0.0
61,300,12,8,5,2,1,146.746,299.025,0.9229,0.0771,0.0
61,450,12,6,3,2,0,-3.072,47.32,4.2539,-3.2539,0.0
61,600,11,5,2,3,0,47.169,197.541,2.1686,-1.1686,0.0
61,800,6,5,2,1,1,1.086,46.342,5.4321,-4.4321,0.0
61,1200,6,4,2,1,0,5.586,54.657,3.1776,-2.1776,0.0
61,1600,4,1,0,1,0,56.512,67.451,0.1705,0.8295,0.0
61,2000,4,1,0,1,0,66.181,74.862,0.1176,0.8824,0.0
62,100,12,8,2,5,0,4.335,9.741,0.3007,0.6993,0.0
62,200,12,7,3,4,0,99.027,153.233,0.4969,0.5031,0.0
62,300,12,8,2,3,0,49.417,59.62,0.1736,0.8264,0.0
62,450,12,8,4,2,1,50.714,64.284,0.2311,0.7689,0.0
62,600,10,3,1,1,0,250.974,294.27,0.1698,0.8302,0.0
62,800,8,5,2,2,0,9.606,55.549,3.8468,-2.8468,0.0
62,1200,5,2,1,0,0,16.852,19.886,0.1644,0.8356,0.0
62,1600,4,2,0,2,0,4.278,22.061,2.3779,-1.3779,0.0
62,2000,3,1,1,0,0,33.024,35.464,0.0739,0.9261,0.0
63,100,12,6,3,3,0,47.748,144.774,1.6404,-0.6404,0.0
63,200,12,9,4,1,1,97.841,110.199,0.1161,0.8839,0.0
63,300,12,4,2,1,0,46.144,100.71,0.9149,0.0851,0.0
63,450,12,9,2,1,0,-4.434,5.586,0.7439,0.2561,0.0
63,600,9,2,1,1,0,151.016,153.97,0.0193,0.9807,0.0
63,800,9,5,4,1,0,55.433,60.898,0.0816,0.9184,0.0
63,1200,4,0,0,0,0,8.708,8.708,0.0,1.0,0.0
63,1600,4,0,0,0,0,54.944,54.944,0.0,1.0,0.0
63,2000,4,1,1,0,0,33.295,36.087,0.0839,0.9161,0.0
64,100,12,8,2,4,0,2.796,93.536,5.5562,-4.5562,0.0
64,200,12,7,2,1,0,48.27,54.133,0.0996,0.9004,0.0
64,300,12,4,2,0,0,-1.329,0.981,0.3157,0.6843,0.0
64,450,12,5,3,1,1,0.261,2.95,0.2469,0.7531,0.0
64,600,11,4,3,0,1,-3.735,4.062,0.5719,0.4281,0.0
64,800,8,2,0,2,0,270.765,275.12,0.0159,0.9841,0.0
64,1200,7,4,1,2,0,106.716,128.815,0.1886,0.8114,0.0
64,1600,6,1,0,0,0,135.591,137.337,0.0129,0.9871,0.0
64,2000,3,1,0,1,0,13.867,21.016,0.5155,0.4845,0.0
65,100,12,7,2,3,0,56.595,141.824,1.25,-0.25,0.0
65,200,12,7,2,4,0,101.505,245.596,1.2319,-0.2319,0.0
65,300,12,8,4,2,0,159.536,265.515,0.6444,0.3556,0.0
65,450,12,6,5,0,0,-6.488,18.868,1.4068,-0.4068,0.0
65,600,10,3,1,2,0,152.211,154.116,0.0121,0.9879,0.0
65,800,9,2,1,0,1,9.735,14.933,0.4151,0.5849,0.0
65,1200,8,2,1,0,0,34.872,41.381,0.1747,0.8253,0.0
65,1600,7,2,1,0,0,33.46,46.167,0.3529,0.6471,0.0
65,2000,7,3,2,0,0,18.769,36.914,0.6211,0.3789,0.0
66,100,12,8,3,5,0,51.381,109.488,0.8796,0.1204,0.0
66,200,12,6,6,0,0,0.127,19.894,1.1868,-0.1868,0.0
66,300,12,5,4,1,0,2.703,13.724,0.6699,0.3301,0.0
66,450,12,8,3,2,0,43.646,60.168,0.275,0.725,0.0
66,600,9,8,5,1,0,-0.969,14.304,2.7435,-1.7435,0.0
66,800,8,6,1,1,1,6.206,54.915,5.3652,-4.3652,0.0
66,1200,5,1,0,0,0,18.108,18.383,0.0152,0.9848,0.0
66,1600,5,2,1,0,0,17.77,19.332,0.0865,0.9135,0.0
66,2000,5,2,0,2,0,71.553,86.673,0.2113,0.7887,0.0
67,100,12,10,4,4,0,-2.259,19.605,1.3684,-0.3684,0.0
67,200,12,6,3,0,0,8.22,61.114,3.0364,-2.0364,0.0
67,300,12,7,4,0,0,10.115,117.842,5.4999,-4.4999,0.0
67,450,11,9,4,1,0,9.501,20.686,0.9138,0.0862,0.0
67,600,10,7,3,1,0,-0.127,14.058,1.3635,-0.3635,0.0
67,800,8,2,0,1,0,-0.337,2.841,0.5124,0.4876,0.0
67,1200,5,1,0,1,0,24.065,24.496,0.0168,0.9832,0.0
67,1600,5,2,1,0,0,20.999,31.201,0.428,0.572,0.0
67,2000,4,1,0,1,0,12.469,13.002,0.0379,0.9621,0.0
68,100,12,7,2,4,0,148.634,195.245,0.2923,0.7077,0.0
68,200,12,9,6,2,2,4.695,64.807,5.9046,-4.9046,0.00385
68,300,12,8,2,2,1,193.167,203.233,0.0491,0.9509,0.0
68,450,11,7,3,0,0,-8.303,1.582,0.7345,0.2655,0.0
68,600,10,5,1,2,0,-3.687,-0.907,0.4209,0.5791,0.0
68,800,8,6,1,1,0,-2.881,1.471,0.7301,0.2699,0.0
68,1200,6,1,0,0,0,124.787,127.234,0.0196,0.9804,0.0
68,1600,6,2,0,1,0,12.785,14.924,0.1487,0.8513,0.0
68,2000,5,3,1,1,0,10.108,15.225,0.4013,0.5987,0.0
69,100,12,9,2,6,0,94.925,110.524,0.1364,0.8636,0.0
69,200,12,6,2,1,0,17.327,116.777,4.4412,-3.4412,0.0
69,300,12,7,4,1,0,98.569,202.835,0.9508,0.0492,0.0
69,450,12,8,5,1,1,38.256,71.449,0.5053,0.4947,0.0
69,600,10,5,2,0,1,7.681,16.039,0.5871,0.4129,0.0
69,800,9,5,2,0,0,4.684,19.056,1.043,-0.043,0.0
69,1200,6,2,0,1,0,12.854,16.575,0.2451,0.7549,0.0
69,1600,5,2,1,0,0,19.68,29.646,0.5064,0.4936,0.0
69,2000,5,0,0,0,0,82.674,82.674,0.0,1.0,0.0
70,100,12,7,1,6,0,-2.038,14.114,0.9547,0.0453,0.0
70,200,12,9,4,4,0,104.348,120.337,0.1315,0.8685,0.0
70,300,12,8,5,1,0,49.191,73.194,0.3847,0.6153,0.0
70,450,11,6,3,2,0,54.084,65.075,0.1755,0.8245,0.0
70,600,10,3,2,1,0,7.393,103.166,8.7822,-7.7822,0.0
70,800,8,2,2,0,0,7.67,58.698,4.3132,-3.3132,0.0
70,1200,8,2,2,0,0,15.927,60.419,2.5583,-1.5583,0.0
70,1600,7,2,1,0,0,36.161,71.562,0.979,0.021,0.0
70,2000,7,3,2,1,0,44.481,78.753,0.7582,0.2418,0.0
71,100,12,8,2,4,0,400.082,409.144,0.022,0.978,0.00111
71,200,12,10,5,3,1,295.719,355.103,0.1934,0.8066,0.0
71,300,12,6,4,1,0,193.606,257.021,0.3059,0.6941,0.0
71,450,12,5,2,2,0,46.968,56.852,0.1647,0.8353,0.0
71,600,11,6,4,1,2,-1.469,19.077,1.4254,-0.4254,0.0
71,800,9,4,3,0,0,197.817,210.421,0.0601,0.9399,0.0
71,1200,6,2,0,0,0,14.966,18.36,0.2229,0.7771,0.0
71,1600,3,1,0,1,0,17.027,17.844,0.048,0.952,0.0
71,2000,3,1,0,0,0,3.903,4.763,0.2202,0.7798,0.0
72,100,12,9,3,2,0,149.132,161.755,0.0838,0.9162,0.0
72,200,12,6,4,1,0,50.953,104.018,0.9409,0.0591,0.0
72,300,12,9,5,2,1,50.5,109.331,0.9468,0.0532,0.0
72,450,12,9,3,1,0,0.328,57.852,5.2165,-4.2165,0.0
72,600,10,7,3,1,0,4.263,52.969,3.4094,-2.4094,0.0
72,800,8,3,2,0,0,205.814,211.155,0.0258,0.9742,0.0
72,1200,5,2,1,0,0,27.952,32.747,0.167,0.833,0.0
72,1600,5,0,0,0,0,64.686,64.686,0.0,1.0,0.0
72,2000,4,0,0,0,0,41.01,41.01,0.0,1.0,0.0
73,100,12,9,4,3,0,0.591,63.263,4.3545,-3.3545,0.0
73,200,12,11,5,3,1,47.722,156.321,1.8629,-0.8629,0.0
73,300,12,9,3,2,0,45.35,111.33,1.1142,-0.1142,0.0
73,450,12,7,2,2,0,-0.247,51.745,3.343,-2.343,0.0
73,600,8,5,2,1,0,50.932,60.5,0.1645,0.8355,0.0
73,800,7,3,2,0,0,8.365,18.468,1.003,-0.003,0.0
73,1200,7,3,1,1,0,10.755,22.272,1.0126,-0.0126,0.0
73,1600,6,2,1,1,0,31.622,35.893,0.1331,0.8669,0.0
73,2000,5,1,0,0,0,38.552,39.333,0.0203,0.9797,0.0
74,100,12,7,2,4,0,5.445,57.366,2.7258,-1.7258,0.0
74,200,12,8,6,1,1,103.025,180.778,0.709,0.291,0.0
74,300,12,6,5,0,1,-7.019,35.19,2.0319,-1.0319,0.0
74,450,12,7,2,1,0,140.374,245.102,0.6512,0.3488,0.0
74,600,7,3,2,0,0,1.059,4.032,0.4353,0.5647,0.0
74,800,6,2,0,0,0,12.046,15.924,0.2857,0.7143,0.0
74,1200,5,1,0,1,0,18.849,19.019,0.0087,0.9913,0.0
74,1600,5,5,0,3,0,2.574,16.969,2.3783,-1.3783,0.0
74,2000,5,1,0,1,0,31.188,33.792,0.0794,0.9206,0.0
75,100,12,8,4,4,0,110.475,162.019,0.4235,0.5765,0.0
75,200,11,4,2,2,0,8.143,15.371,0.4266,0.5734,0.0
75,300,10,5,2,1,0,57.836,65.062,0.1196,0.8804,0.0
75,450,10,4,3,1,1,158.514,166.243,0.0476,0.9524,0.0
75,600,9,4,0,0,0,8.426,12.685,0.341,0.659,0.0
75,800,7,5,2,2,0,4.618,10.97,0.4999,0.5001,0.0
75,1200,5,3,1,1,0,-1.318,6.523,1.4022,-0.4022,0.0
75,1600,5,2,1,1,0,10.1,13.254,0.2583,0.7417,0.0
75,2000,5,4,1,2,0,1.199,8.082,1.4343,-0.4343,0.0
76,100,12,9,2,5,0,97.242,144.08,0.4085,0.5915,0.0
76,200,12,10,4,3,0,97.667,149.021,0.4871,0.5129,0.0
76,300,12,6,2,4,0,97.313,103.007,0.0552,0.9448,0.0
76,450,12,7,2,2,1,98.223,102.09,0.036,0.964,0.0
76,600,11,3,1,2,0,-1.956,-0.167,0.1614,0.8386,0.0
76,800,10,5,2,1,0,20.026,35.31,0.4885,0.5115,0.0
76,1200,4,1,0,0,0,20.299,23.833,0.1741,0.8259,0.0
76,1600,4,0,0,0,0,5.769,5.769,0.0,1.0,0.0
76,2000,4,2,0,1,0,2.743,6.53,0.8721,0.1279,0.0
77,100,12,4,1,3,0,9.406,62.955,3.1123,-2.1123,0.0
77,200,12,7,3,3,0,51.411,62.811,0.1818,0.8182,0.0
77,300,12,7,4,2,1,104.521,207.661,0.9052,0.0948,0.0
77,450,12,4,2,2,0,56.419,102.43,0.7206,0.2794,0.0
77,600,11,4,2,2,0,8.467,100.073,5.6561,-4.6561,0.0
77,800,7,3,1,0,0,3.056,4.556,0.2592,0.7408,0.0
77,1200,4,0,0,0,0,96.979,96.979,0.0,1.0,0.0
77,1600,4,2,0,2,0,13.594,22.42,0.5809,0.4191,0.0
77,2000,3,2,0,1,0,18.109,23.755,0.3118,0.6882,0.0
78,100,12,6,2,3,0,7.209,15.363,0.4299,0.5701,0.0
78,200,12,6,5,1,1,148.11,167.89,0.1281,0.8719,0.0
78,300,12,6,2,1,0,105.53,151.516,0.4045,0.5955,0.0
78,450,12,9,9,0,1,-13.107,26.559,2.7294,-1.7294,0.0
78,600,10,8,1,3,1,46.759,52.121,0.0988,0.9012,0.0
78,800,6,5,3,1,0,3.915,100.666,10.8888,-9.8888,0.0
78,1200,4,2,0,2,0,58.213,61.708,0.0575,0.9425,0.0
78,1600,3,2,0,1,0,2.391,6.574,1.7498,-0.7498,0.0
78,2000,3,1,1,0,0,17.676,17.859,0.0104,0.9896,0.0
79,100,12,7,3,3,1,-0.624,13.464,1.1197,-0.1197,0.0
79,200,12,8,3,3,0,44.307,147.009,1.9226,-0.9226,0.0
79,300,12,8,6,2,0,98.34,121.709,0.214,0.786,0.0
79,450,12,5,2,2,0,-3.682,95.803,7.441,-6.441,0.0
79,600,9,2,1,1,0,99.076,101.847,0.0264,0.9736,0.0
79,800,8,4,1,0,0,54.123,61.675,0.1384,0.8616,0.0001
79,1200,5,4,1,3,0,12.563,59.372,2.6352,-1.6352,0.0
79,1600,4,3,3,0,0,9.222,15.479,0.6785,0.3215,0.0
79,2000,3,1,0,0,0,-0.075,1.625,1.5634,-0.5634,0.0
80,100,12,7,2,4,0,144.562,148.218,0.023,0.977,0.0
80,200,12,10,3,4,0,49.944,148.792,1.6017,-0.6017,0.0
80,300,12,8,5,2,0,-0.188,104.462,6.4702,-5.4702,0.0
80,450,12,7,5,2,0,-6.763,14.331,1.6361,-0.6361,0.0
80,600,11,6,3,2,0,94.472,150.767,0.5115,0.4885,0.0
80,800,7,5,2,1,0,-0.088,8.078,1.1378,-0.1378,0.0
80,1200,4,3,0,1,0,6.617,10.934,0.5254,0.4746,0.0
80,1600,3,2,0,1,0,14.046,14.965,0.0654,0.9346,0.0
80,2000,3,2,0,1,0,6.842,7.824,0.1435,0.8565,0.0
81,100,12,5,1,4,0,47.801,57.515,0.1467,0.8533,0.0
81,200,12,7,4,2,1,55.387,71.774,0.2522,0.7478,0.0
81,300,12,4,1,2,0,1.263,55.448,4.1616,-3.1616,0.0
81,450,11,7,4,1,1,101.672,108.753,0.0663,0.9337,0.0
81,600,8,3,1,1,0,0.844,52.087,6.5336,-5.5336,0.0
81,800,6,2,2,0,1,0.96,6.295,1.4786,-0.4786,0.0
81,1200,6,3,1,0,0,10.798,14.398,0.3334,0.6666,0.0
81,1600,4,3,1,2,0,11.543,16.179,0.4016,0.5984,0.0
81,2000,4,2,0,1,0,60.039,62.418,0.0396,0.9604,0.0
82,100,12,5,1,4,0,55.064,102.254,0.6609,0.3391,0.0
82,200,12,5,3,2,0,64.037,112.386,0.6825,0.3175,0.0
82,300,12,5,3,1,0,253.625,259.393,0.0222,0.9778,0.0
82,450,12,5,3,0,0,144.929,160.981,0.1043,0.8957,0.0
82,600,11,7,1,1,1,199.163,206.92,0.0374,0.9626,0.00014
82,800,8,5,3,0,1,-4.102,0.287,0.6477,0.3523,0.0
82,1200,5,1,0,0,0,17.124,17.823,0.0408,0.9592,0.0
82,1600,4,1,1,0,0,3.537,5.679,0.5821,0.4179,0.0
82,2000,3,1,0,0,0,1.363,3.162,0.8662,0.1338,0.0
83,100,12,11,5,4,0,100.727,110.312,0.0856,0.9144,0.0
83,200,12,10,4,3,0,97.156,196.243,0.9296,0.0704,0.0
83,300,12,8,4,2,0,48.684,105.19,0.9192,0.0808,0.0
83,450,12,8,2,2,0,-3.736,9.322,1.6005,-0.6005,0.0
83,600,10,7,2,2,1,44.69,101.927,1.0438,-0.0438,0.0
83,800,9,4,2,1,0,0.361,5.34,0.5019,0.4981,0.0
83,1200,5,0,0,0,0,119.783,119.783,0.0,1.0,0.0
83,1600,4,0,0,0,0,12.348,12.348,0.0,1.0,0.0
83,2000,4,0,0,0,0,18.091,18.091,0.0,1.0,0.0
84,100,12,9,3,5,0,99.544,118.316,0.164,0.836,0.0
84,200,12,9,3,4,0,49.674,101.698,0.8306,0.1694,0.0
84,300,12,9,4,3,1,92.006,158.859,0.5847,0.4153,0.0
84,450,11,8,4,0,2,0.08,21.249,1.7982,-0.7982,0.0
84,600,9,5,3,0,1,0.096,13.22,0.966,0.034,0.0
84,800,7,3,1,0,1,48.825,54.798,0.1128,0.8872,0.0
84,1200,4,3,0,1,0,5.458,11.216,0.8017,0.1983,0.0
84,1600,4,3,1,2,0,12.419,56.8,3.5735,-2.5735,0.0
84,2000,4,1,0,1,0,36.502,39.933,0.094,0.906,0.0
85,100,12,9,5,3,0,9.963,18.553,0.5666,0.4334,0.0
85,200,12,9,5,2,0,102.15,160.67,0.5455,0.4545,0.0
85,300,12,9,5,2,0,5.084,20.384,0.9761,0.0239,0.0
