n_requested,n_actual,grid,cells_per_robot,seed,steps_run,survivors,final_cov,final_found,found_frac,deaths,hazard_deaths,battery_deaths,peak_relays,t_first_found,t_half_found,t_all_found,completed,wall_s,step_mean_ms,step_p50_ms,step_p90_ms,step_max_ms,ground_mean_ms,ground_p90_ms,astar_sum_mean_ms,astar_max_mean_ms,astar_max_p90_ms,dist_mean_ms,dist_p90_ms,role_ms,alloc_ms,relay_cover_ms,explorer_move_ms,relay_move_ms,astar_explorer_ms,astar_relay_ms,other_ms,step_ms_per_robot,ground_ms_per_robot,role_ms_per_robot,alloc_ms_per_robot,relay_cover_ms_per_robot,explorer_move_ms_per_robot,relay_move_ms_per_robot
20,20,126,793.8,11,437,18,94.06,18,1.0,0,0,0,7,27,67,437,1,17.2,39.265,36.095,60.723,120.948,27.801,36.564,11.464,5.709,12.794,33.509,45.763,2.27,1.417,0.243,12.31,5.292,7.358,4.107,17.733,1.9633,1.39,0.1135,0.0709,0.0121,0.6155,0.2646
20,20,126,793.8,12,428,18,86.01,18,1.0,0,0,0,6,1,39,428,1,18.8,43.822,36.462,78.201,120.432,34.184,43.61,9.638,4.013,12.317,38.197,52.199,5.839,2.369,0.47,15.265,0.758,9.544,0.094,19.12,2.1911,1.7092,0.292,0.1185,0.0235,0.7633,0.0379
20,20,126,793.8,13,1500,18,98.37,16,0.889,4,0,4,6,10,53,-1,0,80.1,53.398,32.957,119.489,229.1,21.199,33.661,32.199,6.025,12.383,27.224,44.603,2.707,1.559,0.144,36.175,3.146,29.787,2.412,9.666,2.6699,1.0599,0.1354,0.078,0.0072,1.8088,0.1573
20,20,126,793.8,14,480,18,97.57,18,1.0,0,0,0,7,4,40,480,1,33.6,69.924,55.493,145.21,230.408,30.022,38.654,39.903,8.799,13.325,38.821,50.535,2.351,2.039,0.433,47.018,0.72,39.809,0.094,17.363,3.4962,1.5011,0.1176,0.102,0.0217,2.3509,0.036
20,20,126,793.8,15,461,18,93.52,18,1.0,0,0,0,8,3,78,461,1,23.5,50.951,40.822,97.593,141.016,28.087,37.297,22.863,7.011,12.913,35.098,47.964,3.047,1.644,0.288,27.423,1.055,22.739,0.124,17.494,2.5475,1.4044,0.1523,0.0822,0.0144,1.3711,0.0527
20,20,126,793.8,16,1500,18,99.38,17,0.944,7,0,7,6,1,120,-1,0,38.5,25.686,10.218,57.26,126.663,16.895,32.187,8.792,3.083,11.46,19.978,39.621,2.674,1.025,0.107,13.494,1.32,7.803,0.989,7.066,1.2843,0.8447,0.1337,0.0513,0.0054,0.6747,0.066
20,20,126,793.8,17,336,18,73.51,18,1.0,0,0,0,8,1,49,336,1,12.2,36.186,31.058,58.03,113.384,28.826,35.983,7.359,4.056,13.402,32.882,45.101,2.344,2.043,0.507,10.89,1.023,7.187,0.172,19.379,1.8093,1.4413,0.1172,0.1022,0.0253,0.5445,0.0512
20,20,126,793.8,18,1500,18,99.94,17,0.944,5,0,5,7,1,54,-1,0,65.4,43.616,39.922,87.85,152.666,22.082,39.474,21.534,5.288,11.561,27.37,45.929,3.108,0.943,0.218,29.597,0.676,21.422,0.112,9.074,2.1808,1.1041,0.1554,0.0471,0.0109,1.4798,0.0338
20,20,126,793.8,19,610,18,96.93,18,1.0,5,0,5,7,40,92,610,1,25.9,42.49,39.963,60.848,141.517,30.409,39.904,12.081,4.655,12.5,35.064,45.12,4.741,1.622,0.308,19.301,0.645,12.024,0.058,15.873,2.1245,1.5204,0.237,0.0811,0.0154,0.965,0.0322
20,20,126,793.8,20,1500,18,99.1,15,0.833,4,0,4,6,10,77,-1,0,98.5,65.674,29.08,179.141,266.41,20.491,34.014,45.184,5.457,12.28,25.948,45.478,2.809,1.79,0.211,51.319,0.401,45.098,0.085,9.144,3.2837,1.0245,0.1405,0.0895,0.0105,2.5659,0.02
30,30,156,811.2,11,718,27,98.08,27,1.0,10,0,10,6,29,107,718,1,44.5,61.974,47.929,126.078,253.216,50.809,104.267,11.165,4.951,18.677,55.76,110.153,3.685,9.233,0.513,18.964,0.914,11.005,0.16,28.664,2.0658,1.6936,0.1228,0.3078,0.0171,0.6321,0.0305
30,30,156,811.2,12,482,27,97.3,27,1.0,2,0,2,6,1,54,482,1,47.5,98.505,91.652,158.456,383.18,56.617,90.884,41.888,12.765,19.46,69.381,102.069,3.513,7.616,0.51,55.07,3.606,39.587,2.301,28.19,3.2835,1.8872,0.1171,0.2539,0.017,1.8357,0.1202
30,30,156,811.2,13,1500,27,99.76,25,0.926,14,0,14,7,3,53,-1,0,159.4,106.275,103.34,192.631,323.022,31.822,56.553,74.453,14.057,19.285,45.879,63.217,3.486,3.304,0.166,82.322,0.968,74.371,0.082,16.028,3.5425,1.0607,0.1162,0.1101,0.0055,2.7441,0.0323
30,30,156,811.2,14,505,27,90.7,27,1.0,1,0,1,6,1,86,505,1,59.4,117.605,108.135,186.789,422.351,61.293,99.74,56.312,12.814,19.935,74.107,119.46,4.144,8.482,0.559,71.533,1.148,56.152,0.16,31.738,3.9202,2.0431,0.1381,0.2827,0.0186,2.3844,0.0383
30,30,156,811.2,15,491,27,92.47,27,1.0,3,0,3,7,17,113,491,1,41.2,83.804,65.375,154.557,316.602,57.072,90.689,26.731,8.952,19.887,66.025,109.454,7.942,7.768,0.664,35.565,1.079,26.55,0.182,30.786,2.7935,1.9024,0.2647,0.2589,0.0221,1.1855,0.036
30,30,156,811.2,16,1500,27,99.83,26,0.963,14,0,14,8,1,111,-1,0,152.7,101.774,81.225,219.64,342.268,32.052,54.533,69.722,12.941,19.897,44.993,69.481,2.949,3.52,0.449,76.684,1.019,69.506,0.217,17.154,3.3925,1.0684,0.0983,0.1173,0.015,2.5561,0.034
30,30,156,811.2,17,1500,27,99.94,26,0.963,15,0,15,5,2,112,-1,0,83.7,55.81,51.432,100.793,351.696,34.604,64.784,21.207,7.301,18.914,41.905,71.736,3.002,3.694,0.236,31.876,0.563,21.135,0.072,16.44,1.8603,1.1535,0.1001,0.1231,0.0079,1.0625,0.0188
30,30,156,811.2,18,481,27,88.4,27,1.0,2,0,2,7,8,74,481,1,42.3,88.028,73.812,155.318,275.296,64.177,111.446,23.85,6.547,19.145,70.724,118.556,3.833,10.691,0.641,39.493,1.224,23.712,0.139,32.147,2.9343,2.1392,0.1278,0.3564,0.0214,1.3164,0.0408
30,30,156,811.2,19,798,27,99.84,27,1.0,9,0,9,6,14,74,798,1,67.1,84.064,65.724,184.823,348.626,46.102,66.435,37.962,10.09,19.903,56.192,83.225,3.392,6.284,0.473,47.295,1.087,37.826,0.136,25.533,2.8021,1.5367,0.1131,0.2095,0.0158,1.5765,0.0362
30,30,156,811.2,20,719,27,95.3,27,1.0,8,0,8,6,1,43,719,1,88.5,123.072,87.308,222.984,411.003,47.914,64.51,75.158,10.945,19.134,58.859,80.417,3.397,4.176,0.403,88.183,0.881,75.01,0.148,26.032,4.1024,1.5971,0.1132,0.1392,0.0134,2.9394,0.0294
40,40,180,810.0,11,1500,36,99.55,34,0.944,18,0,18,7,1,98,-1,0,342.4,228.237,190.912,403.357,644.799,53.416,87.502,174.821,21.152,25.862,74.567,100.931,4.249,5.211,0.293,191.361,0.826,174.678,0.143,26.297,5.7059,1.3354,0.1062,0.1303,0.0073,4.784,0.0206
40,40,180,810.0,12,437,36,94.6,36,1.0,1,0,1,6,6,75,437,1,48.2,110.209,91.552,201.8,481.668,85.319,156.889,24.89,8.949,25.35,94.268,172.927,8.119,14.326,0.611,35.705,1.809,24.712,0.178,49.639,2.7552,2.133,0.203,0.3581,0.0153,0.8926,0.0452
40,40,180,810.0,13,515,36,96.8,36,1.0,5,0,5,7,2,82,515,1,79.8,154.991,118.938,288.925,590.378,85.191,163.475,69.8,16.488,26.337,101.679,187.715,5.978,15.647,0.575,77.155,10.212,62.171,7.629,45.425,3.8748,2.1298,0.1494,0.3912,0.0144,1.9289,0.2553
40,40,180,810.0,14,800,36,99.03,36,1.0,13,0,13,8,6,208,800,1,138.7,173.34,147.657,317.706,604.241,77.125,136.545,96.215,17.366,26.373,94.49,163.472,6.212,15.126,0.547,110.689,2.048,95.966,0.249,38.717,4.3335,1.9281,0.1553,0.3782,0.0137,2.7672,0.0512
40,40,180,810.0,15,497,36,95.74,36,1.0,6,0,6,7,1,117,497,1,57.6,115.848,90.489,233.849,451.615,92.764,184.425,23.084,5.62,13.285,98.384,193.16,6.605,20.226,0.892,40.084,1.769,22.569,0.515,46.272,2.8962,2.3191,0.1651,0.5057,0.0223,1.0021,0.0442
40,40,180,810.0,16,406,36,91.48,36,1.0,2,0,2,7,7,75,406,1,40.7,100.128,79.628,219.768,466.823,84.256,177.404,15.872,7.063,26.022,91.319,190.802,7.995,16.352,0.682,27.083,2.461,15.5,0.372,45.554,2.5032,2.1064,0.1999,0.4088,0.0171,0.6771,0.0615
40,40,180,810.0,17,1500,36,99.8,34,0.944,18,0,18,8,1,104,-1,0,315.3,210.184,201.379,364.591,502.579,50.205,81.037,159.98,21.522,26.869,71.727,95.623,4.125,5.319,0.39,174.793,0.934,159.863,0.117,24.624,5.2546,1.2551,0.1031,0.133,0.0098,4.3698,0.0233
40,40,180,810.0,18,384,36,91.62,36,1.0,0,0,0,7,2,79,384,1,51.9,135.246,111.464,271.155,594.409,85.97,165.466,49.276,12.727,25.85,98.696,184.677,6.217,13.686,0.723,67.153,1.285,49.034,0.242,46.181,3.3811,2.1492,0.1554,0.3422,0.0181,1.6788,0.0321
40,40,180,810.0,19,386,36,94.69,36,1.0,0,0,0,6,1,67,386,1,46.3,119.885,90.237,269.766,521.991,93.281,188.645,26.604,10.121,26.034,103.402,207.27,5.783,22.571,0.816,41.19,2.378,26.187,0.417,47.147,2.9971,2.332,0.1446,0.5643,0.0204,1.0297,0.0594
40,40,180,810.0,20,499,36,94.56,36,1.0,7,0,7,7,19,54,499,1,54.8,109.862,80.342,268.674,493.947,88.522,191.891,21.34,7.328,25.395,95.851,203.298,4.796,22.002,0.836,34.433,2.061,20.929,0.411,45.734,2.7465,2.2131,0.1199,0.5501,0.0209,0.8608,0.0515
50,50,200,800.0,11,1500,45,99.44,41,0.911,15,0,15,7,6,96,-1,0,1154.3,769.526,879.926,1280.252,2409.901,85.719,130.055,683.807,30.648,33.158,116.367,162.091,5.822,5.987,0.249,706.67,10.12,675.499,8.308,40.678,15.3905,1.7144,0.1164,0.1197,0.005,14.1334,0.2024
50,50,200,800.0,12,403,45,97.02,45,1.0,1,0,1,6,1,67,403,1,68.8,170.775,136.019,349.809,628.03,117.754,237.156,53.022,15.719,33.607,133.473,259.622,8.219,23.517,0.772,71.375,2.026,52.672,0.349,64.867,3.4155,2.3551,0.1644,0.4703,0.0154,1.4275,0.0405
50,50,200,800.0,13,1500,45,99.83,43,0.956,16,0,16,7,1,58,-1,0,974.0,649.357,765.387,1026.012,1172.771,79.512,121.168,569.845,28.157,31.573,107.669,145.948,7.442,6.13,0.435,600.123,1.38,569.558,0.286,33.846,12.9871,1.5902,0.1488,0.1226,0.0087,12.0025,0.0276
50,50,200,800.0,14,1500,45,99.61,38,0.844,16,0,16,8,1,139,-1,0,314.2,209.485,77.805,720.684,909.481,72.382,124.03,137.103,12.447,32.625,84.829,141.908,4.534,6.61,0.344,166.63,0.977,136.974,0.128,30.39,4.1897,1.4476,0.0907,0.1322,0.0069,3.3326,0.0195
50,50,200,800.0,15,459,45,95.14,45,1.0,4,0,4,7,11,60,459,1,83.3,181.547,135.466,380.121,789.183,113.111,211.373,68.436,18.456,33.538,131.566,241.746,8.236,19.792,0.761,85.957,1.709,68.151,0.285,65.091,3.6309,2.2622,0.1647,0.3958,0.0152,1.7191,0.0342
50,50,200,800.0,16,388,45,97.97,45,1.0,0,0,0,7,9,57,388,1,56.9,146.74,121.032,263.099,587.075,104.269,140.7,42.47,14.359,33.024,118.629,169.194,6.557,13.164,0.865,61.344,1.913,42.131,0.339,62.896,2.9348,2.0854,0.1311,0.2633,0.0173,1.2269,0.0383
50,50,200,800.0,17,411,45,93.38,45,1.0,4,0,4,7,1,108,411,1,64.4,156.614,125.011,335.229,542.893,117.082,234.479,39.533,14.004,33.251,131.086,262.857,12.255,21.282,0.998,56.63,2.522,39.041,0.492,62.927,3.1323,2.3416,0.2451,0.4256,0.02,1.1326,0.0504
50,50,200,800.0,18,451,45,96.67,45,1.0,2,0,2,8,1,116,451,1,75.9,168.322,135.655,311.573,798.795,107.973,197.025,60.349,20.168,32.685,128.141,228.083,8.423,18.725,0.938,76.611,1.651,60.002,0.347,61.974,3.3664,2.1595,0.1685,0.3745,0.0188,1.5322,0.033
50,50,200,800.0,19,467,45,95.25,45,1.0,2,0,2,9,1,112,467,1,104.2,223.146,174.657,412.488,838.5,122.385,210.679,100.761,20.289,32.994,142.674,243.435,9.131,20.946,0.778,126.872,2.056,100.339,0.422,63.363,4.4629,2.4477,0.1826,0.4189,0.0156,2.5374,0.0411
50,50,200,800.0,20,435,45,94.67,45,1.0,1,0,1,7,1,78,435,1,74.2,170.533,138.453,364.179,601.654,120.171,205.883,50.362,14.476,32.703,134.647,228.88,10.408,18.359,0.831,74.029,1.888,49.805,0.557,65.018,3.4107,2.4034,0.2082,0.3672,0.0166,1.4806,0.0378
60,60,220,806.7,11,1500,54,99.99,53,0.981,20,0,20,7,1,138,-1,0,176.1,117.365,82.709,218.376,1016.876,92.578,153.403,24.787,7.373,37.313,99.951,176.191,6.098,8.61,0.437,62.546,0.954,24.65,0.137,38.72,1.9561,1.543,0.1016,0.1435,0.0073,1.0424,0.0159
60,60,220,806.7,12,542,54,98.57,54,1.0,10,0,10,7,1,92,542,1,195.8,361.209,243.753,731.101,1201.47,150.156,269.017,211.053,19.828,38.48,169.984,292.67,9.288,25.578,0.871,250.21,2.559,210.629,0.425,72.703,6.0201,2.5026,0.1548,0.4263,0.0145,4.1702,0.0427
60,60,220,806.7,13,1500,54,99.93,52,0.963,19,0,19,6,1,141,-1,0,543.1,362.037,218.308,926.999,1381.676,101.756,167.848,260.281,27.396,39.78,129.153,197.817,4.951,12.359,0.328,279.981,22.84,240.78,19.501,41.578,6.034,1.6959,0.0825,0.206,0.0055,4.6663,0.3807
60,60,220,806.7,14,501,54,95.63,54,1.0,7,0,7,6,1,163,501,1,113.6,226.725,191.228,418.17,766.391,148.479,230.495,78.246,17.432,38.812,165.911,263.561,10.642,20.257,0.851,112.707,1.933,77.873,0.373,80.335,3.7787,2.4746,0.1774,0.3376,0.0142,1.8784,0.0322
60,60,220,806.7,15,594,54,99.47,54,1.0,15,0,15,7,1,99,594,1,174.3,293.355,227.254,572.527,1023.627,134.81,214.221,158.544,26.564,40.0,161.374,241.873,7.231,18.617,0.646,170.346,22.85,138.824,19.72,73.664,4.8892,2.2468,0.1205,0.3103,0.0108,2.8391,0.3808
60,60,220,806.7,16,1500,54,99.98,53,0.981,20,0,20,7,1,74,-1,0,231.8,154.493,89.495,333.624,1336.613,97.174,166.619,57.319,9.888,38.431,107.062,178.946,9.063,12.293,0.529,93.704,1.149,57.115,0.204,37.754,2.5749,1.6196,0.1511,0.2049,0.0088,1.5617,0.0191
60,60,220,806.7,17,308,54,89.53,54,1.0,0,0,0,6,1,81,308,1,62.8,204.045,166.79,381.33,841.887,149.584,302.53,54.461,18.737,39.141,168.321,311.348,10.116,29.664,0.912,76.213,2.4,54.123,0.338,84.74,3.4007,2.4931,0.1686,0.4944,0.0152,1.2702,0.04
60,60,220,806.7,18,723,54,99.9,54,1.0,17,0,17,8,8,113,723,1,239.2,330.793,300.077,570.867,877.981,130.284,208.649,200.51,29.492,40.673,159.775,244.399,11.054,20.649,0.848,228.696,2.182,200.12,0.39,67.364,5.5132,2.1714,0.1842,0.3442,0.0141,3.8116,0.0364
60,60,220,806.7,19,475,54,95.33,54,1.0,3,0,3,7,3,92,475,1,99.0,208.372,163.297,481.175,773.681,139.469,237.036,68.903,15.771,38.863,155.24,249.147,9.43,22.885,0.998,90.079,1.55,68.497,0.405,83.43,3.4729,2.3245,0.1572,0.3814,0.0166,1.5013,0.0258
60,60,220,806.7,20,411,54,88.95,54,1.0,1,0,1,7,5,80,411,1,90.9,221.136,182.597,438.609,828.002,166.749,276.144,54.387,13.317,38.238,180.066,304.004,10.462,26.284,0.842,99.686,2.726,53.88,0.506,81.136,3.6856,2.7792,0.1744,0.4381,0.014,1.6614,0.0454
70,70,238,809.2,11,1500,64,99.64,54,0.844,27,0,27,7,1,91,-1,0,352.0,234.691,135.094,417.425,2208.173,113.651,185.93,121.041,15.6,45.422,129.251,209.643,6.056,6.656,0.159,155.325,16.155,106.774,14.267,50.34,3.3527,1.6236,0.0865,0.0951,0.0023,2.2189,0.2308
70,70,238,809.2,12,785,64,99.99,64,1.0,25,0,25,7,2,114,785,1,135.4,172.508,143.251,294.067,963.699,129.962,232.102,42.546,15.742,45.848,145.704,245.309,8.725,13.32,0.651,73.484,2.359,42.139,0.407,73.971,2.4644,1.8566,0.1246,0.1903,0.0093,1.0498,0.0337
70,70,238,809.2,13,435,64,95.63,64,1.0,1,0,1,7,1,101,435,1,122.6,281.838,219.582,590.362,1186.1,185.506,289.341,96.331,16.736,45.475,202.242,320.983,12.934,22.799,0.941,140.568,2.956,95.527,0.805,101.641,4.0263,2.6501,0.1848,0.3257,0.0134,2.0081,0.0422
70,70,238,809.2,14,1500,64,99.84,58,0.906,24,0,24,6,1,103,-1,0,458.5,305.665,123.215,1028.517,2183.134,124.655,217.016,181.01,15.322,46.927,139.977,252.076,9.239,9.556,0.312,235.105,0.786,180.884,0.126,50.667,4.3666,1.7808,0.132,0.1365,0.0045,3.3586,0.0112
70,70,238,809.2,15,937,64,100.0,64,1.0,24,0,24,8,1,90,937,1,157.8,168.436,133.254,287.432,2299.68,121.675,214.228,46.761,13.136,45.78,134.81,231.119,9.846,8.744,0.9,80.362,1.603,46.382,0.379,66.981,2.4062,1.7382,0.1407,0.1249,0.0129,1.148,0.0229
70,70,238,809.2,16,835,64,100.0,64,1.0,22,0,22,7,1,82,835,1,202.4,242.331,196.68,469.837,1575.094,134.16,231.015,108.17,22.608,46.562,156.768,253.581,7.683,14.368,0.766,142.329,2.224,107.781,0.39,74.961,3.4619,1.9166,0.1098,0.2053,0.0109,2.0333,0.0318
70,70,238,809.2,17,486,64,98.32,64,1.0,5,0,5,6,4,106,486,1,114.2,234.975,188.772,459.608,859.213,172.276,276.421,62.7,13.0,44.001,185.275,292.132,13.098,24.15,0.772,98.994,1.521,62.268,0.432,96.44,3.3568,2.4611,0.1871,0.345,0.011,1.4142,0.0217
70,70,238,809.2,18,1500,64,99.99,63,0.984,27,0,27,7,2,109,-1,0,230.2,153.469,112.511,319.609,1349.836,116.833,198.653,36.636,8.792,44.645,125.625,224.52,8.047,11.673,0.65,78.195,2.3,36.147,0.489,52.605,2.1924,1.669,0.115,0.1668,0.0093,1.1171,0.0329
70,70,238,809.2,19,527,64,98.26,64,1.0,4,0,4,7,1,71,527,1,153.2,290.724,245.652,542.472,1049.423,185.125,300.86,105.599,20.887,46.397,206.012,331.588,12.254,23.796,0.886,156.697,4.035,105.094,0.505,93.056,4.1532,2.6446,0.1751,0.3399,0.0127,2.2385,0.0576
70,70,238,809.2,20,1500,64,99.99,62,0.969,29,0,29,6,1,111,-1,0,297.2,198.094,135.904,364.75,1736.959,125.1,233.348,72.993,16.67,45.516,141.77,262.138,8.865,13.018,0.634,119.449,2.153,72.112,0.881,53.974,2.8299,1.7871,0.1266,0.186,0.0091,1.7064,0.0308
80,80,254,806.5,11,511,73,97.44,73,1.0,9,0,9,7,1,67,511,1,170.0,332.601,283.656,620.757,1251.498,216.313,366.574,116.289,33.346,52.662,249.659,415.68,14.126,34.223,0.706,130.306,32.9,87.241,29.048,120.341,4.1575,2.7039,0.1766,0.4278,0.0088,1.6288,0.4112
80,80,254,806.5,12,483,73,97.95,73,1.0,12,0,12,7,1,124,483,1,194.0,401.6,296.271,879.422,1776.984,202.365,310.286,199.235,32.548,53.229,234.913,355.05,12.858,27.668,0.639,223.836,20.782,181.569,17.666,115.816,5.02,2.5296,0.1607,0.3458,0.008,2.7979,0.2598
80,80,254,806.5,13,532,73,98.67,73,1.0,11,0,11,6,1,103,532,1,239.8,450.687,295.419,994.79,2098.387,209.317,334.3,241.37,32.303,54.613,241.62,369.161,15.702,30.57,0.873,287.274,2.134,240.874,0.496,114.135,5.6336,2.6165,0.1963,0.3821,0.0109,3.5909,0.0267
80,80,254,806.5,14,476,73,97.2,73,1.0,6,0,6,7,1,89,476,1,162.4,341.178,269.312,723.302,2381.338,242.585,491.096,98.593,24.548,52.454,267.133,516.909,14.027,50.537,0.846,153.46,2.959,97.992,0.601,119.348,4.2647,3.0323,0.1753,0.6317,0.0106,1.9183,0.037
80,80,254,806.5,15,512,73,99.6,73,1.0,13,0,13,7,1,167,512,1,180.6,352.631,267.726,770.657,1917.064,214.658,388.502,137.973,27.317,53.605,241.975,440.777,16.938,39.985,0.965,177.21,3.154,137.398,0.575,114.379,4.4079,2.6832,0.2117,0.4998,0.0121,2.2151,0.0394
80,80,254,806.5,16,363,73,93.5,73,1.0,2,0,2,6,1,69,363,1,102.9,283.554,234.729,531.496,1386.686,220.311,370.079,63.243,20.039,51.673,240.35,415.197,14.927,38.96,0.934,100.44,3.03,62.696,0.546,125.263,3.5444,2.7539,0.1866,0.487,0.0117,1.2555,0.0379
80,80,254,806.5,17,718,73,99.99,73,1.0,26,0,26,7,1,143,718,1,196.6,273.813,173.216,656.358,1946.897,161.634,273.131,112.179,21.411,55.394,183.045,309.211,13.74,17.394,0.952,148.565,2.382,111.576,0.603,90.781,3.4227,2.0204,0.1717,0.2174,0.0119,1.8571,0.0298
80,80,254,806.5,18,408,73,94.62,73,1.0,2,0,2,7,1,75,408,1,119.6,293.081,213.434,658.345,1377.175,228.776,470.358,64.305,19.494,51.577,248.269,495.38,13.811,45.019,0.963,104.461,3.961,63.867,0.439,124.865,3.6635,2.8597,0.1726,0.5627,0.012,1.3058,0.0495
80,80,254,806.5,19,556,73,99.96,73,1.0,14,0,14,5,1,125,556,1,232.3,417.792,283.83,903.855,1928.122,190.061,295.026,227.731,32.738,53.051,222.799,338.266,11.504,26.496,0.573,259.886,7.822,221.79,5.941,111.511,5.2224,2.3758,0.1438,0.3312,0.0072,3.2486,0.0978
80,80,254,806.5,20,483,73,98.41,73,1.0,2,0,2,6,4,112,483,1,210.7,436.25,314.69,925.592,2331.048,226.123,341.525,210.127,26.105,52.463,252.228,381.817,14.951,29.459,0.943,269.425,3.274,209.61,0.517,118.198,5.4531,2.8265,0.1869,0.3682,0.0118,3.3678,0.0409
90,90,268,798.0,11,409,81,94.29,81,1.0,1,0,1,7,1,148,409,1,169.2,413.685,327.214,880.393,1924.564,279.54,471.621,134.145,26.451,61.893,305.991,519.892,20.916,40.883,1.068,201.561,4.815,133.603,0.542,144.442,4.5965,3.106,0.2324,0.4543,0.0119,2.2396,0.0535
90,90,268,798.0,12,1500,81,99.98,80,0.988,27,0,27,8,2,77,-1,0,1254.7,836.436,277.216,2676.08,4416.27,197.167,309.127,639.269,31.952,63.747,229.12,354.496,12.423,18.576,0.777,717.06,2.923,638.747,0.522,84.678,9.2937,2.1907,0.138,0.2064,0.0086,7.9673,0.0325
90,90,268,798.0,13,613,81,99.98,81,1.0,20,0,20,8,11,121,613,1,325.8,531.469,323.775,1276.349,2041.093,222.336,338.077,309.134,33.443,60.637,255.779,387.176,15.528,29.24,0.937,354.428,3.774,308.645,0.488,127.563,5.9052,2.4704,0.1725,0.3249,0.0104,3.9381,0.0419
90,90,268,798.0,14,478,81,99.09,81,1.0,6,0,6,7,6,149,478,1,205.2,429.176,357.344,873.879,1680.371,250.077,421.144,179.099,42.863,64.287,292.939,485.084,15.926,37.312,0.629,190.289,47.949,137.601,41.498,137.072,4.7686,2.7786,0.177,0.4146,0.007,2.1143,0.5328
