n_requested,n_actual,grid,cells_per_robot,seed,metric,value
10,10,90,810.0,15,astar_max_mean_ms,2.925
10,10,90,810.0,15,astar_max_p90_ms,6.687
10,10,90,810.0,15,dist_mean_ms,15.135
10,10,90,810.0,15,dist_p90_ms,22.245
10,10,90,810.0,15,role_ms,1.332
10,10,90,810.0,15,alloc_ms,0.51
10,10,90,810.0,15,relay_cover_ms,0.181
10,10,90,810.0,15,explorer_move_ms,8.248
10,10,90,810.0,15,relay_move_ms,0.326
10,10,90,810.0,15,astar_explorer_ms,6.475
10,10,90,810.0,15,astar_relay_ms,0.058
10,10,90,810.0,15,other_ms,8.146
10,10,90,810.0,15,step_ms_per_robot,1.8743
10,10,90,810.0,15,ground_ms_per_robot,1.2209
10,10,90,810.0,15,role_ms_per_robot,0.1332
10,10,90,810.0,15,alloc_ms_per_robot,0.051
10,10,90,810.0,15,relay_cover_ms_per_robot,0.0181
10,10,90,810.0,15,explorer_move_ms_per_robot,0.8248
10,10,90,810.0,15,relay_move_ms_per_robot,0.0326
10,10,90,810.0,16,steps_run,1500
10,10,90,810.0,16,survivors,9
10,10,90,810.0,16,final_cov,91.15
10,10,90,810.0,16,final_found,5
10,10,90,810.0,16,found_frac,0.556
10,10,90,810.0,16,deaths,4
10,10,90,810.0,16,hazard_deaths,0
10,10,90,810.0,16,battery_deaths,4
10,10,90,810.0,16,peak_relays,6
10,10,90,810.0,16,t_first_found,10
10,10,90,810.0,16,t_half_found,383
10,10,90,810.0,16,t_all_found,-1
10,10,90,810.0,16,completed,0
10,10,90,810.0,16,wall_s,17.1
10,10,90,810.0,16,step_mean_ms,11.41
10,10,90,810.0,16,step_p50_ms,10.065
10,10,90,810.0,16,step_p90_ms,17.525
10,10,90,810.0,16,step_max_ms,80.148
10,10,90,810.0,16,ground_mean_ms,8.654
10,10,90,810.0,16,ground_p90_ms,11.597
10,10,90,810.0,16,astar_sum_mean_ms,2.756
10,10,90,810.0,16,astar_max_mean_ms,1.515
10,10,90,810.0,16,astar_max_p90_ms,3.701
10,10,90,810.0,16,dist_mean_ms,10.17
10,10,90,810.0,16,dist_p90_ms,14.165
10,10,90,810.0,16,role_ms,2.701
10,10,90,810.0,16,alloc_ms,0.326
10,10,90,810.0,16,relay_cover_ms,0.046
10,10,90,810.0,16,explorer_move_ms,4.177
10,10,90,810.0,16,relay_move_ms,0.353
10,10,90,810.0,16,astar_explorer_ms,2.71
10,10,90,810.0,16,astar_relay_ms,0.045
10,10,90,810.0,16,other_ms,3.807
10,10,90,810.0,16,step_ms_per_robot,1.141
10,10,90,810.0,16,ground_ms_per_robot,0.8654
10,10,90,810.0,16,role_ms_per_robot,0.2701
10,10,90,810.0,16,alloc_ms_per_robot,0.0326
10,10,90,810.0,16,relay_cover_ms_per_robot,0.0046
10,10,90,810.0,16,explorer_move_ms_per_robot,0.4177
10,10,90,810.0,16,relay_move_ms_per_robot,0.0353
10,10,90,810.0,17,steps_run,1500
10,10,90,810.0,17,survivors,9
10,10,90,810.0,17,final_cov,94.99
10,10,90,810.0,17,final_found,7
10,10,90,810.0,17,found_frac,0.778
10,10,90,810.0,17,deaths,1
10,10,90,810.0,17,hazard_deaths,1
10,10,90,810.0,17,battery_deaths,0
10,10,90,810.0,17,peak_relays,6
10,10,90,810.0,17,t_first_found,15
10,10,90,810.0,17,t_half_found,84
10,10,90,810.0,17,t_all_found,-1
10,10,90,810.0,17,completed,0
10,10,90,810.0,17,wall_s,20.8
10,10,90,810.0,17,step_mean_ms,13.878
10,10,90,810.0,17,step_p50_ms,12.597
10,10,90,810.0,17,step_p90_ms,20.783
10,10,90,810.0,17,step_max_ms,58.244
10,10,90,810.0,17,ground_mean_ms,9.831
10,10,90,810.0,17,ground_p90_ms,13.823
10,10,90,810.0,17,astar_sum_mean_ms,4.047
10,10,90,810.0,17,astar_max_mean_ms,1.867
10,10,90,810.0,17,astar_max_p90_ms,2.13
10,10,90,810.0,17,dist_mean_ms,11.698
10,10,90,810.0,17,dist_p90_ms,17.048
10,10,90,810.0,17,role_ms,2.034
10,10,90,810.0,17,alloc_ms,0.421
10,10,90,810.0,17,relay_cover_ms,0.049
10,10,90,810.0,17,explorer_move_ms,6.195
10,10,90,810.0,17,relay_move_ms,0.616
10,10,90,810.0,17,astar_explorer_ms,4.033
10,10,90,810.0,17,astar_relay_ms,0.014
10,10,90,810.0,17,other_ms,4.563
10,10,90,810.0,17,step_ms_per_robot,1.3878
10,10,90,810.0,17,ground_ms_per_robot,0.9831
10,10,90,810.0,17,role_ms_per_robot,0.2034
10,10,90,810.0,17,alloc_ms_per_robot,0.0421
10,10,90,810.0,17,relay_cover_ms_per_robot,0.0049
10,10,90,810.0,17,explorer_move_ms_per_robot,0.6195
10,10,90,810.0,17,relay_move_ms_per_robot,0.0616
10,10,90,810.0,18,steps_run,1500
10,10,90,810.0,18,survivors,9
10,10,90,810.0,18,final_cov,96.33
10,10,90,810.0,18,final_found,8
10,10,90,810.0,18,found_frac,0.889
10,10,90,810.0,18,deaths,4
10,10,90,810.0,18,hazard_deaths,0
10,10,90,810.0,18,battery_deaths,4
10,10,90,810.0,18,peak_relays,5
10,10,90,810.0,18,t_first_found,58
10,10,90,810.0,18,t_half_found,75
10,10,90,810.0,18,t_all_found,-1
10,10,90,810.0,18,completed,0
10,10,90,810.0,18,wall_s,56.7
10,10,90,810.0,18,step_mean_ms,37.817
10,10,90,810.0,18,step_p50_ms,43.214
10,10,90,810.0,18,step_p90_ms,61.142
10,10,90,810.0,18,step_max_ms,85.172
10,10,90,810.0,18,ground_mean_ms,11.492
10,10,90,810.0,18,ground_p90_ms,15.762
10,10,90,810.0,18,astar_sum_mean_ms,26.326
10,10,90,810.0,18,astar_max_mean_ms,4.985
10,10,90,810.0,18,astar_max_p90_ms,6.932
10,10,90,810.0,18,dist_mean_ms,16.477
10,10,90,810.0,18,dist_p90_ms,21.807
10,10,90,810.0,18,role_ms,1.673
10,10,90,810.0,18,alloc_ms,0.333
10,10,90,810.0,18,relay_cover_ms,0.069
10,10,90,810.0,18,explorer_move_ms,28.935
10,10,90,810.0,18,relay_move_ms,0.237
10,10,90,810.0,18,astar_explorer_ms,26.307
10,10,90,810.0,18,astar_relay_ms,0.018
10,10,90,810.0,18,other_ms,6.571
10,10,90,810.0,18,step_ms_per_robot,3.7817
10,10,90,810.0,18,ground_ms_per_robot,1.1492
10,10,90,810.0,18,role_ms_per_robot,0.1673
10,10,90,810.0,18,alloc_ms_per_robot,0.0333
10,10,90,810.0,18,relay_cover_ms_per_robot,0.0069
10,10,90,810.0,18,explorer_move_ms_per_robot,2.8935
10,10,90,810.0,18,relay_move_ms_per_robot,0.0237
10,10,90,810.0,19,steps_run,1500
10,10,90,810.0,19,survivors,9
10,10,90,810.0,19,final_cov,99.58
10,10,90,810.0,19,final_found,8
10,10,90,810.0,19,found_frac,0.889
10,10,90,810.0,19,deaths,3
10,10,90,810.0,19,hazard_deaths,0
10,10,90,810.0,19,battery_deaths,2
10,10,90,810.0,19,peak_relays,6
10,10,90,810.0,19,t_first_found,72
10,10,90,810.0,19,t_half_found,168
10,10,90,810.0,19,t_all_found,-1
10,10,90,810.0,19,completed,0
10,10,90,810.0,19,wall_s,31.0
10,10,90,810.0,19,step_mean_ms,20.69
10,10,90,810.0,19,step_p50_ms,17.33
10,10,90,810.0,19,step_p90_ms,45.416
10,10,90,810.0,19,step_max_ms,71.92
10,10,90,810.0,19,ground_mean_ms,8.449
10,10,90,810.0,19,ground_p90_ms,14.264
10,10,90,810.0,19,astar_sum_mean_ms,12.241
10,10,90,810.0,19,astar_max_mean_ms,3.072
10,10,90,810.0,19,astar_max_p90_ms,6.714
10,10,90,810.0,19,dist_mean_ms,11.521
10,10,90,810.0,19,dist_p90_ms,19.026
10,10,90,810.0,19,role_ms,0.96
10,10,90,810.0,19,alloc_ms,0.287
10,10,90,810.0,19,relay_cover_ms,0.124
10,10,90,810.0,19,explorer_move_ms,14.79
10,10,90,810.0,19,relay_move_ms,0.223
10,10,90,810.0,19,astar_explorer_ms,12.198
10,10,90,810.0,19,astar_relay_ms,0.044
10,10,90,810.0,19,other_ms,4.306
10,10,90,810.0,19,step_ms_per_robot,2.069
10,10,90,810.0,19,ground_ms_per_robot,0.8449
10,10,90,810.0,19,role_ms_per_robot,0.096
10,10,90,810.0,19,alloc_ms_per_robot,0.0287
10,10,90,810.0,19,relay_cover_ms_per_robot,0.0124
10,10,90,810.0,19,explorer_move_ms_per_robot,1.479
10,10,90,810.0,19,relay_move_ms_per_robot,0.0223
10,10,90,810.0,20,steps_run,1500
10,10,90,810.0,20,survivors,9
10,10,90,810.0,20,final_cov,98.99
10,10,90,810.0,20,final_found,8
10,10,90,810.0,20,found_frac,0.889
10,10,90,810.0,20,deaths,3
10,10,90,810.0,20,hazard_deaths,1
10,10,90,810.0,20,battery_deaths,2
10,10,90,810.0,20,peak_relays,5
10,10,90,810.0,20,t_first_found,3
10,10,90,810.0,20,t_half_found,572
10,10,90,810.0,20,t_all_found,-1
10,10,90,810.0,20,completed,0
10,10,90,810.0,20,wall_s,32.0
10,10,90,810.0,20,step_mean_ms,21.297
10,10,90,810.0,20,step_p50_ms,20.271
10,10,90,810.0,20,step_p90_ms,34.95
10,10,90,810.0,20,step_max_ms,64.427
10,10,90,810.0,20,ground_mean_ms,10.943
10,10,90,810.0,20,ground_p90_ms,15.647
10,10,90,810.0,20,astar_sum_mean_ms,10.354
10,10,90,810.0,20,astar_max_mean_ms,3.224
10,10,90,810.0,20,astar_max_p90_ms,6.466
10,10,90,810.0,20,dist_mean_ms,14.167
10,10,90,810.0,20,dist_p90_ms,20.798
10,10,90,810.0,20,role_ms,2.099
10,10,90,810.0,20,alloc_ms,0.533
10,10,90,810.0,20,relay_cover_ms,0.154
10,10,90,810.0,20,explorer_move_ms,12.844
10,10,90,810.0,20,relay_move_ms,0.25
10,10,90,810.0,20,astar_explorer_ms,10.323
10,10,90,810.0,20,astar_relay_ms,0.031
10,10,90,810.0,20,other_ms,5.417
10,10,90,810.0,20,step_ms_per_robot,2.1297
10,10,90,810.0,20,ground_ms_per_robot,1.0943
10,10,90,810.0,20,role_ms_per_robot,0.2099
10,10,90,810.0,20,alloc_ms_per_robot,0.0533
10,10,90,810.0,20,relay_cover_ms_per_robot,0.0154
10,10,90,810.0,20,explorer_move_ms_per_robot,1.2844
10,10,90,810.0,20,relay_move_ms_per_robot,0.025
10,10,90,810.0,21,steps_run,449
10,10,90,810.0,21,survivors,9
10,10,90,810.0,21,final_cov,85.83
10,10,90,810.0,21,final_found,9
10,10,90,810.0,21,found_frac,1.0
10,10,90,810.0,21,deaths,0
10,10,90,810.0,21,hazard_deaths,0
10,10,90,810.0,21,battery_deaths,0
10,10,90,810.0,21,peak_relays,5
10,10,90,810.0,21,t_first_found,16
10,10,90,810.0,21,t_half_found,185
10,10,90,810.0,21,t_all_found,449
10,10,90,810.0,21,completed,1
10,10,90,810.0,21,wall_s,8.6
10,10,90,810.0,21,step_mean_ms,19.096
10,10,90,810.0,21,step_p50_ms,17.196
10,10,90,810.0,21,step_p90_ms,28.6
10,10,90,810.0,21,step_max_ms,56.767
10,10,90,810.0,21,ground_mean_ms,14.182
10,10,90,810.0,21,ground_p90_ms,19.255
10,10,90,810.0,21,astar_sum_mean_ms,4.914
10,10,90,810.0,21,astar_max_mean_ms,2.497
10,10,90,810.0,21,astar_max_p90_ms,5.316
10,10,90,810.0,21,dist_mean_ms,16.679
10,10,90,810.0,21,dist_p90_ms,22.375
10,10,90,810.0,21,role_ms,3.632
10,10,90,810.0,21,alloc_ms,0.557
10,10,90,810.0,21,relay_cover_ms,0.299
10,10,90,810.0,21,explorer_move_ms,6.407
10,10,90,810.0,21,relay_move_ms,0.479
10,10,90,810.0,21,astar_explorer_ms,4.855
10,10,90,810.0,21,astar_relay_ms,0.059
10,10,90,810.0,21,other_ms,7.722
10,10,90,810.0,21,step_ms_per_robot,1.9096
10,10,90,810.0,21,ground_ms_per_robot,1.4182
10,10,90,810.0,21,role_ms_per_robot,0.3632
10,10,90,810.0,21,alloc_ms_per_robot,0.0557
10,10,90,810.0,21,relay_cover_ms_per_robot,0.0299
10,10,90,810.0,21,explorer_move_ms_per_robot,0.6407
10,10,90,810.0,21,relay_move_ms_per_robot,0.0479
10,10,90,810.0,22,steps_run,1500
10,10,90,810.0,22,survivors,9
10,10,90,810.0,22,final_cov,97.16
10,10,90,810.0,22,final_found,8
10,10,90,810.0,22,found_frac,0.889
10,10,90,810.0,22,deaths,1
10,10,90,810.0,22,hazard_deaths,1
10,10,90,810.0,22,battery_deaths,0
10,10,90,810.0,22,peak_relays,6
10,10,90,810.0,22,t_first_found,8
10,10,90,810.0,22,t_half_found,68
10,10,90,810.0,22,t_all_found,-1
10,10,90,810.0,22,completed,0
10,10,90,810.0,22,wall_s,44.7
10,10,90,810.0,22,step_mean_ms,29.775
10,10,90,810.0,22,step_p50_ms,29.249
10,10,90,810.0,22,step_p90_ms,39.307
10,10,90,810.0,22,step_max_ms,62.219
10,10,90,810.0,22,ground_mean_ms,13.555
10,10,90,810.0,22,ground_p90_ms,17.812
10,10,90,810.0,22,astar_sum_mean_ms,16.22
10,10,90,810.0,22,astar_max_mean_ms,3.374
10,10,90,810.0,22,astar_max_p90_ms,4.313
10,10,90,810.0,22,dist_mean_ms,16.929
10,10,90,810.0,22,dist_p90_ms,21.814
10,10,90,810.0,22,role_ms,3.672
10,10,90,810.0,22,alloc_ms,0.308
10,10,90,810.0,22,relay_cover_ms,0.086
10,10,90,810.0,22,explorer_move_ms,19.823
10,10,90,810.0,22,relay_move_ms,0.339
10,10,90,810.0,22,astar_explorer_ms,16.181
10,10,90,810.0,22,astar_relay_ms,0.039
10,10,90,810.0,22,other_ms,5.548
10,10,90,810.0,22,step_ms_per_robot,2.9775
10,10,90,810.0,22,ground_ms_per_robot,1.3555
10,10,90,810.0,22,role_ms_per_robot,0.3672
10,10,90,810.0,22,alloc_ms_per_robot,0.0308
10,10,90,810.0,22,relay_cover_ms_per_robot,0.0086
10,10,90,810.0,22,explorer_move_ms_per_robot,1.9823
10,10,90,810.0,22,relay_move_ms_per_robot,0.0339
10,10,90,810.0,23,steps_run,1500
10,10,90,810.0,23,survivors,9
10,10,90,810.0,23,final_cov,99.33
10,10,90,810.0,23,final_found,8
10,10,90,810.0,23,found_frac,0.889
10,10,90,810.0,23,deaths,3
10,10,90,810.0,23,hazard_deaths,0
10,10,90,810.0,23,battery_deaths,3
10,10,90,810.0,23,peak_relays,5
10,10,90,810.0,23,t_first_found,36
10,10,90,810.0,23,t_half_found,291
10,10,90,810.0,23,t_all_found,-1
10,10,90,810.0,23,completed,0
10,10,90,810.0,23,wall_s,30.1
10,10,90,810.0,23,step_mean_ms,20.081
10,10,90,810.0,23,step_p50_ms,18.956
10,10,90,810.0,23,step_p90_ms,31.552
10,10,90,810.0,23,step_max_ms,82.697
10,10,90,810.0,23,ground_mean_ms,11.368
10,10,90,810.0,23,ground_p90_ms,16.009
10,10,90,810.0,23,astar_sum_mean_ms,8.713
10,10,90,810.0,23,astar_max_mean_ms,3.299
10,10,90,810.0,23,astar_max_p90_ms,6.274
10,10,90,810.0,23,dist_mean_ms,14.666
10,10,90,810.0,23,dist_p90_ms,20.2
10,10,90,810.0,23,role_ms,1.866
10,10,90,810.0,23,alloc_ms,0.374
10,10,90,810.0,23,relay_cover_ms,0.084
10,10,90,810.0,23,explorer_move_ms,11.065
10,10,90,810.0,23,relay_move_ms,0.871
10,10,90,810.0,23,astar_explorer_ms,8.154
10,10,90,810.0,23,astar_relay_ms,0.559
10,10,90,810.0,23,other_ms,5.82
10,10,90,810.0,23,step_ms_per_robot,2.0081
10,10,90,810.0,23,ground_ms_per_robot,1.1368
10,10,90,810.0,23,role_ms_per_robot,0.1866
10,10,90,810.0,23,alloc_ms_per_robot,0.0374
10,10,90,810.0,23,relay_cover_ms_per_robot,0.0084
10,10,90,810.0,23,explorer_move_ms_per_robot,1.1065
10,10,90,810.0,23,relay_move_ms_per_robot,0.0871
10,10,90,810.0,24,steps_run,1500
10,10,90,810.0,24,survivors,9
10,10,90,810.0,24,final_cov,97.69
10,10,90,810.0,24,final_found,7
10,10,90,810.0,24,found_frac,0.778
10,10,90,810.0,24,deaths,2
10,10,90,810.0,24,hazard_deaths,0
10,10,90,810.0,24,battery_deaths,2
10,10,90,810.0,24,peak_relays,6
10,10,90,810.0,24,t_first_found,18
10,10,90,810.0,24,t_half_found,115
10,10,90,810.0,24,t_all_found,-1
10,10,90,810.0,24,completed,0
10,10,90,810.0,24,wall_s,49.8
10,10,90,810.0,24,step_mean_ms,33.195
10,10,90,810.0,24,step_p50_ms,31.769
10,10,90,810.0,24,step_p90_ms,51.495
10,10,90,810.0,24,step_max_ms,77.223
10,10,90,810.0,24,ground_mean_ms,11.447
10,10,90,810.0,24,ground_p90_ms,15.147
10,10,90,810.0,24,astar_sum_mean_ms,21.748
10,10,90,810.0,24,astar_max_mean_ms,4.571
10,10,90,810.0,24,astar_max_p90_ms,6.573
10,10,90,810.0,24,dist_mean_ms,16.018
