n_requested,n_actual,grid,cells_per_robot,seed,steps_run,survivors,final_cov,final_found,found_frac,deaths,hazard_deaths,battery_deaths,peak_relays,t_first_found,t_half_found,t_all_found,completed,wall_s,step_mean_ms,step_p50_ms,step_p90_ms,step_max_ms,ground_mean_ms,ground_p90_ms,astar_sum_mean_ms,astar_max_mean_ms,astar_max_p90_ms,dist_mean_ms,dist_p90_ms,role_ms,alloc_ms,relay_cover_ms,explorer_move_ms,relay_move_ms,astar_explorer_ms,astar_relay_ms,other_ms,step_ms_per_robot,ground_ms_per_robot,role_ms_per_robot,alloc_ms_per_robot,relay_cover_ms_per_robot,explorer_move_ms_per_robot,relay_move_ms_per_robot
10,10,90,810.0,93,1500,9,94.83,7,0.778,4,2,1,6,12,192,-1,0,28.8,19.167,19.011,27.934,66.829,8.293,11.721,10.874,3.551,6.335,11.844,16.2,0.833,0.329,0.045,12.524,0.169,10.867,0.006,5.266,1.9167,0.8293,0.0833,0.0329,0.0045,1.2524,0.0169
10,10,90,810.0,94,1500,9,95.06,8,0.889,3,1,1,6,13,227,-1,0,33.7,22.472,21.511,37.984,65.151,10.012,13.2,12.459,4.036,6.244,14.049,18.677,1.524,0.428,0.081,14.256,0.216,12.451,0.009,5.967,2.2472,1.0012,0.1524,0.0428,0.0081,1.4256,0.0216
10,10,90,810.0,95,1500,9,92.32,6,0.667,3,0,2,5,1,84,-1,0,44.1,29.394,27.781,43.441,66.04,10.457,13.375,18.937,5.059,6.219,15.516,19.038,1.172,0.306,0.039,21.207,0.553,18.692,0.245,6.116,2.9394,1.0457,0.1172,0.0306,0.0039,2.1207,0.0553
10,10,90,810.0,96,1500,9,77.37,6,0.667,3,1,1,4,50,299,-1,0,42.3,28.218,25.998,40.207,56.03,10.44,14.241,17.778,4.343,6.228,14.783,19.103,1.138,0.332,0.057,21.898,0.224,17.772,0.005,4.567,2.8218,1.044,0.1138,0.0332,0.0057,2.1898,0.0224
10,10,90,810.0,97,1500,9,97.6,7,0.778,4,0,3,6,42,168,-1,0,20.0,13.332,12.501,23.217,43.499,8.546,15.075,4.786,2.063,5.623,10.609,17.415,1.63,0.253,0.057,6.796,0.266,4.764,0.022,4.331,1.3332,0.8546,0.163,0.0253,0.0057,0.6796,0.0266
10,10,90,810.0,98,1500,9,96.88,8,0.889,4,0,4,7,7,321,-1,0,32.1,21.373,18.13,36.252,81.636,10.297,14.509,11.076,3.566,5.884,13.863,19.488,1.523,0.385,0.171,12.368,1.046,10.431,0.645,5.88,2.1373,1.0297,0.1523,0.0385,0.0171,1.2368,0.1046
10,10,90,810.0,99,1500,9,94.26,8,0.889,3,1,2,5,25,138,-1,0,28.7,19.154,14.276,35.042,55.835,8.438,13.465,10.716,3.814,6.276,12.252,19.138,1.426,0.35,0.092,12.991,0.503,10.427,0.289,3.792,1.9154,0.8438,0.1426,0.035,0.0092,1.2991,0.0503
10,10,90,810.0,100,1500,9,97.69,8,0.889,4,1,3,6,15,66,-1,0,29.8,19.884,19.12,29.156,63.681,10.21,13.532,9.675,3.51,6.181,13.72,18.479,1.904,0.285,0.112,11.214,0.225,9.623,0.052,6.145,1.9884,1.021,0.1904,0.0285,0.0112,1.1214,0.0225
10,10,90,810.0,101,1500,9,97.83,7,0.778,2,0,2,6,1,282,-1,0,26.8,17.888,18.404,26.642,59.238,10.134,14.874,7.754,2.525,4.654,12.66,17.944,1.411,0.362,0.114,10.447,0.612,7.393,0.36,4.942,1.7888,1.0134,0.1411,0.0362,0.0114,1.0447,0.0612
10,10,90,810.0,102,1500,9,93.89,8,0.889,3,0,3,6,152,505,-1,0,29.4,19.585,18.762,29.797,52.226,9.848,13.869,9.737,3.013,4.854,12.861,17.532,1.183,0.38,0.101,12.61,0.459,9.561,0.176,4.853,1.9585,0.9848,0.1183,0.038,0.0101,1.261,0.0459
10,10,90,810.0,103,1500,9,90.44,7,0.778,3,0,3,6,1,172,-1,0,49.0,32.643,31.976,51.463,62.892,10.559,14.853,22.084,4.701,6.313,15.26,20.384,1.352,0.349,0.061,25.419,0.322,21.949,0.135,5.141,3.2643,1.0559,0.1352,0.0349,0.0061,2.5419,0.0322
10,10,90,810.0,104,491,9,83.99,9,1.0,0,0,0,6,18,42,491,1,8.0,16.379,14.379,26.716,52.015,13.399,16.211,2.98,1.786,6.493,15.185,21.262,3.007,0.486,0.225,4.187,0.348,2.948,0.032,8.125,1.6379,1.3399,0.3007,0.0486,0.0225,0.4187,0.0348
10,10,90,810.0,105,1500,9,99.37,8,0.889,3,1,2,5,83,132,-1,0,25.5,16.977,14.808,32.571,66.916,10.07,15.327,6.907,2.656,6.477,12.726,19.709,2.482,0.289,0.055,8.602,0.432,6.716,0.191,5.116,1.6977,1.007,0.2482,0.0289,0.0055,0.8602,0.0432
10,10,90,810.0,106,1500,9,95.1,7,0.778,3,0,2,5,17,102,-1,0,54.5,36.35,41.852,56.371,72.179,11.16,14.708,25.19,4.441,5.709,15.601,20.154,1.45,0.401,0.048,28.832,0.175,25.184,0.006,5.445,3.635,1.116,0.145,0.0401,0.0048,2.8832,0.0175
10,10,90,810.0,107,1500,9,98.27,7,0.778,3,0,2,5,11,73,-1,0,33.1,22.072,20.021,32.17,61.083,9.098,14.28,12.974,3.904,6.19,13.002,19.57,1.609,0.453,0.124,14.952,0.202,12.949,0.025,4.732,2.2072,0.9098,0.1609,0.0453,0.0124,1.4952,0.0202
10,10,90,810.0,108,1500,9,96.6,7,0.778,3,0,0,4,12,105,-1,0,51.4,34.279,38.34,44.462,71.617,9.22,14.649,25.059,5.257,6.405,14.477,19.498,1.411,0.285,0.031,28.163,0.263,24.953,0.106,4.127,3.4279,0.922,0.1411,0.0285,0.0031,2.8163,0.0263
10,10,90,810.0,109,1500,9,84.93,4,0.444,4,1,3,4,108,1200,-1,0,28.8,19.169,17.758,33.111,80.605,7.553,9.846,11.616,4.193,6.66,11.746,15.285,1.032,0.336,0.043,13.33,0.232,11.6,0.017,4.196,1.9169,0.7553,0.1032,0.0336,0.0043,1.333,0.0232
10,10,90,810.0,110,440,9,77.47,9,1.0,0,0,0,6,17,32,440,1,6.3,14.404,13.018,22.842,45.557,11.122,14.649,3.282,2.107,6.163,13.229,18.535,1.415,0.498,0.439,3.716,1.571,2.357,0.926,6.765,1.4404,1.1122,0.1415,0.0498,0.0439,0.3716,0.1571
10,10,90,810.0,111,1022,9,97.59,9,1.0,2,1,1,6,37,142,1022,1,23.7,23.175,22.808,36.549,54.739,9.581,13.672,13.595,4.328,6.272,13.909,19.424,1.045,0.304,0.128,15.961,0.484,13.409,0.185,5.254,2.3175,0.9581,0.1045,0.0304,0.0128,1.5961,0.0484
10,10,90,810.0,112,649,9,82.79,9,1.0,1,0,1,6,7,182,649,1,12.8,19.706,17.009,34.147,72.808,11.917,14.616,7.789,3.156,6.379,15.073,20.03,1.071,0.568,0.202,8.397,1.766,6.582,1.206,7.701,1.9706,1.1917,0.1071,0.0568,0.0202,0.8397,0.1766
10,10,90,810.0,113,1500,9,93.15,7,0.778,3,2,1,6,9,100,-1,0,36.4,24.256,19.592,44.349,60.961,9.667,13.444,14.589,3.738,6.049,13.405,17.393,1.704,0.322,0.091,16.212,0.184,14.569,0.02,5.743,2.4256,0.9667,0.1704,0.0322,0.0091,1.6212,0.0184
10,10,90,810.0,114,1500,9,93.38,7,0.778,7,0,7,6,48,76,-1,0,21.7,14.438,13.954,25.16,70.164,8.799,14.08,5.638,2.489,6.047,11.288,17.34,1.049,0.388,0.161,7.094,0.324,5.599,0.039,5.422,1.4438,0.8799,0.1049,0.0388,0.0161,0.7094,0.0324
10,10,90,810.0,115,1500,9,96.81,7,0.778,3,1,2,5,1,508,-1,0,32.0,21.322,21.255,27.062,56.444,9.895,14.698,11.427,2.665,5.726,12.56,17.21,1.183,0.328,0.031,14.96,0.165,11.415,0.012,4.654,2.1322,0.9895,0.1183,0.0328,0.0031,1.496,0.0165
10,10,90,810.0,116,1500,9,94.74,7,0.778,3,0,3,6,34,127,-1,0,35.7,23.767,26.115,34.617,57.175,9.61,13.621,14.157,4.164,6.642,13.774,19.179,1.888,0.325,0.142,16.135,0.502,13.941,0.216,4.775,2.3767,0.961,0.1888,0.0325,0.0142,1.6135,0.0502
10,10,90,810.0,117,674,9,95.65,9,1.0,1,0,1,5,2,74,674,1,10.6,15.797,13.765,25.549,46.411,10.762,14.028,5.035,2.36,6.298,13.123,18.009,1.133,0.437,0.133,5.987,0.892,4.568,0.467,7.215,1.5797,1.0762,0.1133,0.0437,0.0133,0.5987,0.0892
10,10,90,810.0,118,440,9,81.49,9,1.0,0,0,0,6,49,58,440,1,9.5,21.61,20.087,29.63,64.095,14.662,17.53,6.948,2.997,6.458,17.659,22.634,1.837,0.485,0.19,9.176,1.411,6.079,0.869,8.509,2.161,1.4662,0.1837,0.0485,0.019,0.9176,0.1411
10,10,90,810.0,119,692,9,85.01,9,1.0,2,0,2,6,97,198,692,1,15.4,22.224,19.482,33.442,52.039,13.328,16.168,8.896,3.34,6.32,16.667,21.239,1.922,0.643,0.183,11.225,1.183,8.214,0.683,7.068,2.2224,1.3328,0.1922,0.0643,0.0183,1.1225,0.1183
10,10,90,810.0,120,964,9,96.62,9,1.0,3,0,1,6,2,86,964,1,21.7,22.55,20.878,38.621,61.669,11.321,15.867,11.229,3.877,5.998,15.198,21.358,2.06,0.358,0.177,13.075,0.594,10.95,0.279,6.287,2.255,1.1321,0.206,0.0358,0.0177,1.3075,0.0594
20,20,126,793.8,81,835,18,98.87,18,1.0,7,0,7,6,12,82,835,1,39.2,46.927,36.77,99.751,181.454,24.151,34.398,22.776,6.321,12.426,30.472,44.349,1.838,2.116,0.423,24.535,3.903,19.774,3.002,14.113,2.3463,1.2075,0.0919,0.1058,0.0211,1.2267,0.1952
20,20,126,793.8,82,1120,18,95.96,18,1.0,7,0,7,6,8,169,1120,1,89.3,79.693,72.565,164.512,239.885,26.832,37.105,52.861,9.117,12.603,35.949,49.271,2.627,1.632,0.316,58.232,0.672,52.75,0.111,16.213,3.9847,1.3416,0.1314,0.0816,0.0158,2.9116,0.0336
20,20,126,793.8,83,1500,18,99.8,17,0.944,6,0,5,6,29,283,-1,0,52.0,34.664,29.789,69.046,143.255,20.775,35.504,13.889,5.382,12.176,26.157,43.758,1.866,1.334,0.161,21.401,0.445,13.833,0.056,9.458,1.7332,1.0387,0.0933,0.0667,0.008,1.07,0.0222
20,20,126,793.8,84,1500,18,99.77,17,0.944,5,0,5,8,9,63,-1,0,85.4,56.926,54.536,88.22,157.079,23.16,37.232,33.766,7.529,12.579,30.688,46.278,1.993,1.022,0.183,40.565,1.944,32.386,1.38,11.219,2.8463,1.158,0.0996,0.0511,0.0092,2.0282,0.0972
20,20,126,793.8,85,1500,18,99.37,17,0.944,11,1,8,6,69,251,-1,0,86.4,57.602,59.413,90.408,151.753,27.43,44.692,30.172,6.843,12.618,34.273,53.429,2.662,1.311,0.17,38.361,4.034,27.12,3.052,11.063,2.8801,1.3715,0.1331,0.0655,0.0085,1.9181,0.2017
20,20,126,793.8,86,986,18,96.17,18,1.0,6,2,4,7,1,152,986,1,42.9,43.472,38.548,82.798,129.558,23.865,33.945,19.607,6.841,12.388,30.706,44.909,2.175,2.231,0.458,23.105,0.747,19.457,0.15,14.756,2.1736,1.1932,0.1087,0.1116,0.0229,1.1553,0.0374
20,20,126,793.8,87,893,18,96.94,18,1.0,5,0,5,8,1,181,893,1,45.9,51.384,44.932,85.518,139.743,27.87,39.138,23.514,6.285,12.233,34.155,47.03,3.232,1.814,0.23,30.048,2.53,21.91,1.604,13.53,2.5692,1.3935,0.1616,0.0907,0.0115,1.5024,0.1265
20,20,126,793.8,88,1500,18,99.52,16,0.889,10,2,7,7,5,85,-1,0,76.7,51.137,36.806,114.291,205.835,20.433,33.405,30.704,7.415,12.012,27.847,42.785,2.322,1.478,0.281,36.385,0.454,30.622,0.082,10.217,2.5568,1.0216,0.1161,0.0739,0.014,1.8192,0.0227
20,20,126,793.8,89,600,18,98.39,18,1.0,2,0,1,6,60,157,600,1,29.9,49.897,36.627,100.98,169.873,29.253,38.874,20.643,6.215,12.877,35.469,50.929,3.463,2.333,0.336,24.862,0.623,20.5,0.144,18.279,2.4948,1.4627,0.1732,0.1166,0.0168,1.2431,0.0312
20,20,126,793.8,90,423,18,80.01,18,1.0,0,0,0,6,1,47,423,1,22.3,52.806,46.378,82.241,151.559,33.625,43.527,19.181,7.448,13.515,41.073,54.986,2.911,2.659,0.525,27.741,0.891,19.069,0.112,18.08,2.6403,1.6813,0.1455,0.1329,0.0262,1.387,0.0446
20,20,126,793.8,91,1500,18,99.56,15,0.833,6,1,5,7,10,95,-1,0,44.5,29.692,11.434,66.211,144.124,19.101,35.365,10.59,3.058,11.544,22.16,42.689,2.972,1.083,0.109,15.982,1.919,9.222,1.369,7.627,1.4846,0.9551,0.1486,0.0542,0.0054,0.7991,0.096
20,20,126,793.8,92,786,18,96.51,18,1.0,6,2,4,6,1,121,786,1,45.1,57.352,47.309,91.317,177.968,28.787,37.082,28.565,7.547,13.512,36.334,48.551,2.589,1.898,0.283,29.513,7.174,22.916,5.649,15.895,2.8676,1.4394,0.1294,0.0949,0.0141,1.4756,0.3587
20,20,126,793.8,93,783,18,91.4,18,1.0,6,1,5,6,1,199,783,1,53.9,68.848,66.746,97.997,146.534,32.743,44.802,36.105,8.013,12.757,40.756,53.134,2.184,2.181,0.221,46.158,2.357,34.542,1.563,15.747,3.4424,1.6371,0.1092,0.1091,0.0111,2.3079,0.1178
20,20,126,793.8,94,652,18,92.03,18,1.0,2,0,2,8,5,110,652,1,43.5,66.639,57.394,124.595,190.661,31.256,38.258,35.383,8.844,12.983,40.1,50.205,3.105,1.683,0.547,43.151,0.728,35.258,0.125,17.426,3.332,1.5628,0.1552,0.0841,0.0273,2.1576,0.0364
20,20,126,793.8,95,533,18,87.45,18,1.0,0,0,0,7,16,82,533,1,30.3,56.898,47.755,91.385,163.772,34.97,48.365,21.928,5.641,12.82,40.611,55.473,3.181,2.982,0.503,30.878,0.831,21.76,0.168,18.525,2.8449,1.7485,0.159,0.1491,0.0251,1.5439,0.0415
20,20,126,793.8,96,603,18,97.73,18,1.0,2,0,1,6,22,53,603,1,35.3,58.548,53.744,102.658,165.424,28.79,37.284,29.758,8.522,13.171,37.312,50.0,3.137,2.133,0.308,30.959,4.088,26.75,3.008,17.925,2.9274,1.4395,0.1568,0.1066,0.0154,1.5479,0.2044
20,20,126,793.8,97,1500,18,99.95,17,0.944,6,2,3,6,11,98,-1,0,61.8,41.198,31.347,85.44,148.992,18.254,29.859,22.945,6.451,12.1,24.705,39.673,2.512,0.859,0.111,27.977,0.61,22.923,0.022,9.13,2.0599,0.9127,0.1256,0.0429,0.0055,1.3988,0.0305
20,20,126,793.8,98,651,18,92.54,18,1.0,3,1,2,7,1,161,651,1,36.2,55.587,52.848,86.045,141.707,31.028,40.849,24.559,8.491,13.019,39.519,52.228,3.182,2.109,0.416,31.311,0.834,24.377,0.182,17.735,2.7793,1.5514,0.1591,0.1054,0.0208,1.5656,0.0417
20,20,126,793.8,99,793,18,94.57,18,1.0,3,1,2,7,6,69,793,1,63.1,79.58,75.073,127.044,217.318,32.751,41.733,46.829,9.311,12.863,42.062,52.996,2.428,2.136,0.281,55.185,2.407,45.22,1.61,17.143,3.979,1.6376,0.1214,0.1068,0.0141,2.7592,0.1204
20,20,126,793.8,100,432,18,88.08,18,1.0,1,1,0,7,2,70,432,1,18.3,42.353,37.431,67.462,129.216,28.133,35.665,14.22,6.708,13.511,34.841,47.692,2.674,1.163,0.345,18.352,0.75,14.08,0.14,19.068,2.1176,1.4067,0.1337,0.0581,0.0173,0.9176,0.0375
20,20,126,793.8,101,504,18,83.29,18,1.0,0,0,0,7,15,39,504,1,20.4,40.522,33.778,67.641,127.768,31.33,39.435,9.192,4.223,12.554,35.554,50.132,3.087,2.703,0.448,13.642,0.79,9.059,0.133,19.853,2.0261,1.5665,0.1543,0.1351,0.0224,0.6821,0.0395
20,20,126,793.8,102,1078,18,96.26,18,1.0,6,1,5,7,28,65,1078,1,62.3,57.818,52.377,92.301,141.313,29.805,41.361,28.013,6.391,12.418,36.196,49.225,3.21,1.833,0.296,37.526,0.496,27.937,0.076,14.457,2.8909,1.4903,0.1605,0.0917,0.0148,1.8763,0.0248
20,20,126,793.8,103,1500,18,99.6,17,0.944,6,0,5,6,6,147,-1,0,69.5,46.307,41.271,76.572,141.768,21.015,33.179,25.291,7.158,12.166,28.173,41.337,2.168,1.107,0.163,28.701,3.053,22.886,2.405,11.116,2.3153,1.0508,0.1084,0.0553,0.0081,1.435,0.1526
20,20,126,793.8,104,1500,18,99.7,16,0.889,7,0,7,7,1,68,-1,0,53.2,35.466,22.808,83.681,151.264,18.321,32.397,17.145,5.4,12.808,23.721,43.964,1.953,0.983,0.238,22.694,0.361,17.081,0.065,9.237,1.7733,0.916,0.0977,0.0491,0.0119,1.1347,0.0181
20,20,126,793.8,105,384,18,83.0,18,1.0,0,0,0,6,13,76,384,1,20.3,52.96,45.181,92.799,141.113,30.878,40.354,22.083,7.859,13.167,38.737,53.285,2.92,2.55,0.381,24.692,2.761,20.16,1.923,19.656,2.648,1.5439,0.146,0.1275,0.0191,1.2346,0.1381
20,20,126,793.8,106,729,18,94.21,18,1.0,5,0,5,7,26,206,729,1,36.4,49.954,44.576,78.084,140.415,31.183,44.056,18.771,7.205,12.605,38.389,54.088,3.834,2.997,0.533,24.23,0.8,18.575,0.196,17.559,2.4977,1.5592,0.1917,0.1499,0.0267,1.2115,0.04
20,20,126,793.8,107,439,18,87.23,18,1.0,0,0,0,6,8,113,439,1,21.5,48.984,41.905,82.638,160.342,30.332,37.138,18.652,7.349,13.229,37.681,49.642,2.952,2.609,0.439,22.112,0.821,18.505,0.148,20.051,2.4492,1.5166,0.1476,0.1305,0.022,1.1056,0.041
20,20,126,793.8,108,1500,18,99.41,17,0.944,6,1,5,6,12,91,-1,0,79.7,53.16,47.18,88.848,147.936,22.132,34.033,31.028,8.581,12.977,30.713,44.324,1.734,1.334,0.141,36.0,1.694,29.917,1.111,12.258,2.658,1.1066,0.0867,0.0667,0.007,1.8,0.0847
20,20,126,793.8,109,1500,18,99.4,17,0.944,6,2,4,7,14,232,-1,0,85.9,57.293,63.879,99.027,168.233,22.113,35.732,35.18,6.202,11.995,28.315,43.547,3.278,1.047,0.225,42.746,0.386,35.12,0.06,9.611,2.8647,1.1057,0.1639,0.0524,0.0113,2.1373,0.0193
20,20,126,793.8,110,1500,18,99.79,16,0.889,7,0,6,7,1,64,-1,0,125.2,83.448,70.002,163.508,269.469,20.258,32.483,63.191,9.725,12.762,29.983,44.444,1.721,0.983,0.105,66.619,2.986,60.917,2.274,11.035,4.1724,1.0129,0.086,0.0491,0.0052,3.3309,0.1493
20,20,126,793.8,111,1500,18,99.0,17,0.944,9,0,9,6,3,221,-1,0,85.6,57.069,51.063,106.476,213.823,26.925,43.681,30.143,7.546,12.833,34.471,53.545,2.756,2.198,0.223,38.423,0.38,30.078,0.065,13.089,2.8534,1.3463,0.1378,0.1099,0.0112,1.9212,0.019
20,20,126,793.8,112,1500,18,99.63,16,0.889,6,0,5,7,15,179,-1,0,130.5,87.001,82.77,144.813,220.778,21.885,34.948,65.116,10.438,12.701,32.324,47.244,2.115,1.456,0.171,70.073,2.32,63.425,1.69,10.865,4.3501,1.0943,0.1058,0.0728,0.0086,3.5036,0.116
20,20,126,793.8,113,1500,18,98.87,14,0.778,7,1,5,6,1,104,-1,0,64.3,42.866,41.43,81.549,140.253,21.352,34.574,21.514,6.641,12.868,27.993,43.47,2.808,1.109,0.139,26.259,2.273,19.857,1.657,10.278,2.1433,1.0676,0.1404,0.0554,0.007,1.3129,0.1137
20,20,126,793.8,114,1500,18,98.63,16,0.889,7,1,6,7,32,84,-1,0,61.7,41.129,38.607,70.845,172.818,18.42,29.182,22.709,7.432,12.23,25.853,37.715,2.556,0.797,0.153,25.708,2.486,20.829,1.879,9.429,2.0565,0.921,0.1278,0.0398,0.0076,1.2854,0.1243
20,20,126,793.8,115,509,18,89.72,18,1.0,0,0,0,6,13,98,509,1,21.9,43.043,34.787,72.656,155.145,31.052,40.819,11.99,5.566,13.316,36.618,51.89,2.568,2.921,0.493,15.891,0.675,11.802,0.189,20.495,2.1521,1.5526,0.1284,0.1461,0.0246,0.7946,0.0337
20,20,126,793.8,116,705,18,99.69,18,1.0,6,0,5,6,16,67,705,1,41.6,59.064,49.348,106.031,202.383,27.658,37.299,31.406,8.9,12.873,36.557,49.252,2.47,2.063,0.177,32.177,5.325,27.169,4.238,16.851,2.9532,1.3829,0.1235,0.1031,0.0089,1.6089,0.2663
20,20,126,793.8,117,621,18,94.99,18,1.0,3,0,3,8,1,76,621,1,33.2,53.396,46.442,90.438,155.188,30.051,40.44,23.345,7.88,13.277,37.932,53.576,2.821,3.163,0.402,20.01,8.597,16.391,6.954,18.402,2.6698,1.5026,0.1411,0.1582,0.0201,1.0005,0.4299
20,20,126,793.8,118,1500,18,98.95,15,0.833,7,0,6,7,21,86,-1,0,136.2,90.801,92.518,124.224,202.234,25.904,39.113,64.897,11.38,12.93,37.284,51.228,2.251,1.132,0.152,73.095,1.886,63.568,1.329,12.285,4.54,1.2952,0.1125,0.0566,0.0076,3.6548,0.0943
20,20,126,793.8,119,1500,18,99.71,17,0.944,10,0,9,6,1,71,-1,0,63.0,41.977,38.738,74.145,158.38,22.305,36.689,19.672,6.897,13.012,29.202,46.554,1.836,1.615,0.312,24.581,0.494,19.574,0.098,13.139,2.0988,1.1153,0.0918,0.0807,0.0156,1.2291,0.0247
20,20,126,793.8,120,1500,18,99.78,16,0.889,7,1,5,7,9,126,-1,0,61.4,40.932,33.625,82.138,134.075,18.606,30.462,22.325,6.354,12.617,24.96,40.472,2.269,0.916,0.272,27.508,0.428,22.203,0.122,9.539,2.0466,0.9303,0.1135,0.0458,0.0136,1.3754,0.0214
30,30,156,811.2,81,1500,27,99.92,26,0.963,16,0,15,7,5,41,-1,0,114.0,76.014,58.688,158.064,298.536,37.288,59.997,38.726,10.897,19.842,48.185,78.979,3.282,4.882,0.297,46.287,0.846,38.619,0.106,20.421,2.5338,1.2429,0.1094,0.1627,0.0099,1.5429,0.0282
30,30,156,811.2,82,599,27,93.53,27,1.0,0,0,0,6,1,61,599,1,62.4,104.156,70.617,198.491,346.158,55.941,96.724,48.216,10.726,20.584,66.667,115.816,4.561,7.865,0.43,56.447,0.628,48.112,0.104,34.225,3.4719,1.8647,0.152,0.2622,0.0143,1.8816,0.0209
30,30,156,811.2,83,1500,27,99.61,25,0.926,13,0,12,7,1,78,-1,0,136.9,91.277,82.13,167.647,357.066,40.047,63.631,51.23,11.502,19.863,51.548,80.895,2.633,5.424,0.31,55.264,6.086,46.399,4.832,21.561,3.0426,1.3349,0.0878,0.1808,0.0103,1.8421,0.2029
30,30,156,811.2,84,665,27,98.37,27,1.0,7,0,7,6,1,197,665,1,63.1,94.944,81.833,160.395,291.407,52.951,72.004,41.993,11.0,18.468,63.951,80.787,3.501,6.236,0.328,47.324,8.441,35.18,6.812,29.112,3.1648,1.765,0.1167,0.2079,0.0109,1.5775,0.2814
