variant,seed,steps_ran,survivors,found,found_pct,cov_pct,stair_pct,completed,deadline,found_deadline,found_deadline_pct,cov_deadline,t_first_found,t_half_found,t_all_found,t_cov90,t_stair50,deaths,hazard_deaths,stranded_end,blackout_total,blackout_max,relay_duty_ticks,battery_used,step_mean_ms,step_p90_ms,wall_s
A2-GREEDY,1,620,45,45,100.0,82.91,97.68,1,250,23,51.11,56.13,13,232,620,-1,375,6,6,0,91,15,5044,22486.9,154.15,222.0,95.6
A2-GREEDY,2,906,45,45,100.0,98.14,99.32,1,250,26,57.78,72.11,1,167,906,425,275,6,6,0,281,91,6576,30774.8,517.3,917.74,468.7
A2-GREEDY,3,1500,45,44,97.78,97.12,99.92,0,250,28,62.22,72.04,1,132,-1,450,150,12,11,0,107,21,7773,33541.4,608.1,883.7,912.2
A2-GREEDY,4,746,45,45,100.0,96.62,99.29,1,250,41,91.11,78.86,1,101,746,350,100,4,4,0,16,8,5598,29644.0,544.17,1053.46,406.0
A2-GREEDY,5,552,45,45,100.0,97.47,97.91,1,250,36,80.0,75.51,4,132,552,425,150,2,2,1,4,2,3580,25853.2,372.17,708.39,205.5
A2-GREEDY,6,577,45,45,100.0,95.88,95.98,1,250,28,62.22,76.87,7,194,577,400,375,5,5,0,435,130,3851,28488.1,245.02,445.73,141.4
A2-GREEDY,7,463,45,45,100.0,93.45,98.29,1,250,34,75.56,74.85,3,110,463,400,100,7,7,0,0,0,2777,22285.6,306.81,646.5,142.1
A2-GREEDY,8,692,45,45,100.0,98.15,100.0,1,250,38,84.44,73.64,1,91,692,425,100,2,2,2,214,29,5055,33666.9,473.25,1219.47,327.5
A2-GREEDY,9,465,45,45,100.0,95.62,98.79,1,250,25,55.56,78.45,1,181,465,375,175,4,4,2,397,260,3516,23361.2,312.79,519.74,145.5
A2-GREEDY,10,572,45,45,100.0,93.95,95.28,1,250,39,86.67,74.11,4,103,572,425,75,5,5,0,92,23,3310,24398.7,286.02,601.5,163.6
A3-NODIV,1,816,45,45,100.0,87.78,98.32,1,250,27,60.0,52.71,16,216,816,-1,250,2,2,0,351,75,6592,32932.3,148.98,253.47,121.6
A3-NODIV,2,961,45,45,100.0,97.14,100.0,1,250,31,68.89,66.46,1,146,961,600,150,6,6,0,137,46,6284,40716.8,381.84,958.45,367.0
A3-NODIV,3,1500,45,44,97.78,96.98,100.0,0,250,33,73.33,66.07,1,137,-1,525,125,9,7,0,126,25,6412,38533.3,711.55,1130.03,1067.4
A3-NODIV,4,748,45,45,100.0,90.85,97.78,1,250,32,71.11,68.03,1,132,748,725,150,3,3,0,0,0,5813,34671.8,207.0,456.45,154.9
A3-NODIV,5,1500,45,44,97.78,98.87,98.48,0,250,35,77.78,73.96,9,116,-1,425,150,6,4,0,105,28,8509,49468.4,968.59,1659.24,1452.9
A3-NODIV,6,1500,45,44,97.78,99.3,99.73,0,250,35,77.78,68.57,12,163,-1,575,100,19,12,0,427,84,6667,44852.1,512.98,1091.0,769.5
A3-NODIV,7,517,45,45,100.0,92.28,97.97,1,250,35,77.78,68.31,6,99,517,500,125,1,1,0,0,0,3505,26387.8,200.03,314.44,103.4
A3-NODIV,8,619,45,45,100.0,90.01,98.73,1,250,34,75.56,64.71,1,80,619,-1,100,4,4,0,189,29,4540,31645.1,185.26,326.84,114.7
A3-NODIV,9,790,45,45,100.0,99.14,95.86,1,250,31,68.89,73.98,1,134,790,450,225,6,6,0,23,20,4484,39776.7,262.7,625.19,207.6
A3-NODIV,10,1028,45,45,100.0,96.46,99.41,1,250,36,80.0,71.56,4,92,1028,525,100,7,7,1,369,178,5625,36963.0,496.54,1058.48,510.5
A4-NOL2,1,889,45,45,100.0,92.05,99.04,1,250,22,48.89,59.29,8,251,889,800,250,4,3,0,93,15,6977,34564.2,152.37,255.33,135.5
A4-NOL2,2,657,45,45,100.0,94.52,99.24,1,250,30,66.67,66.03,1,165,657,575,175,4,4,0,115,17,5380,32452.4,240.58,445.72,158.1
A4-NOL2,3,1500,45,44,97.78,97.12,99.66,0,250,34,75.56,67.62,1,116,-1,550,150,6,5,0,136,25,8146,36090.8,767.65,1194.69,1151.5
A4-NOL2,4,888,45,45,100.0,94.16,100.0,1,250,32,71.11,68.61,1,101,888,575,125,3,3,0,0,0,6104,36251.3,346.31,941.8,307.6
A4-NOL2,5,1500,45,44,97.78,98.8,100.0,0,250,35,77.78,72.61,4,105,-1,425,125,2,2,0,80,48,5778,40275.3,1260.6,2211.11,1890.9
A4-NOL2,6,1358,45,45,100.0,99.15,100.0,1,250,27,60.0,68.55,12,212,1358,525,175,12,6,0,309,50,8200,47061.3,594.42,1321.67,807.3
A4-NOL2,7,584,45,45,100.0,92.81,99.89,1,250,31,68.89,68.55,3,156,584,525,150,3,3,0,2,1,4041,29495.7,221.05,374.66,129.1
A4-NOL2,8,854,45,45,100.0,97.3,99.33,1,250,38,84.44,66.66,1,93,854,550,100,4,4,0,204,29,6194,41981.9,322.51,865.38,275.4
A4-NOL2,9,585,45,45,100.0,91.97,99.39,1,250,27,60.0,69.09,1,176,585,525,250,5,5,0,36,20,4280,29231.7,183.73,289.05,107.5
A4-NOL2,10,695,45,45,100.0,96.84,99.85,1,250,38,84.44,71.3,4,103,695,425,100,7,7,0,216,121,4146,29911.9,321.05,741.73,223.2
A5-NORESC,1,775,45,45,100.0,91.42,99.6,1,250,27,60.0,59.92,16,191,775,725,175,2,2,0,158,67,6004,31509.9,141.88,233.31,110.0
A5-NORESC,2,575,45,45,100.0,93.34,99.47,1,250,31,68.89,68.31,1,189,575,500,125,3,3,0,596,226,4776,26478.5,238.47,418.23,137.1
A5-NORESC,3,1500,45,44,97.78,96.95,99.58,0,250,38,84.44,63.9,1,129,-1,625,125,14,10,0,126,25,6564,39204.1,607.12,1006.67,910.7
A5-NORESC,4,448,45,45,100.0,88.02,99.21,1,250,37,82.22,69.19,1,73,448,-1,75,2,2,0,75,62,3601,23406.7,177.1,298.93,79.4
A5-NORESC,5,1500,45,44,97.78,98.5,100.0,0,250,40,88.89,72.89,15,113,-1,450,125,5,3,0,8,1,7543,46903.1,1047.38,1872.8,1571.1
A5-NORESC,6,1500,45,44,97.78,99.33,99.73,0,250,31,68.89,74.53,10,171,-1,500,100,15,9,0,520,106,7426,43439.4,594.02,1063.81,891.1
A5-NORESC,7,663,45,45,100.0,95.31,97.97,1,250,32,71.11,59.62,3,84,663,550,100,5,5,0,2,1,4128,31984.5,257.95,526.18,171.0
A5-NORESC,8,745,45,45,100.0,96.3,99.63,1,250,39,86.67,65.51,1,63,745,475,75,2,2,0,177,29,5205,36795.5,389.94,910.69,290.5
A5-NORESC,9,458,45,45,100.0,89.36,99.8,1,250,38,84.44,72.61,1,126,458,-1,175,7,7,0,23,20,3520,22584.7,171.25,285.05,78.4
A5-NORESC,10,854,45,45,100.0,96.38,100.0,1,250,40,88.89,72.67,4,79,854,525,75,12,12,0,94,23,4367,32766.4,346.85,858.39,296.2
B1-NOCONG,1,617,45,45,100.0,91.49,98.48,1,250,32,71.11,62.49,13,151,617,600,225,3,3,0,158,67,4048,36833.6,147.65,225.03,91.1
B1-NOCONG,2,530,45,45,100.0,92.83,94.83,1,250,37,82.22,69.47,1,160,530,475,150,7,7,0,477,223,4190,33218.7,195.89,317.64,103.8
B1-NOCONG,3,1500,45,37,82.22,96.11,64.57,0,250,28,62.22,72.55,1,140,-1,475,150,13,8,0,125,25,5149,39856.5,696.45,986.78,1044.7
B1-NOCONG,4,380,45,45,100.0,90.45,99.37,1,250,42,93.33,79.84,1,108,380,375,75,1,1,1,90,63,2506,28016.2,191.44,317.16,72.8
B1-NOCONG,5,1500,45,44,97.78,98.04,99.62,0,250,37,82.22,79.93,13,65,-1,375,125,15,6,0,89,18,6411,50423.1,958.09,1498.82,1437.2
B1-NOCONG,6,663,45,45,100.0,97.93,99.91,1,250,32,71.11,75.55,10,126,663,425,100,9,9,0,311,50,3208,37882.7,209.49,334.97,138.9
B1-NOCONG,7,427,45,45,100.0,92.43,97.12,1,250,36,80.0,72.1,13,111,427,425,125,3,3,0,139,138,2413,30782.1,215.94,365.39,92.2
B1-NOCONG,8,489,45,45,100.0,92.96,98.14,1,250,43,95.56,70.81,1,60,489,450,50,4,4,0,261,76,2866,36061.3,184.0,313.71,90.0
B1-NOCONG,9,563,45,45,100.0,96.67,99.6,1,250,31,68.89,73.31,1,114,563,425,175,10,10,0,22,20,3003,33880.0,168.45,269.14,94.9
B1-NOCONG,10,471,45,45,100.0,94.99,96.61,1,250,39,86.67,77.23,4,75,471,375,75,6,6,2,385,148,2246,31015.6,195.17,314.42,91.9
B2-NOCAP,1,846,45,45,100.0,92.27,98.64,1,250,29,64.44,58.69,15,146,846,750,175,2,2,0,304,68,6844,34012.1,143.33,238.32,121.3
B2-NOCAP,2,1500,45,44,97.78,98.69,99.7,0,250,32,71.11,65.42,1,143,-1,575,225,13,9,0,734,223,9851,49316.9,528.08,906.28,792.2
B2-NOCAP,3,1500,45,44,97.78,97.38,98.99,0,250,38,84.44,67.93,1,130,-1,575,150,11,7,0,127,25,6941,39062.4,673.91,1134.5,1010.9
B2-NOCAP,4,495,45,45,100.0,89.95,99.92,1,250,38,84.44,70.19,1,73,495,-1,75,0,0,0,162,134,3857,25413.2,228.36,379.66,113.1
B2-NOCAP,5,456,45,45,100.0,92.52,99.34,1,250,36,80.0,73.4,15,125,456,425,125,1,1,0,2,1,3151,23853.8,179.38,306.25,81.8
B2-NOCAP,6,1500,45,44,97.78,99.17,99.29,0,250,32,71.11,72.22,10,153,-1,575,100,18,9,0,840,127,9751,50076.9,404.95,743.6,607.5
B2-NOCAP,7,571,45,45,100.0,94.15,97.01,1,250,31,68.89,67.81,4,105,571,475,125,3,3,0,2,1,3670,27103.5,265.49,457.25,151.6
B2-NOCAP,8,1500,45,44,97.78,99.14,100.0,0,250,40,88.89,70.19,1,57,-1,550,50,10,4,0,415,43,9200,55531.0,750.64,1479.2,1126.0
B2-NOCAP,9,541,45,45,100.0,90.8,99.39,1,250,36,80.0,70.12,1,121,541,525,150,8,8,0,21,20,3681,25776.4,197.72,333.72,107.0
B2-NOCAP,10,574,45,45,100.0,91.8,97.2,1,250,39,86.67,70.67,4,79,574,525,75,8,8,0,96,23,3489,26938.6,189.92,414.91,109.0
B3-NOMF,1,704,45,45,100.0,88.81,99.44,1,250,30,66.67,59.22,15,201,704,-1,200,1,1,0,206,73,5186,28152.4,168.22,278.8,118.4
B3-NOMF,2,563,45,45,100.0,89.89,98.71,1,250,36,80.0,66.77,1,124,563,-1,175,2,2,0,490,223,4967,27563.7,182.8,306.44,102.9
B3-NOMF,3,856,45,45,100.0,95.97,99.66,1,250,34,75.56,66.38,1,141,856,500,125,4,4,0,128,25,5021,33225.0,454.85,822.4,389.4
B3-NOMF,4,470,45,45,100.0,90.46,99.13,1,250,39,86.67,72.13,1,73,470,-1,75,1,1,0,151,126,3719,23873.0,173.5,305.27,81.6
B3-NOMF,5,1500,45,44,97.78,98.62,100.0,0,250,34,75.56,72.75,15,100,-1,475,125,5,3,0,76,68,7777,45804.7,1132.31,2109.29,1698.5
B3-NOMF,6,1155,45,45,100.0,98.25,99.37,1,250,31,68.89,73.25,10,178,1155,525,100,9,8,0,381,63,6809,42184.8,434.11,976.38,501.4
B3-NOMF,7,1066,45,45,100.0,98.66,100.0,1,250,29,64.44,63.56,4,122,1066,550,125,3,2,0,19,10,5333,41148.5,689.65,1539.5,735.2
B3-NOMF,8,836,45,45,100.0,96.06,99.85,1,250,38,84.44,64.5,1,57,836,575,50,3,3,0,204,29,5488,39931.2,353.12,923.06,295.2
B3-NOMF,9,750,45,45,100.0,97.77,99.7,1,250,41,91.11,74.73,1,121,750,500,175,11,11,0,25,20,4607,32359.9,191.11,314.2,143.4
B3-NOMF,10,800,45,45,100.0,94.61,97.49,1,250,38,84.44,70.53,4,79,800,575,75,8,8,0,93,23,4273,33420.0,281.0,571.64,224.8
A6-NOSWEEP,1,1500,45,44,97.78,97.39,98.8,0,250,27,60.0,60.3,15,184,-1,750,200,15,6,0,212,73,10042,39164.8,168.23,284.29,252.4
A6-NOSWEEP,2,985,45,45,100.0,97.23,99.7,1,250,35,77.78,68.23,1,143,985,525,175,8,8,0,535,223,7481,39410.6,401.84,834.94,395.8
A6-NOSWEEP,3,1500,45,43,95.56,97.31,99.92,0,250,35,77.78,66.53,1,141,-1,525,125,12,7,0,126,25,7528,41711.9,673.7,1077.74,1010.6
A6-NOSWEEP,4,686,45,45,100.0,94.62,99.44,1,250,34,75.56,70.67,1,71,686,425,75,1,1,0,125,98,5050,33102.4,377.76,939.21,259.2
A6-NOSWEEP,5,1015,45,45,100.0,98.59,100.0,1,250,37,82.22,74.5,15,117,1015,425,150,2,2,0,15,14,5767,38594.5,715.26,1686.46,726.0
A6-NOSWEEP,6,1500,45,43,95.56,99.55,98.93,0,250,30,66.67,73.78,10,164,-1,475,100,13,9,0,313,50,9011,47440.2,693.8,1211.32,1040.8
A6-NOSWEEP,7,934,45,45,100.0,98.37,98.72,1,250,32,71.11,67.79,4,129,934,475,125,6,6,0,89,45,4716,35252.9,543.92,1171.8,508.1
A6-NOSWEEP,8,743,45,45,100.0,94.49,99.03,1,250,37,82.22,63.88,1,57,743,625,50,5,5,0,279,29,5218,36012.4,218.13,420.9,162.1
A6-NOSWEEP,9,553,45,45,100.0,94.22,98.89,1,250,40,88.89,72.82,1,121,553,450,175,6,6,0,23,20,3844,26750.4,246.6,406.52,136.4
A6-NOSWEEP,10,1112,45,45,100.0,97.39,99.12,1,250,38,84.44,69.38,4,79,1112,525,75,14,14,0,529,217,6664,36371.0,383.74,818.33,426.8
B5-NOTRAV,1,788,45,45,100.0,91.3,98.4,1,250,28,62.22,55.44,15,114,788,750,150,5,5,0,354,120,6303,30990.3,133.98,216.71,105.6
B5-NOTRAV,2,595,45,45,100.0,91.59,99.32,1,250,29,64.44,67.05,1,165,595,575,150,5,5,1,942,111,5256,28953.1,205.46,336.89,122.3
B5-NOTRAV,3,1500,45,44,97.78,96.78,99.83,0,250,33,73.33,63.8,1,134,-1,575,175,12,7,0,172,62,7658,39031.6,616.58,1033.61,924.9
B5-NOTRAV,4,852,45,45,100.0,94.19,99.37,1,250,39,86.67,71.46,1,80,852,550,75,3,3,0,206,118,6491,39425.9,398.83,870.94,339.8
B5-NOTRAV,5,1500,45,44,97.78,98.81,100.0,0,250,37,82.22,74.36,13,91,-1,500,100,14,7,0,552,206,10275,49671.0,647.33,1196.6,971.0
B5-NOTRAV,6,587,45,45,100.0,94.04,99.73,1,250,36,80.0,70.73,10,130,587,475,100,3,3,0,277,52,3812,30629.6,204.27,300.81,119.9
B5-NOTRAV,7,545,45,45,100.0,93.35,99.25,1,250,30,66.67,69.26,5,114,545,475,150,2,2,0,60,48,3280,27029.5,263.28,454.18,143.5
B5-NOTRAV,8,1280,45,45,100.0,98.54,100.0,1,250,35,77.78,59.59,1,50,1280,575,100,4,1,0,610,266,9031,51048.2,672.24,1460.43,860.5
B5-NOTRAV,9,641,45,45,100.0,98.03,97.88,1,250,34,75.56,73.27,1,131,641,425,150,5,5,0,111,82,3672,30262.0,238.81,380.96,153.1
B5-NOTRAV,10,561,45,45,100.0,90.53,97.64,1,250,34,75.56,69.12,4,122,561,550,100,9,9,0,95,23,3493,25004.8,159.3,270.61,89.4
B6-NOSUB,1,958,45,45,100.0,90.39,98.56,1,250,34,75.56,57.66,24,108,958,950,100,4,4,0,641,57,7177,36199.0,133.09,223.7,127.5
B6-NOSUB,2,598,45,45,100.0,92.05,99.77,1,250,36,80.0,67.66,1,143,598,525,175,4,4,0,437,223,4817,28414.7,222.35,375.6,133.0
B6-NOSUB,3,1500,45,44,97.78,97.28,100.0,0,250,24,53.33,66.23,1,175,-1,575,300,12,8,0,134,25,7898,39634.4,585.79,898.65,878.7
B6-NOSUB,4,1500,45,44,97.78,97.03,99.29,0,250,36,80.0,70.14,1,100,-1,525,100,6,5,0,17,13,8034,45000.1,912.99,1868.71,1369.5
B6-NOSUB,5,1500,45,44,97.78,98.26,98.48,0,250,37,82.22,74.48,15,112,-1,400,150,5,4,0,102,54,5596,42569.3,1179.72,2110.75,1769.6
B6-NOSUB,6,689,45,45,100.0,97.27,99.91,1,250,30,66.67,73.41,10,158,689,425,200,3,3,0,332,49,3506,35439.1,298.09,839.31,205.4
B6-NOSUB,7,705,45,45,100.0,93.75,91.03,1,250,28,62.22,70.67,4,137,705,550,200,4,4,0,7,4,3926,33780.8,308.4,596.66,217.4
B6-NOSUB,8,898,45,45,100.0,98.54,99.48,1,250,37,82.22,64.11,1,69,898,525,75,5,5,0,265,76,5842,39678.8,349.28,758.86,313.7
B6-NOSUB,9,456,45,45,100.0,92.39,98.48,1,250,38,84.44,75.02,1,61,456,425,100,2,2,0,83,56,3063,24539.2,175.47,265.61,80.0
B6-NOSUB,10,816,45,45,100.0,95.98,99.56,1,250,33,73.33,75.36,4,158,816,450,125,12,12,0,92,23,3974,33704.0,358.45,718.32,292.5
B7-NOGAME,1,799,45,45,100.0,95.88,99.76,1,250,29,64.44,59.61,15,126,799,625,125,1,1,0,0,0,5753,34884.8,235.63,431.28,188.3
B7-NOGAME,2,585,45,45,100.0,97.02,100.0,1,250,35,77.78,71.14,1,140,585,450,100,0,0,0,2,1,3597,28509.9,324.58,596.59,189.9
B7-NOGAME,3,1500,45,44,97.78,96.55,99.75,0,250,35,77.78,66.59,1,94,-1,575,125,9,3,0,77,11,9741,44157.7,742.82,1333.15,1114.3
B7-NOGAME,4,482,45,45,100.0,89.44,99.6,1,250,36,80.0,70.49,1,73,482,-1,75,0,0,0,0,0,3955,24041.4,195.14,391.98,94.1
B7-NOGAME,5,1500,45,44,97.78,98.08,100.0,0,250,36,80.0,71.25,10,124,-1,425,75,3,1,0,621,112,8992,47825.6,1184.4,2137.14,1776.6
B7-NOGAME,6,908,45,45,100.0,99.08,100.0,1,250,33,73.33,72.79,14,122,908,400,100,0,0,1,340,51,5843,39705.3,501.66,1298.01,455.5
B7-NOGAME,7,572,45,45,100.0,92.7,99.36,1,250,38,84.44,67.77,5,111,572,550,100,2,2,0,0,0,3938,27856.5,204.25,378.22,116.9
B7-NOGAME,8,1343,45,45,100.0,99.19,100.0,1,250,37,82.22,69.03,1,91,1343,450,75,3,1,0,96,31,9064,48744.0,918.17,1821.93,1233.2
B7-NOGAME,9,505,45,45,100.0,94.98,99.7,1,250,40,88.89,76.5,1,91,505,400,75,2,2,0,0,0,3301,26633.4,185.57,351.21,93.7
B7-NOGAME,10,635,45,45,100.0,94.93,100.0,1,250,41,91.11,74.01,4,75,635,450,75,5,5,0,0,0,2693,31648.4,238.72,432.02,151.6
X-NEITHER,1,653,45,45,100.0,91.14,93.69,1,250,24,53.33,58.38,16,219,653,650,325,3,3,0,1,1,4849,24090.5,244.78,428.55,159.9
X-NEITHER,2,496,45,45,100.0,94.65,93.62,1,250,27,60.0,68.55,1,199,496,450,325,2,2,0,0,0,3372,21924.2,302.89,503.36,150.3
X-NEITHER,3,1500,45,44,97.78,97.15,100.0,0,250,28,62.22,69.68,1,181,-1,500,225,6,4,0,90,14,8660,39256.6,822.32,1273.98,1233.5
X-NEITHER,4,595,45,45,100.0,94.84,100.0,1,250,27,60.0,70.22,1,196,595,475,200,3,3,0,3,1,5509,27295.6,336.82,711.02,200.4
X-NEITHER,5,1500,45,44,97.78,97.97,99.81,0,250,36,80.0,75.08,19,116,-1,375,150,3,3,0,2,1,8303,36134.0,1304.15,2069.35,1956.3
X-NEITHER,6,404,45,45,100.0,96.26,97.41,1,250,33,73.33,78.85,9,189,404,350,225,2,2,0,132,22,2812,20489.2,218.48,316.45,88.3
X-NEITHER,7,690,45,45,100.0,98.12,99.36,1,250,37,82.22,74.46,3,149,690,400,200,3,3,0,2,1,4318,31461.5,383.61,849.63,264.7
X-NEITHER,8,566,45,45,100.0,97.42,99.25,1,250,36,80.0,74.76,1,111,566,425,125,0,0,0,45,2,4071,29819.7,268.86,479.4,152.2
X-NEITHER,9,511,45,45,100.0,97.17,99.19,1,250,33,73.33,75.04,1,116,511,375,200,3,3,0,3,1,3685,25432.4,185.45,320.26,94.8
X-NEITHER,10,793,45,45,100.0,99.11,100.0,1,250,34,75.56,76.14,2,104,793,425,225,7,7,0,3,3,3909,30539.6,449.7,949.2,356.6
